"Date and Time Run #1";"Time (s) Run #1";"Temperature 1, Ch P1 (°C) Run #1";"Temperature 2, Ch P1 (°C) Run #1";"Temperature 3, Ch P1 (°C) Run #1";"Temperature 4, Ch P1 (°C) Run #1";"Temperature 1, Ch P4 (°C) Run #1";"Temperature 2, Ch P4 (°C) Run #1";"Temperature 3, Ch P4 (°C) Run #1";"Temperature 4, Ch P4 (°C) Run #1"
02/26/2025 02:52:11 pm;0,000;70,34;74,49;63,21;89,63;39,84;46,02;30,55;58,20
02/26/2025 02:52:12 pm;1,000;70,34;74,48;63,23;89,63;39,84;46,01;30,55;58,20
02/26/2025 02:52:13 pm;2,000;70,37;74,50;63,23;89,63;39,83;46,00;30,54;58,19
02/26/2025 02:52:14 pm;3,000;70,38;74,51;63,25;89,63;39,83;45,98;30,52;58,18
02/26/2025 02:52:15 pm;4,000;70,40;74,51;63,25;89,60;39,82;45,97;30,51;58,19
02/26/2025 02:52:16 pm;5,000;70,38;74,49;63,23;89,56;39,82;45,96;30,51;58,20
02/26/2025 02:52:17 pm;6,000;70,37;74,45;63,20;89,47;39,81;45,95;30,50;58,21
02/26/2025 02:52:18 pm;7,000;70,36;74,43;63,20;89,37;39,80;45,94;30,47;58,23
02/26/2025 02:52:19 pm;8,000;70,35;74,40;63,20;89,25;39,78;45,93;30,47;58,23
02/26/2025 02:52:20 pm;9,000;70,36;74,38;63,20;89,13;39,78;45,92;30,49;58,22
02/26/2025 02:52:21 pm;10,000;70,38;74,36;63,19;89,00;39,78;45,92;30,50;58,20
02/26/2025 02:52:22 pm;11,000;70,40;74,36;63,18;88,86;39,78;45,91;30,50;58,19
02/26/2025 02:52:23 pm;12,000;70,40;74,33;63,16;88,69;39,77;45,87;30,50;58,18
02/26/2025 02:52:24 pm;13,000;70,34;74,26;63,15;88,49;39,76;45,84;30,49;58,17
02/26/2025 02:52:25 pm;14,000;70,29;74,20;63,13;88,28;39,76;45,80;30,49;58,15
02/26/2025 02:52:26 pm;15,000;70,22;74,14;63,10;88,09;39,76;45,79;30,48;58,13
02/26/2025 02:52:27 pm;16,000;70,20;74,08;63,08;87,87;39,76;45,78;30,48;58,12
02/26/2025 02:52:28 pm;17,000;70,18;74,04;63,06;87,70;39,76;45,77;30,47;58,12
02/26/2025 02:52:29 pm;18,000;70,14;73,99;63,04;87,51;39,77;45,78;30,46;58,13
02/26/2025 02:52:30 pm;19,000;70,14;73,95;63,02;87,37;39,77;45,78;30,46;58,14
02/26/2025 02:52:31 pm;20,000;70,13;73,90;62,98;87,23;39,77;45,77;30,46;58,14
02/26/2025 02:52:32 pm;21,000;70,10;73,80;62,97;87,07;39,76;45,75;30,44;58,14
02/26/2025 02:52:33 pm;22,000;70,03;73,69;62,98;86,89;39,76;45,75;30,44;58,15
02/26/2025 02:52:34 pm;23,000;69,93;73,56;62,96;86,66;39,76;45,74;30,43;58,14
02/26/2025 02:52:35 pm;24,000;69,81;73,43;62,93;86,42;39,75;45,73;30,42;58,14
02/26/2025 02:52:36 pm;25,000;69,71;73,28;62,91;86,19;39,75;45,73;30,42;58,13
02/26/2025 02:52:37 pm;26,000;69,66;73,13;62,92;85,97;39,73;45,74;30,43;58,13
02/26/2025 02:52:38 pm;27,000;69,65;73,07;62,94;85,81;39,73;45,74;30,43;58,14
02/26/2025 02:52:39 pm;28,000;69,68;73,03;62,96;85,69;39,73;45,74;30,45;58,14
02/26/2025 02:52:40 pm;29,000;69,69;72,98;62,99;85,57;39,73;45,74;30,47;58,15
02/26/2025 02:52:41 pm;30,000;69,71;72,91;63,01;85,45;39,74;45,75;30,49;58,15
02/26/2025 02:52:42 pm;31,000;69,73;72,88;63,02;85,34;39,75;45,75;30,53;58,17
02/26/2025 02:52:43 pm;32,000;69,72;72,83;62,96;85,23;39,75;45,76;30,53;58,17
02/26/2025 02:52:44 pm;33,000;69,63;72,70;62,93;85,09;39,76;45,77;30,52;58,17
02/26/2025 02:52:45 pm;34,000;69,58;72,56;62,92;84,95;39,76;45,78;30,51;58,17
02/26/2025 02:52:46 pm;35,000;69,53;72,43;62,92;84,81;39,76;45,79;30,51;58,17
02/26/2025 02:52:47 pm;36,000;69,51;72,30;62,92;84,66;39,77;45,79;30,51;58,16
02/26/2025 02:52:48 pm;37,000;69,50;72,21;62,91;84,52;39,77;45,79;30,51;58,15
02/26/2025 02:52:49 pm;38,000;69,47;72,11;62,93;84,39;39,77;45,80;30,51;58,14
02/26/2025 02:52:50 pm;39,000;69,45;72,00;62,93;84,28;39,77;45,81;30,51;58,14
02/26/2025 02:52:51 pm;40,000;69,41;71,85;62,93;84,14;39,76;45,79;30,53;58,15
02/26/2025 02:52:52 pm;41,000;69,33;71,71;62,91;83,96;39,75;45,76;30,54;58,15
02/26/2025 02:52:53 pm;42,000;69,26;71,58;62,94;83,78;39,74;45,75;30,54;58,14
02/26/2025 02:52:54 pm;43,000;69,22;71,48;62,95;83,65;39,74;45,76;30,55;58,13
02/26/2025 02:52:55 pm;44,000;69,20;71,40;62,98;83,53;39,75;45,77;30,56;58,13
02/26/2025 02:52:56 pm;45,000;69,17;71,31;63,01;83,42;39,75;45,78;30,59;58,13
02/26/2025 02:52:57 pm;46,000;69,15;71,22;63,03;83,30;39,76;45,78;30,60;58,13
02/26/2025 02:52:58 pm;47,000;69,12;71,16;62,97;83,19;39,75;45,76;30,59;58,12
02/26/2025 02:52:59 pm;48,000;68,99;70,99;62,90;83,04;39,74;45,73;30,60;58,11
02/26/2025 02:53:00 pm;49,000;68,88;70,81;62,86;82,85;39,73;45,71;30,61;58,11
02/26/2025 02:53:01 pm;50,000;68,78;70,64;62,79;82,68;39,73;45,70;30,61;58,09
02/26/2025 02:53:02 pm;51,000;68,66;70,43;62,73;82,50;39,73;45,70;30,60;58,08
02/26/2025 02:53:03 pm;52,000;68,58;70,32;62,69;82,37;39,74;45,70;30,60;58,08
02/26/2025 02:53:04 pm;53,000;68,51;70,18;62,68;82,23;39,74;45,70;30,59;58,08
02/26/2025 02:53:05 pm;54,000;68,50;70,13;62,68;82,10;39,75;45,72;30,60;58,08
02/26/2025 02:53:06 pm;55,000;68,45;70,06;62,67;81,99;39,76;45,72;30,60;58,08
02/26/2025 02:53:07 pm;56,000;68,37;69,93;62,66;81,86;39,76;45,72;30,62;58,09
02/26/2025 02:53:08 pm;57,000;68,26;69,78;62,61;81,71;39,77;45,72;30,63;58,08
02/26/2025 02:53:09 pm;58,000;68,19;69,63;62,61;81,56;39,78;45,73;30,64;58,07
02/26/2025 02:53:10 pm;59,000;68,15;69,57;62,60;81,44;39,78;45,73;30,63;58,06
02/26/2025 02:53:11 pm;60,000;68,08;69,48;62,57;81,28;39,78;45,71;30,62;58,05
02/26/2025 02:53:12 pm;61,000;67,98;69,36;62,55;81,09;39,77;45,69;30,62;58,05
02/26/2025 02:53:13 pm;62,000;67,89;69,26;62,54;80,94;39,76;45,69;30,61;58,05
02/26/2025 02:53:14 pm;63,000;67,81;69,17;62,51;80,79;39,76;45,67;30,61;58,05
02/26/2025 02:53:15 pm;64,000;67,71;69,05;62,46;80,63;39,76;45,65;30,61;58,03
02/26/2025 02:53:16 pm;65,000;67,65;68,95;62,41;80,48;39,76;45,64;30,62;58,00
02/26/2025 02:53:17 pm;66,000;67,59;68,87;62,37;80,36;39,76;45,63;30,61;57,97
02/26/2025 02:53:18 pm;67,000;67,57;68,82;62,36;80,26;39,77;45,63;30,61;57,93
02/26/2025 02:53:19 pm;68,000;67,53;68,78;62,39;80,19;39,78;45,64;30,63;57,90
02/26/2025 02:53:20 pm;69,000;67,48;68,72;62,38;80,11;39,78;45,67;30,64;57,89
02/26/2025 02:53:21 pm;70,000;67,41;68,62;62,36;80,03;39,78;45,69;30,66;57,88
02/26/2025 02:53:22 pm;71,000;67,31;68,52;62,28;79,93;39,79;45,69;30,67;57,87
02/26/2025 02:53:23 pm;72,000;67,21;68,42;62,23;79,82;39,79;45,67;30,68;57,87
02/26/2025 02:53:24 pm;73,000;67,14;68,36;62,20;79,75;39,79;45,67;30,70;57,87
02/26/2025 02:53:25 pm;74,000;67,11;68,34;62,18;79,71;39,78;45,67;30,70;57,87
02/26/2025 02:53:26 pm;75,000;67,11;68,34;62,14;79,67;39,79;45,66;30,69;57,86
02/26/2025 02:53:27 pm;76,000;67,09;68,32;62,08;79,61;39,80;45,67;30,69;57,85
02/26/2025 02:53:28 pm;77,000;67,03;68,23;62,05;79,50;39,80;45,67;30,69;57,84
02/26/2025 02:53:29 pm;78,000;67,01;68,18;62,05;79,41;39,81;45,67;30,69;57,84
02/26/2025 02:53:30 pm;79,000;67,00;68,15;62,06;79,33;39,82;45,69;30,68;57,83
02/26/2025 02:53:31 pm;80,000;66,98;68,12;62,04;79,26;39,82;45,70;30,69;57,84
02/26/2025 02:53:32 pm;81,000;66,91;68,06;62,02;79,19;39,83;45,69;30,69;57,83
02/26/2025 02:53:33 pm;82,000;66,88;68,02;62,00;79,11;39,84;45,69;30,70;57,83
02/26/2025 02:53:34 pm;83,000;66,84;67,95;62,00;79,03;39,84;45,68;30,70;57,81
02/26/2025 02:53:35 pm;84,000;66,79;67,87;61,99;78,93;39,84;45,66;30,69;57,79
02/26/2025 02:53:36 pm;85,000;66,76;67,84;61,98;78,87;39,83;45,65;30,69;57,79
02/26/2025 02:53:37 pm;86,000;66,70;67,75;61,94;78,78;39,83;45,63;30,69;57,77
02/26/2025 02:53:38 pm;87,000;66,61;67,63;61,91;78,64;39,83;45,64;30,68;57,77
02/26/2025 02:53:39 pm;88,000;66,53;67,50;61,89;78,45;39,83;45,63;30,68;57,76
02/26/2025 02:53:40 pm;89,000;66,46;67,40;61,86;78,27;39,81;45,61;30,68;57,75
02/26/2025 02:53:41 pm;90,000;66,36;67,24;61,82;78,07;39,81;45,61;30,68;57,72
02/26/2025 02:53:42 pm;91,000;66,29;67,14;61,76;77,94;39,81;45,61;30,70;57,69
02/26/2025 02:53:43 pm;92,000;66,20;67,05;61,70;77,87;39,82;45,62;30,71;57,67
02/26/2025 02:53:44 pm;93,000;66,13;66,99;61,66;77,81;39,83;45,62;30,74;57,65
02/26/2025 02:53:45 pm;94,000;66,04;66,94;61,60;77,76;39,84;45,64;30,77;57,64
02/26/2025 02:53:46 pm;95,000;66,01;66,90;61,56;77,72;39,86;45,66;30,78;57,64
02/26/2025 02:53:47 pm;96,000;65,98;66,87;61,55;77,68;39,87;45,69;30,78;57,66
02/26/2025 02:53:48 pm;97,000;65,96;66,85;61,56;77,62;39,87;45,70;30,76;57,68
02/26/2025 02:53:49 pm;98,000;65,90;66,80;61,49;77,56;39,84;45,68;30,75;57,69
02/26/2025 02:53:50 pm;99,000;65,86;66,74;61,47;77,47;39,83;45,67;30,77;57,70
02/26/2025 02:53:51 pm;100,000;65,80;66,65;61,46;77,37;39,82;45,66;30,77;57,69
02/26/2025 02:53:52 pm;101,000;65,72;66,55;61,42;77,26;39,82;45,66;30,78;57,67
02/26/2025 02:53:53 pm;102,000;65,65;66,44;61,40;77,12;39,82;45,66;30,79;57,66
02/26/2025 02:53:54 pm;103,000;65,60;66,36;61,39;76,99;39,83;45,66;30,77;57,65
02/26/2025 02:53:55 pm;104,000;65,56;66,29;61,38;76,88;39,82;45,65;30,77;57,64
02/26/2025 02:53:56 pm;105,000;65,51;66,22;61,35;76,75;39,81;45,63;30,77;57,61
02/26/2025 02:53:57 pm;106,000;65,45;66,16;61,32;76,66;39,80;45,63;30,79;57,59
02/26/2025 02:53:58 pm;107,000;65,39;66,12;61,27;76,58;39,80;45,64;30,81;57,57
02/26/2025 02:53:59 pm;108,000;65,35;66,08;61,20;76,50;39,82;45,67;30,83;57,55
02/26/2025 02:54:00 pm;109,000;65,32;66,06;61,18;76,45;39,83;45,70;30,86;57,54
02/26/2025 02:54:01 pm;110,000;65,32;66,06;61,19;76,42;39,84;45,72;30,87;57,53
02/26/2025 02:54:02 pm;111,000;65,33;66,05;61,18;76,39;39,86;45,74;30,87;57,51
02/26/2025 02:54:03 pm;112,000;65,27;65,97;61,15;76,35;39,87;45,73;30,87;57,50
02/26/2025 02:54:04 pm;113,000;65,21;65,88;61,12;76,29;39,88;45,70;30,88;57,50
02/26/2025 02:54:05 pm;114,000;65,14;65,80;61,11;76,21;39,87;45,67;30,87;57,49
02/26/2025 02:54:06 pm;115,000;65,08;65,74;61,04;76,11;39,87;45,64;30,85;57,48
02/26/2025 02:54:07 pm;116,000;65,04;65,69;61,00;76,01;39,87;45,63;30,82;57,45
02/26/2025 02:54:08 pm;117,000;64,98;65,62;60,99;75,91;39,86;45,63;30,80;57,43
02/26/2025 02:54:09 pm;118,000;64,93;65,53;60,97;75,81;39,85;45,61;30,78;57,41
02/26/2025 02:54:10 pm;119,000;64,85;65,44;60,93;75,69;39,83;45,61;30,76;57,39
02/26/2025 02:54:11 pm;120,000;64,74;65,35;60,87;75,59;39,83;45,61;30,76;57,37
02/26/2025 02:54:12 pm;121,000;64,68;65,29;60,85;75,53;39,83;45,62;30,77;57,36
02/26/2025 02:54:13 pm;122,000;64,66;65,30;60,84;75,48;39,83;45,62;30,76;57,35
02/26/2025 02:54:14 pm;123,000;64,59;65,24;60,84;75,44;39,83;45,62;30,76;57,34
02/26/2025 02:54:15 pm;124,000;64,54;65,19;60,84;75,39;39,83;45,62;30,74;57,32
02/26/2025 02:54:16 pm;125,000;64,48;65,16;60,79;75,33;39,83;45,62;30,73;57,30
02/26/2025 02:54:17 pm;126,000;64,41;65,08;60,71;75,27;39,83;45,62;30,72;57,28
02/26/2025 02:54:18 pm;127,000;64,36;64,99;60,67;75,19;39,83;45,63;30,71;57,25
02/26/2025 02:54:19 pm;128,000;64,35;64,95;60,66;75,12;39,84;45,65;30,72;57,24
02/26/2025 02:54:20 pm;129,000;64,36;64,94;60,67;75,06;39,84;45,68;30,73;57,22
02/26/2025 02:54:21 pm;130,000;64,38;64,94;60,65;75,01;39,84;45,68;30,74;57,22
02/26/2025 02:54:22 pm;131,000;64,39;64,96;60,60;74,97;39,84;45,67;30,74;57,20
02/26/2025 02:54:23 pm;132,000;64,35;64,92;60,57;74,91;39,83;45,67;30,74;57,20
02/26/2025 02:54:24 pm;133,000;64,29;64,82;60,54;74,82;39,82;45,64;30,72;57,19
02/26/2025 02:54:25 pm;134,000;64,23;64,73;60,51;74,70;39,81;45,62;30,71;57,16
02/26/2025 02:54:26 pm;135,000;64,16;64,65;60,48;74,59;39,80;45,60;30,72;57,15
02/26/2025 02:54:27 pm;136,000;64,10;64,57;60,47;74,48;39,78;45,58;30,70;57,13
02/26/2025 02:54:28 pm;137,000;64,03;64,47;60,44;74,38;39,76;45,56;30,71;57,11
02/26/2025 02:54:29 pm;138,000;63,98;64,39;60,43;74,28;39,74;45,54;30,73;57,10
02/26/2025 02:54:30 pm;139,000;63,95;64,32;60,41;74,19;39,74;45,52;30,74;57,08
02/26/2025 02:54:31 pm;140,000;63,90;64,23;60,38;74,10;39,73;45,50;30,73;57,06
02/26/2025 02:54:32 pm;141,000;63,85;64,17;60,36;74,03;39,70;45,45;30,73;57,03
02/26/2025 02:54:33 pm;142,000;63,78;64,12;60,31;73,98;39,68;45,41;30,74;56,99
02/26/2025 02:54:34 pm;143,000;63,73;64,08;60,28;73,92;39,67;45,38;30,74;56,96
02/26/2025 02:54:35 pm;144,000;63,69;64,04;60,25;73,85;39,67;45,37;30,72;56,94
02/26/2025 02:54:36 pm;145,000;63,65;63,99;60,21;73,79;39,67;45,36;30,71;56,91
02/26/2025 02:54:37 pm;146,000;63,62;63,95;60,20;73,71;39,68;45,35;30,73;56,88
02/26/2025 02:54:38 pm;147,000;63,59;63,92;60,16;73,67;39,69;45,36;30,72;56,85
02/26/2025 02:54:39 pm;148,000;63,53;63,85;60,11;73,61;39,71;45,37;30,72;56,83
02/26/2025 02:54:40 pm;149,000;63,49;63,78;60,09;73,56;39,73;45,38;30,73;56,81
02/26/2025 02:54:41 pm;150,000;63,46;63,72;60,08;73,50;39,74;45,39;30,73;56,79
02/26/2025 02:54:42 pm;151,000;63,43;63,67;60,05;73,43;39,75;45,40;30,75;56,77
02/26/2025 02:54:43 pm;152,000;63,39;63,61;60,01;73,38;39,76;45,40;30,77;56,75
02/26/2025 02:54:44 pm;153,000;63,33;63,54;59,97;73,31;39,76;45,41;30,76;56,74
02/26/2025 02:54:45 pm;154,000;63,24;63,41;59,95;73,21;39,76;45,40;30,73;56,73
02/26/2025 02:54:46 pm;155,000;63,15;63,28;59,91;73,08;39,74;45,37;30,71;56,70
02/26/2025 02:54:47 pm;156,000;63,07;63,19;59,86;72,99;39,72;45,35;30,71;56,67
02/26/2025 02:54:48 pm;157,000;62,99;63,14;59,80;72,90;39,71;45,33;30,70;56,64
02/26/2025 02:54:49 pm;158,000;62,94;63,10;59,76;72,82;39,71;45,34;30,69;56,63
02/26/2025 02:54:50 pm;159,000;62,91;63,06;59,74;72,74;39,71;45,34;30,70;56,61
02/26/2025 02:54:51 pm;160,000;62,91;63,08;59,72;72,68;39,71;45,35;30,69;56,59
02/26/2025 02:54:52 pm;161,000;62,91;63,08;59,71;72,63;39,71;45,35;30,70;56,58
02/26/2025 02:54:53 pm;162,000;62,90;63,08;59,67;72,60;39,71;45,36;30,72;56,56
02/26/2025 02:54:54 pm;163,000;62,87;63,07;59,65;72,57;39,71;45,38;30,75;56,55
02/26/2025 02:54:55 pm;164,000;62,83;63,02;59,63;72,52;39,72;45,39;30,75;56,54
02/26/2025 02:54:56 pm;165,000;62,71;62,93;59,54;72,43;39,72;45,39;30,76;56,53
02/26/2025 02:54:57 pm;166,000;62,57;62,77;59,44;72,34;39,71;45,37;30,75;56,50
02/26/2025 02:54:58 pm;167,000;62,50;62,64;59,36;72,25;39,71;45,36;30,75;56,46
02/26/2025 02:54:59 pm;168,000;62,46;62,58;59,31;72,18;39,71;45,34;30,73;56,44
02/26/2025 02:55:00 pm;169,000;62,44;62,55;59,28;72,13;39,71;45,33;30,75;56,43
02/26/2025 02:55:01 pm;170,000;62,41;62,52;59,26;72,08;39,71;45,34;30,77;56,41
02/26/2025 02:55:02 pm;171,000;62,38;62,46;59,24;72,00;39,72;45,35;30,78;56,40
02/26/2025 02:55:03 pm;172,000;62,32;62,41;59,20;71,93;39,73;45,33;30,78;56,38
02/26/2025 02:55:04 pm;173,000;62,29;62,37;59,17;71,87;39,73;45,32;30,78;56,35
02/26/2025 02:55:05 pm;174,000;62,26;62,34;59,14;71,82;39,72;45,31;30,80;56,33
02/26/2025 02:55:06 pm;175,000;62,21;62,28;59,10;71,75;39,71;45,30;30,81;56,31
02/26/2025 02:55:07 pm;176,000;62,15;62,21;59,06;71,68;39,71;45,31;30,82;56,28
02/26/2025 02:55:08 pm;177,000;62,09;62,15;59,03;71,60;39,71;45,32;30,81;56,27
02/26/2025 02:55:09 pm;178,000;62,03;62,09;59,00;71,54;39,70;45,30;30,78;56,25
02/26/2025 02:55:10 pm;179,000;62,00;62,06;58,98;71,47;39,71;45,30;30,77;56,22
02/26/2025 02:55:11 pm;180,000;61,98;62,04;58,97;71,40;39,70;45,28;30,77;56,20
02/26/2025 02:55:12 pm;181,000;61,95;62,01;58,95;71,36;39,70;45,27;30,76;56,18
02/26/2025 02:55:13 pm;182,000;61,88;61,96;58,91;71,31;39,69;45,25;30,76;56,16
02/26/2025 02:55:14 pm;183,000;61,84;61,92;58,88;71,27;39,68;45,24;30,74;56,13
02/26/2025 02:55:15 pm;184,000;61,76;61,80;58,84;71,20;39,68;45,21;30,72;56,11
02/26/2025 02:55:16 pm;185,000;61,67;61,69;58,79;71,12;39,68;45,20;30,71;56,09
02/26/2025 02:55:17 pm;186,000;61,62;61,61;58,75;71,05;39,67;45,18;30,70;56,06
02/26/2025 02:55:18 pm;187,000;61,57;61,57;58,69;70,98;39,66;45,15;30,70;56,05
02/26/2025 02:55:19 pm;188,000;61,48;61,50;58,63;70,92;39,64;45,11;30,69;56,02
02/26/2025 02:55:20 pm;189,000;61,37;61,40;58,60;70,82;39,64;45,05;30,69;56,01
02/26/2025 02:55:21 pm;190,000;61,28;61,33;58,57;70,70;39,64;45,02;30,69;55,99
02/26/2025 02:55:22 pm;191,000;61,26;61,31;58,54;70,62;39,63;45,01;30,71;55,97
02/26/2025 02:55:23 pm;192,000;61,24;61,30;58,50;70,57;39,63;45,01;30,73;55,95
02/26/2025 02:55:24 pm;193,000;61,24;61,31;58,45;70,54;39,63;45,00;30,76;55,91
02/26/2025 02:55:25 pm;194,000;61,19;61,24;58,41;70,46;39,63;44,99;30,77;55,87
02/26/2025 02:55:26 pm;195,000;61,15;61,17;58,36;70,37;39,63;45,00;30,78;55,82
02/26/2025 02:55:27 pm;196,000;61,08;61,07;58,29;70,29;39,63;44,99;30,78;55,77
02/26/2025 02:55:28 pm;197,000;61,01;60,98;58,25;70,21;39,62;44,97;30,78;55,73
02/26/2025 02:55:29 pm;198,000;60,93;60,87;58,19;70,14;39,61;44,96;30,77;55,67
02/26/2025 02:55:30 pm;199,000;60,87;60,80;58,15;70,10;39,61;44,96;30,76;55,63
02/26/2025 02:55:31 pm;200,000;60,86;60,79;58,10;70,07;39,61;44,95;30,74;55,59
02/26/2025 02:55:32 pm;201,000;60,84;60,80;58,06;70,05;39,60;44,93;30,72;55,56
02/26/2025 02:55:33 pm;202,000;60,81;60,78;58,02;70,01;39,60;44,92;30,71;55,53
02/26/2025 02:55:34 pm;203,000;60,76;60,72;57,99;69,98;39,59;44,90;30,72;55,50
02/26/2025 02:55:35 pm;204,000;60,75;60,71;57,95;69,94;39,58;44,89;30,72;55,47
02/26/2025 02:55:36 pm;205,000;60,74;60,67;57,92;69,89;39,57;44,87;30,73;55,44
02/26/2025 02:55:37 pm;206,000;60,67;60,60;57,87;69,83;39,56;44,84;30,72;55,42
02/26/2025 02:55:38 pm;207,000;60,65;60,54;57,86;69,76;39,55;44,82;30,70;55,40
02/26/2025 02:55:39 pm;208,000;60,61;60,49;57,84;69,70;39,53;44,82;30,70;55,40
02/26/2025 02:55:40 pm;209,000;60,56;60,43;57,82;69,63;39,52;44,80;30,69;55,39
02/26/2025 02:55:41 pm;210,000;60,51;60,36;57,78;69,54;39,52;44,80;30,69;55,38
02/26/2025 02:55:42 pm;211,000;60,46;60,29;57,75;69,45;39,51;44,79;30,69;55,38
02/26/2025 02:55:43 pm;212,000;60,42;60,22;57,72;69,36;39,50;44,78;30,70;55,36
02/26/2025 02:55:44 pm;213,000;60,38;60,14;57,71;69,27;39,49;44,77;30,72;55,34
02/26/2025 02:55:45 pm;214,000;60,34;60,11;57,71;69,22;39,48;44,76;30,72;55,33
02/26/2025 02:55:46 pm;215,000;60,29;60,08;57,68;69,15;39,47;44,75;30,71;55,31
02/26/2025 02:55:47 pm;216,000;60,25;60,03;57,64;69,08;39,47;44,73;30,72;55,27
02/26/2025 02:55:48 pm;217,000;60,20;59,98;57,57;69,00;39,46;44,69;30,74;55,24
02/26/2025 02:55:49 pm;218,000;60,16;59,96;57,55;68,93;39,45;44,67;30,76;55,20
02/26/2025 02:55:50 pm;219,000;60,11;59,94;57,52;68,86;39,44;44,67;30,77;55,18
02/26/2025 02:55:51 pm;220,000;60,09;59,91;57,49;68,82;39,43;44,67;30,78;55,16
02/26/2025 02:55:52 pm;221,000;60,07;59,91;57,46;68,79;39,43;44,68;30,78;55,14
02/26/2025 02:55:53 pm;222,000;60,05;59,89;57,44;68,76;39,42;44,68;30,79;55,11
02/26/2025 02:55:54 pm;223,000;60,02;59,88;57,43;68,74;39,40;44,65;30,78;55,09
02/26/2025 02:55:55 pm;224,000;59,98;59,83;57,40;68,68;39,37;44,62;30,78;55,06
02/26/2025 02:55:56 pm;225,000;59,94;59,79;57,37;68,63;39,37;44,61;30,78;55,03
02/26/2025 02:55:57 pm;226,000;59,88;59,74;57,36;68,57;39,36;44,59;30,78;55,00
02/26/2025 02:55:58 pm;227,000;59,82;59,69;57,33;68,50;39,36;44,56;30,78;54,97
02/26/2025 02:55:59 pm;228,000;59,79;59,65;57,28;68,41;39,36;44,55;30,79;54,94
02/26/2025 02:56:00 pm;229,000;59,75;59,60;57,24;68,32;39,36;44,54;30,79;54,93
02/26/2025 02:56:01 pm;230,000;59,72;59,54;57,21;68,23;39,35;44,53;30,80;54,90
02/26/2025 02:56:02 pm;231,000;59,66;59,48;57,20;68,12;39,35;44,51;30,80;54,86
02/26/2025 02:56:03 pm;232,000;59,58;59,41;57,16;68,03;39,35;44,50;30,81;54,81
02/26/2025 02:56:04 pm;233,000;59,52;59,36;57,12;67,98;39,35;44,49;30,83;54,78
02/26/2025 02:56:05 pm;234,000;59,48;59,33;57,08;67,96;39,36;44,50;30,87;54,75
02/26/2025 02:56:06 pm;235,000;59,45;59,31;57,06;67,94;39,37;44,51;30,89;54,73
02/26/2025 02:56:07 pm;236,000;59,42;59,28;57,05;67,92;39,37;44,51;30,92;54,70
02/26/2025 02:56:08 pm;237,000;59,38;59,24;57,04;67,90;39,38;44,50;30,93;54,67
02/26/2025 02:56:09 pm;238,000;59,34;59,21;57,02;67,88;39,38;44,50;30,93;54,66
02/26/2025 02:56:10 pm;239,000;59,31;59,18;56,99;67,84;39,37;44,50;30,91;54,64
02/26/2025 02:56:11 pm;240,000;59,31;59,15;56,97;67,80;39,35;44,49;30,91;54,62
02/26/2025 02:56:12 pm;241,000;59,30;59,12;56,93;67,76;39,35;44,47;30,90;54,59
02/26/2025 02:56:13 pm;242,000;59,27;59,08;56,91;67,72;39,35;44,44;30,84;54,56
02/26/2025 02:56:14 pm;243,000;59,23;59,01;56,89;67,67;39,34;44,41;30,78;54,52
02/26/2025 02:56:15 pm;244,000;59,16;58,94;56,85;67,62;39,34;44,39;30,72;54,49
02/26/2025 02:56:16 pm;245,000;59,07;58,83;56,80;67,53;39,34;44,37;30,66;54,47
02/26/2025 02:56:17 pm;246,000;58,98;58,74;56,73;67,42;39,34;44,35;30,59;54,43
02/26/2025 02:56:18 pm;247,000;58,91;58,68;56,67;67,34;39,33;44,33;30,52;54,40
02/26/2025 02:56:19 pm;248,000;58,87;58,65;56,63;67,30;39,30;44,28;30,48;54,37
02/26/2025 02:56:20 pm;249,000;58,86;58,61;56,61;67,27;39,28;44,24;30,45;54,34
02/26/2025 02:56:21 pm;250,000;58,82;58,56;56,55;67,19;39,26;44,21;30,42;54,31
02/26/2025 02:56:22 pm;251,000;58,77;58,51;56,50;67,12;39,25;44,19;30,41;54,28
02/26/2025 02:56:23 pm;252,000;58,72;58,45;56,47;67,07;39,23;44,16;30,40;54,26
02/26/2025 02:56:24 pm;253,000;58,67;58,43;56,43;67,03;39,23;44,16;30,37;54,24
02/26/2025 02:56:25 pm;254,000;58,62;58,42;56,39;67,00;39,23;44,13;30,36;54,21
02/26/2025 02:56:26 pm;255,000;58,56;58,41;56,35;66,98;39,23;44,13;30,37;54,19
02/26/2025 02:56:27 pm;256,000;58,53;58,38;56,32;66,94;39,23;44,12;30,35;54,16
02/26/2025 02:56:28 pm;257,000;58,52;58,36;56,30;66,89;39,21;44,09;30,33;54,14
02/26/2025 02:56:29 pm;258,000;58,48;58,29;56,28;66,81;39,20;44,07;30,31;54,10
02/26/2025 02:56:30 pm;259,000;58,41;58,21;56,23;66,73;39,20;44,05;30,30;54,07
02/26/2025 02:56:31 pm;260,000;58,36;58,16;56,20;66,64;39,21;44,04;30,28;54,02
02/26/2025 02:56:32 pm;261,000;58,35;58,14;56,19;66,59;39,21;44,04;30,29;53,99
02/26/2025 02:56:33 pm;262,000;58,33;58,14;56,15;66,56;39,21;44,05;30,30;53,96
02/26/2025 02:56:34 pm;263,000;58,30;58,09;56,10;66,52;39,21;44,05;30,31;53,95
02/26/2025 02:56:35 pm;264,000;58,26;58,03;56,00;66,48;39,21;44,06;30,30;53,93
