Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
3,100	-0,573	-0,173	0,105	-0,0137	-0,004	0,002	99,519	5,33	
3,150	-0,583	-0,168	0,105	-0,0139	-0,004	0,002	99,495	5,34	
3,200	-0,591	-0,162	0,070	-0,0141	-0,004	0,002	99,519	5,33	
3,250	-0,598	-0,157	0,017	-0,0143	-0,004	4,167E-4	99,508	5,33	
3,300	-0,606	-0,162	-3,886E-15	-0,0145	-0,004	0,000	99,530	5,33	
3,350	-0,614	-0,162	0,035	-0,0147	-0,004	8,333E-4	99,481	5,33	
3,400	-0,624	-0,157	0,070	-0,0149	-0,004	0,002	99,514	5,33	
3,450	-0,630	-0,152	0,052	-0,0150	-0,004	0,001	99,519	5,33	
3,500	-0,638	-0,152	0,035	-0,0152	-0,004	8,333E-4	99,516	5,33	68,3
3,550	-0,646	-0,152	0,052	-0,0154	-0,004	0,001	99,519	5,33	
3,600	-0,653	-0,147	0,070	-0,0156	-0,004	0,002	99,543	5,33	
3,650	-0,660	-0,141	0,052	-0,0158	-0,003	0,001	99,521	5,33	
3,700	-0,668	-0,141	0,035	-0,0159	-0,003	8,333E-4	99,488	5,33	
3,750	-0,674	-0,141	0,052	-0,0161	-0,003	0,001	99,499	5,34	
3,800	-0,682	-0,136	0,087	-0,0163	-0,003	0,002	99,505	5,33	
3,850	-0,688	-0,131	0,070	-0,0164	-0,003	0,002	99,481	5,34	
3,900	-0,694	-0,126	0,017	-0,0166	-0,003	4,167E-4	99,525	5,34	
3,950	-0,701	-0,131	-0,035	-0,0167	-0,003	-8,333E-4	99,495	5,33	
4,000	-0,707	-0,131	-0,052	-0,0169	-0,003	-0,001	99,512	5,33	68,4
4,050	-0,715	-0,136	-0,017	-0,0171	-0,003	-4,167E-4	99,495	5,33	
4,100	-0,719	-0,136	0,035	-0,0172	-0,003	8,333E-4	99,512	5,34	
4,150	-0,729	-0,131	0,105	-0,0174	-0,003	0,002	99,516	5,34	
4,200	-0,734	-0,126	0,122	-0,0175	-0,003	0,003	99,538	5,33	
4,250	-0,740	-0,115	0,105	-0,0177	-0,003	0,003	99,532	5,34	
4,300	-0,746	-0,115	0,070	-0,0178	-0,003	0,002	99,521	5,34	
4,350	-0,751	-0,110	0,035	-0,0179	-0,003	8,333E-4	99,532	5,34	
4,400	-0,757	-0,110	0,035	-0,0181	-0,003	8,333E-4	99,547	5,33	
4,450	-0,762	-0,110	0,035	-0,0182	-0,003	8,333E-4	99,543	5,34	
4,500	-0,768	-0,105	0,035	-0,0183	-0,003	8,333E-4	99,543	5,33	68,4
4,550	-0,773	-0,105	0,017	-0,0185	-0,003	4,167E-4	99,512	5,33	
4,600	-0,778	-0,105	0,000	-0,0186	-0,003	-1,171E-16	99,512	5,33	
4,650	-0,784	-0,105	-7,355E-15	-0,0187	-0,003	1,171E-16	99,545	5,34	
4,700	-0,789	-0,105	-1,485E-14	-0,0188	-0,003	1,171E-16	99,490	5,33	
4,750	-0,793	-0,105	0,017	-0,0189	-0,003	4,167E-4	99,521	5,33	
4,800	-0,800	-0,105	0,052	-0,0191	-0,003	0,001	99,514	5,34	
4,850	-0,804	-0,099	0,070	-0,0192	-0,002	0,002	99,477	5,33	
4,900	-0,809	-0,094	0,052	-0,0193	-0,002	0,001	99,523	5,34	
4,950	-0,814	-0,094	0,035	-0,0194	-0,002	8,333E-4	99,543	5,34	
5,000	-0,818	-0,094	0,052	-0,0195	-0,002	0,001	99,512	5,33	68,5
5,050	-0,823	-0,089	0,070	-0,0197	-0,002	0,002	99,554	5,33	
5,100	-0,828	-0,084	0,052	-0,0198	-0,002	0,001	99,510	5,33	
5,150	-0,831	-0,084	0,017	-0,0198	-0,002	4,167E-4	99,538	5,33	
5,200	-0,836	-0,084	0,017	-0,0200	-0,002	4,167E-4	99,512	5,33	
5,250	-0,840	-0,084	0,035	-0,0201	-0,002	8,333E-4	99,499	5,35	
5,300	-0,844	-0,079	0,035	-0,0201	-0,002	8,333E-4	99,525	5,34	
5,350	-0,848	-0,079	0,017	-0,0203	-0,002	4,167E-4	99,503	5,33	
5,400	-0,851	-0,079	1,485E-14	-0,0203	-0,002	0,000	99,510	5,34	
5,450	-0,856	-0,079	0,017	-0,0204	-0,002	4,167E-4	99,492	5,34	
5,500	-0,859	-0,079	0,052	-0,0205	-0,002	0,001	99,505	5,34	68,5
5,550	-0,864	-0,073	0,070	-0,0206	-0,002	0,002	99,510	5,33	
5,600	-0,867	-0,068	0,035	-0,0207	-0,002	8,333E-4	99,505	5,34	
5,650	-0,870	-0,068	-0,017	-0,0208	-0,002	-4,167E-4	99,549	5,34	
5,700	-0,873	-0,073	-0,017	-0,0209	-0,002	-4,167E-4	99,505	5,34	
5,750	-0,878	-0,073	0,035	-0,0210	-0,002	8,333E-4	99,512	5,34	
5,800	-0,881	-0,068	0,070	-0,0210	-0,002	0,002	99,510	5,33	
5,850	-0,884	-0,063	0,052	-0,0211	-0,002	0,001	99,512	5,34	
5,900	-0,888	-0,063	0,017	-0,0212	-0,001	4,167E-4	99,519	5,35	
5,950	-0,891	-0,063	9,714E-16	-0,0213	-0,001	2,168E-17	99,514	5,34	
6,000	-0,894	-0,063	9,714E-16	-0,0213	-0,001	-4,424E-16	99,475	5,34	68,5
6,050	-0,897	-0,063	-9,714E-16	-0,0214	-0,002	-2,168E-17	99,475	5,34	
6,100	-0,900	-0,063	-9,714E-16	-0,0215	-0,001	4,380E-16	99,497	5,34	
6,150	-0,903	-0,063	0,017	-0,0216	-0,001	4,167E-4	99,543	5,33	
6,200	-0,906	-0,063	0,052	-0,0216	-0,001	0,001	99,514	5,34	
6,250	-0,909	-0,058	0,070	-0,0217	-0,001	0,002	99,530	5,33	
6,300	-0,913	-0,052	0,035	-0,0218	-0,001	8,333E-4	99,499	5,34	
6,350	-0,914	-0,052	-0,017	-0,0218	-0,001	-4,167E-4	99,521	5,34	
6,400	-0,917	-0,058	-0,017	-0,0219	-0,001	-4,167E-4	99,495	5,34	
6,450	-0,920	-0,058	0,017	-0,0220	-0,001	4,167E-4	99,486	5,33	
6,500	-0,924	-0,052	0,035	-0,0221	-0,001	8,333E-4	99,519	5,34	68,6
6,550	-0,925	-0,052	0,017	-0,0221	-0,001	4,167E-4	99,519	5,34	
6,600	-0,928	-0,052	0,017	-0,0222	-0,001	4,167E-4	99,471	5,34	
6,650	-0,931	-0,052	0,035	-0,0222	-0,001	8,333E-4	99,499	5,33	
6,700	-0,933	-0,047	0,035	-0,0223	-0,001	8,333E-4	99,484	5,34	
6,750	-0,936	-0,047	0,017	-0,0224	-0,001	4,167E-4	99,505	5,33	
6,800	-0,938	-0,047	1,041E-14	-0,0224	-0,001	9,975E-17	99,501	5,34	
6,850	-0,941	-0,047	1,048E-14	-0,0225	-0,001	-2,494E-16	99,501	5,34	
6,900	-0,942	-0,047	0,000	-0,0225	-0,001	-1,171E-16	99,540	5,34	
6,950	-0,946	-0,047	0,017	-0,0226	-0,001	4,167E-4	99,534	5,34	
7,000	-0,947	-0,047	0,052	-0,0226	-0,001	0,001	99,521	5,34	68,6
7,050	-0,950	-0,042	0,070	-0,0227	-1,000E-3	0,002	99,490	5,34	
7,100	-0,952	-0,037	0,035	-0,0227	-8,750E-4	8,333E-4	99,451	5,34	
7,150	-0,953	-0,037	-0,017	-0,0228	-8,750E-4	-4,167E-4	99,523	5,34	
7,200	-0,955	-0,042	-0,035	-0,0228	-1,000E-3	-8,333E-4	99,468	5,34	
7,250	-0,958	-0,042	-0,017	-0,0229	-1,000E-3	-4,167E-4	99,510	5,34	
7,300	-0,960	-0,042	3,053E-15	-0,0229	-1,000E-3	-1,301E-17	99,527	5,34	
7,350	-0,961	-0,042	0,017	-0,0230	-1,000E-3	4,167E-4	99,508	5,34	
7,400	-0,964	-0,042	0,052	-0,0230	-1,000E-3	0,001	99,505	5,34	
7,450	-0,966	-0,037	0,070	-0,0231	-8,750E-4	0,002	99,532	5,34	
7,500	-0,968	-0,031	0,052	-0,0231	-7,500E-4	0,001	99,490	5,34	68,6
7,550	-0,969	-0,031	0,017	-0,0231	-7,500E-4	4,167E-4	99,508	5,34	
7,600	-0,971	-0,031	-0,017	-0,0232	-7,500E-4	-4,167E-4	99,495	5,34	
7,650	-0,972	-0,031	-0,052	-0,0232	-7,500E-4	-0,001	99,486	5,33	
7,700	-0,974	-0,037	-0,070	-0,0232	-8,750E-4	-0,002	99,499	5,34	
7,750	-0,975	-0,042	-0,035	-0,0233	-1,000E-3	-8,333E-4	99,497	5,34	
7,800	-0,979	-0,042	0,035	-0,0234	-1,000E-3	8,333E-4	99,501	5,34	
7,850	-0,980	-0,037	0,070	-0,0234	-8,750E-4	0,002	99,488	5,34	
7,900	-0,982	-0,031	0,070	-0,0234	-7,500E-4	0,002	99,510	5,34	
7,950	-0,983	-0,031	0,070	-0,0235	-7,500E-4	0,002	99,508	5,34	
8,000	-0,985	-0,026	0,070	-0,0235	-6,250E-4	0,002	99,536	5,34	68,6
8,050	-0,986	-0,021	0,035	-0,0235	-5,000E-4	8,333E-4	99,468	5,34	
8,100	-0,986	-0,021	-0,035	-0,0235	-5,000E-4	-8,333E-4	99,473	5,33	
8,150	-0,988	-0,026	-0,070	-0,0236	-6,250E-4	-0,002	99,471	5,34	
8,200	-0,990	-0,031	-0,052	-0,0236	-7,500E-4	-0,001	99,499	5,34	
8,250	-0,991	-0,031	-0,017	-0,0237	-7,500E-4	-4,167E-4	99,481	5,33	
8,300	-0,993	-0,031	0,017	-0,0237	-7,500E-4	4,167E-4	99,534	5,33	
8,350	-0,994	-0,031	0,052	-0,0237	-7,500E-4	0,001	99,512	5,34	
8,400	-0,996	-0,026	0,070	-0,0238	-6,250E-4	0,002	99,484	5,34	
8,450	-0,997	-0,021	0,035	-0,0238	-5,000E-4	8,333E-4	99,497	5,34	
8,500	-0,997	-0,021	-0,035	-0,0238	-5,000E-4	-8,333E-4	99,495	5,34	68,6
8,550	-0,999	-0,026	-0,052	-0,0238	-6,250E-4	-0,001	99,490	5,34	
8,600	-1,001	-0,031	8,014E-15	-0,0239	-7,500E-4	-2,168E-16	99,462	5,34	
8,650	-1,002	-0,026	0,052	-0,0239	-6,250E-4	0,001	99,503	5,34	
8,700	-1,004	-0,021	0,035	-0,0240	-5,000E-4	8,333E-4	99,508	5,34	
8,750	-1,004	-0,021	-0,017	-0,0240	-5,000E-4	-4,167E-4	99,497	5,34	
8,800	-1,005	-0,026	-0,017	-0,0240	-6,250E-4	-4,167E-4	99,525	5,33	
8,850	-1,007	-0,026	0,017	-0,0240	-6,250E-4	4,167E-4	99,466	5,33	
8,900	-1,008	-0,021	0,035	-0,0241	-5,000E-4	8,333E-4	99,457	5,33	
8,950	-1,008	-0,021	0,017	-0,0241	-5,000E-4	4,167E-4	99,477	5,33	
9,000	-1,010	-0,021	-2,220E-14	-0,0241	-5,000E-4	2,309E-16	99,499	5,33	68,7
9,050	-1,012	-0,021	0,000	-0,0241	-5,000E-4	-2,309E-16	99,479	5,33	
9,100	-1,012	-0,021	2,279E-14	-0,0241	-5,000E-4	-4,478E-16	99,505	5,33	
9,150	-1,013	-0,021	2,220E-14	-0,0242	-5,000E-4	-2,320E-16	99,479	5,33	
9,200	-1,015	-0,021	-5,898E-16	-0,0242	-5,000E-4	1,008E-16	99,501	5,33	
9,250	-1,015	-0,021	-2,220E-14	-0,0242	-5,000E-4	3,469E-16	99,484	5,33	
9,300	-1,016	-0,021	0,017	-0,0243	-5,000E-4	4,167E-4	99,495	5,33	
9,350	-1,018	-0,021	0,035	-0,0243	-5,000E-4	8,333E-4	99,475	5,33	
9,400	-1,018	-0,016	0,035	-0,0243	-3,750E-4	8,333E-4	99,471	5,33	
9,450	-1,019	-0,016	0,017	-0,0243	-3,750E-4	4,167E-4	99,492	5,33	
9,500	-1,019	-0,016	-0,017	-0,0243	-3,750E-4	-4,167E-4	99,477	5,33	68,7
9,550	-1,021	-0,016	-0,035	-0,0244	-3,750E-4	-8,333E-4	99,492	5,34	
9,600	-1,021	-0,021	-0,035	-0,0244	-5,000E-4	-8,333E-4	99,488	5,34	
9,650	-1,023	-0,021	-1,495E-14	-0,0244	-5,000E-4	2,277E-16	99,466	5,33	
9,700	-1,024	-0,021	0,035	-0,0244	-5,000E-4	8,333E-4	99,486	5,33	
9,750	-1,024	-0,016	0,035	-0,0244	-3,750E-4	8,333E-4	99,516	5,33	
9,800	-1,026	-0,016	0,017	-0,0245	-3,750E-4	4,167E-4	99,471	5,32	
9,850	-1,026	-0,016	-0,017	-0,0245	-3,750E-4	-4,167E-4	99,481	5,33	
9,900	-1,027	-0,016	-0,035	-0,0245	-3,750E-4	-8,333E-4	99,508	5,32	
9,950	-1,027	-0,021	-0,017	-0,0245	-5,000E-4	-4,167E-4	99,514	5,32	
10,000	-1,029	-0,021	0,035	-0,0246	-5,000E-4	8,333E-4	99,475	5,33	68,6
10,050	-1,030	-0,016	0,052	-0,0246	-3,750E-4	0,001	99,468	5,33	
10,100	-1,030	-0,010	-5,898E-16	-0,0246	-2,500E-4	-1,409E-17	99,468	5,33	
10,150	-1,030	-0,016	-0,052	-0,0246	-3,750E-4	-0,001	99,457	5,32	
10,200	-1,032	-0,021	-0,035	-0,0246	-5,000E-4	-8,333E-4	99,497	5,33	
10,250	-1,034	-0,021	0,017	-0,0247	-5,000E-4	4,167E-4	99,460	5,33	
10,300	-1,034	-0,016	0,035	-0,0247	-3,750E-4	8,333E-4	99,468	5,32	
10,350	-1,035	-0,016	0,017	-0,0247	-3,750E-4	4,167E-4	99,484	5,32	
10,400	-1,035	-0,016	0,000	-0,0247	-3,750E-4	-1,160E-16	99,503	5,32	
10,450	-1,037	-0,016	0,000	-0,0247	-3,750E-4	-3,469E-16	99,477	5,32	
10,500	-1,037	-0,016	7,876E-15	-0,0247	-3,750E-4	-3,361E-16	99,473	5,32	68,6
10,550	-1,038	-0,016	2,220E-14	-0,0248	-3,750E-4	-1,160E-16	99,486	5,32	
10,600	-1,038	-0,016	1,433E-14	-0,0248	-3,750E-4	1,052E-16	99,508	5,33	
10,650	-1,040	-0,016	0,017	-0,0248	-3,750E-4	4,167E-4	99,477	5,32	
10,700	-1,040	-0,016	0,035	-0,0248	-3,750E-4	8,333E-4	99,488	5,32	
10,750	-1,041	-0,010	0,035	-0,0249	-2,500E-4	8,333E-4	99,499	5,33	
10,800	-1,041	-0,010	7,407E-15	-0,0249	-2,500E-4	-1,155E-16	99,536	5,32	
10,850	-1,041	-0,010	-0,035	-0,0249	-2,500E-4	-8,333E-4	99,442	5,33	
10,900	-1,043	-0,016	-0,035	-0,0249	-3,750E-4	-8,333E-4	99,475	5,32	
10,950	-1,043	-0,016	-0,017	-0,0249	-3,750E-4	-4,167E-4	99,481	5,32	
11,000	-1,045	-0,016	0,017	-0,0249	-3,750E-4	4,167E-4	99,495	5,32	68,6
11,050	-1,045	-0,016	0,035	-0,0249	-3,750E-4	8,333E-4	99,484	5,32	
11,100	-1,046	-0,010	0,035	-0,0250	-2,500E-4	8,333E-4	99,525	5,32	
11,150	-1,046	-0,010	-1,464E-14	-0,0250	-2,500E-4	3,507E-16	99,477	5,32	
11,200	-1,046	-0,010	-0,035	-0,0250	-2,500E-4	-8,333E-4	99,453	5,31	
11,250	-1,048	-0,016	-0,017	-0,0250	-3,750E-4	-4,167E-4	99,514	5,32	
11,300	-1,048	-0,016	0,017	-0,0250	-3,750E-4	4,167E-4	99,484	5,32	
11,350	-1,049	-0,010	0,035	-0,0250	-2,500E-4	8,333E-4	99,484	5,31	
11,400	-1,049	-0,010	-7,251E-15	-0,0250	-2,500E-4	-1,122E-16	99,449	5,31	
11,450	-1,049	-0,010	-0,035	-0,0250	-2,500E-4	-8,333E-4	99,486	5,31	
11,500	-1,051	-0,016	-0,017	-0,0251	-3,750E-4	-4,167E-4	99,455	5,31	68,6
11,550	-1,051	-0,016	0,017	-0,0251	-3,750E-4	4,167E-4	99,479	5,32	
11,600	-1,052	-0,010	0,035	-0,0251	-2,500E-4	8,333E-4	99,471	5,31	
11,650	-1,052	-0,010	-1,464E-14	-0,0251	-2,500E-4	1,193E-16	99,505	5,31	
11,700	-1,052	-0,010	-0,035	-0,0251	-2,500E-4	-8,333E-4	99,455	5,32	
11,750	-1,054	-0,016	-0,017	-0,0252	-3,750E-4	-4,167E-4	99,484	5,31	
11,800	-1,054	-0,016	0,017	-0,0252	-3,750E-4	4,167E-4	99,495	5,32	
11,850	-1,056	-0,010	0,035	-0,0252	-2,500E-4	8,333E-4	99,508	5,31	
11,900	-1,056	-0,010	0,017	-0,0252	-2,500E-4	4,167E-4	99,475	5,30	
11,950	-1,056	-0,010	0,017	-0,0252	-2,500E-4	4,167E-4	99,503	5,31	
12,000	-1,057	-0,010	0,035	-0,0252	-2,500E-4	8,333E-4	99,512	5,31	68,6
12,050	-1,057	-0,005	0,017	-0,0252	-1,250E-4	4,167E-4	99,455	5,31	
12,100	-1,057	-0,005	-0,017	-0,0252	-1,250E-4	-4,167E-4	99,468	5,31	
12,150	-1,057	-0,010	-0,035	-0,0252	-2,500E-4	-8,333E-4	99,486	5,31	
12,200	-1,059	-0,010	-0,017	-0,0253	-2,500E-4	-4,167E-4	99,477	5,31	
12,250	-1,059	-0,010	-7,095E-15	-0,0253	-2,500E-4	3,540E-16	99,490	5,31	
12,300	-1,059	-0,010	-1,480E-14	-0,0253	-2,500E-4	3,469E-16	99,495	5,30	
12,350	-1,060	-0,010	-7,702E-15	-0,0253	-2,500E-4	2,239E-16	99,501	5,31	
12,400	-1,060	-0,010	7,407E-15	-0,0253	-2,500E-4	0,000	99,499	5,30	
12,450	-1,060	-0,010	7,407E-15	-0,0253	-2,500E-4	-2,309E-16	99,486	5,31	
12,500	-1,062	-0,010	-7,112E-15	-0,0253	-2,500E-4	-1,084E-16	99,462	5,30	68,6
12,550	-1,062	-0,010	-7,407E-15	-0,0253	-2,500E-4	-1,160E-16	99,471	5,30	
12,600	-1,062	-0,010	7,112E-15	-0,0253	-2,500E-4	-2,385E-16	99,490	5,30	
12,650	-1,063	-0,010	1,480E-14	-0,0254	-2,500E-4	-1,155E-16	99,495	5,30	
12,700	-1,063	-0,010	7,390E-15	-0,0254	-2,500E-4	2,315E-16	99,451	5,30	
12,750	-1,063	-0,010	0,017	-0,0254	-2,500E-4	4,167E-4	99,497	5,30	
12,800	-1,065	-0,010	0,035	-0,0254	-2,500E-4	8,333E-4	99,486	5,30	
12,850	-1,065	-0,005	0,017	-0,0254	-1,250E-4	4,167E-4	99,471	5,30	
12,900	-1,065	-0,005	-0,017	-0,0254	-1,250E-4	-4,167E-4	99,462	5,30	
12,950	-1,065	-0,010	-0,035	-0,0254	-2,500E-4	-8,333E-4	99,464	5,30	
13,000	-1,067	-0,010	-0,017	-0,0255	-2,500E-4	-4,167E-4	99,473	5,30	68,6
13,050	-1,067	-0,010	7,407E-15	-0,0255	-2,500E-4	-1,155E-16	99,510	5,29	
13,100	-1,067	-0,010	0,017	-0,0255	-2,500E-4	4,167E-4	99,460	5,30	
13,150	-1,068	-0,010	0,035	-0,0255	-2,500E-4	8,333E-4	99,436	5,29	
13,200	-1,068	-0,005	0,017	-0,0255	-1,250E-4	4,167E-4	99,488	5,29	
13,250	-1,068	-0,005	-0,017	-0,0255	-1,250E-4	-4,167E-4	99,446	5,30	
13,300	-1,068	-0,010	-0,017	-0,0255	-2,500E-4	-4,167E-4	99,486	5,30	
13,350	-1,070	-0,010	0,035	-0,0255	-2,500E-4	8,333E-4	99,457	5,30	
13,400	-1,070	-0,005	0,052	-0,0255	-1,250E-4	0,001	99,488	5,29	
13,450	-1,070	0,000	-7,546E-15	-0,0255	0,000	-2,350E-16	99,479	5,29	
13,500	-1,070	-0,005	-0,052	-0,0255	-1,250E-4	-0,001	99,488	5,29	68,6
13,550	-1,070	-0,010	-0,035	-0,0255	-2,500E-4	-8,333E-4	99,473	5,29	
13,600	-1,071	-0,010	0,035	-0,0256	-2,500E-4	8,333E-4	99,451	5,30	
13,650	-1,071	-0,005	0,052	-0,0256	-1,250E-4	0,001	99,453	5,30	
13,700	-1,071	0,000	7,251E-15	-0,0256	0,000	-3,795E-18	99,449	5,30	
13,750	-1,071	-0,005	-0,052	-0,0256	-1,250E-4	-0,001	99,475	5,29	
13,800	-1,071	-0,010	-0,035	-0,0256	-2,500E-4	-8,333E-4	99,486	5,29	
13,850	-1,073	-0,010	0,035	-0,0256	-2,500E-4	8,333E-4	99,499	5,29	
13,900	-1,073	-0,005	0,052	-0,0256	-1,250E-4	0,001	99,503	5,29	
13,950	-1,073	0,000	7,251E-15	-0,0256	0,000	-3,795E-18	99,481	5,29	
14,000	-1,073	-0,005	-0,052	-0,0256	-1,250E-4	-0,001	99,488	5,29	68,5
14,050	-1,073	-0,010	-0,035	-0,0256	-2,500E-4	-8,333E-4	99,453	5,29	
14,100	-1,074	-0,010	0,035	-0,0256	-2,500E-4	8,333E-4	99,479	5,29	
14,150	-1,074	-0,005	0,070	-0,0256	-1,250E-4	0,002	99,475	5,29	
14,200	-1,074	0,000	0,035	-0,0256	0,000	8,333E-4	99,512	5,28	
14,250	-1,074	0,000	-0,035	-0,0256	0,000	-8,333E-4	99,477	5,28	
14,300	-1,074	-0,005	-0,070	-0,0256	-1,250E-4	-0,002	99,462	5,29	
14,350	-1,074	-0,010	-0,035	-0,0256	-2,500E-4	-8,333E-4	99,492	5,28	
14,400	-1,076	-0,010	0,035	-0,0257	-2,500E-4	8,333E-4	99,466	5,28	
14,450	-1,076	-0,005	0,052	-0,0257	-1,250E-4	0,001	99,468	5,29	
14,500	-1,076	0,000	-7,086E-15	-0,0257	0,000	4,700E-16	99,451	5,28	68,5
14,550	-1,076	-0,005	-0,052	-0,0257	-1,250E-4	-0,001	99,486	5,28	
