Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
14,200	-0,154	0,000	0,052	-0,0037	0,000	0,001	99,516	6,34	
14,250	-0,154	0,000	0,017	-0,0037	0,000	4,167E-4	99,556	6,34	
14,300	-0,154	0,000	-0,017	-0,0037	0,000	-4,167E-4	99,495	6,33	
14,350	-0,154	0,000	-0,052	-0,0037	0,000	-0,001	99,519	6,33	
14,400	-0,154	-0,005	-0,070	-0,0037	-1,250E-4	-0,002	99,503	6,33	
14,450	-0,154	-0,010	-0,035	-0,0037	-2,500E-4	-8,333E-4	99,514	6,34	
14,500	-0,156	-0,010	0,035	-0,0037	-2,500E-4	8,333E-4	99,532	6,34	75,0
14,550	-0,156	-0,005	0,070	-0,0037	-1,250E-4	0,002	99,490	6,34	
14,600	-0,156	0,000	0,035	-0,0037	0,000	8,333E-4	99,501	6,34	
14,650	-0,156	0,000	-0,035	-0,0037	0,000	-8,333E-4	99,508	6,34	
14,700	-0,156	-0,005	-0,070	-0,0037	-1,250E-4	-0,002	99,512	6,34	
14,750	-0,156	-0,010	-0,035	-0,0037	-2,500E-4	-8,333E-4	99,527	6,34	
14,800	-0,157	-0,010	0,035	-0,0038	-2,500E-4	8,333E-4	99,505	6,34	
14,850	-0,157	-0,005	0,070	-0,0038	-1,250E-4	0,002	99,527	6,33	
14,900	-0,157	0,000	0,052	-0,0038	0,000	0,001	99,484	6,34	
14,950	-0,157	0,000	0,017	-0,0038	0,000	4,167E-4	99,527	6,34	
15,000	-0,157	0,000	0,000	-0,0038	0,000	0,000	99,536	6,34	75,0
15,050	-0,157	0,000	-0,017	-0,0038	0,000	-4,167E-4	99,497	6,33	
15,100	-0,157	0,000	-0,052	-0,0038	0,000	-0,001	99,516	6,33	
15,150	-0,157	-0,005	-0,070	-0,0038	-1,250E-4	-0,002	99,549	6,33	
15,200	-0,157	-0,010	-0,035	-0,0038	-2,500E-4	-8,333E-4	99,508	6,34	
15,250	-0,159	-0,010	0,035	-0,0038	-2,500E-4	8,333E-4	99,505	6,34	
15,300	-0,159	-0,005	0,070	-0,0038	-1,250E-4	0,002	99,492	6,34	
15,350	-0,159	0,000	0,052	-0,0038	0,000	0,001	99,525	6,34	
15,400	-0,159	0,000	0,017	-0,0038	0,000	4,167E-4	99,516	6,34	
15,450	-0,159	0,000	0,000	-0,0038	0,000	0,000	99,523	6,34	
15,500	-0,159	0,000	-0,017	-0,0038	0,000	-4,167E-4	99,558	6,33	75,0
15,550	-0,159	0,000	-0,052	-0,0038	0,000	-0,001	99,514	6,34	
15,600	-0,159	-0,005	-0,070	-0,0038	-1,250E-4	-0,002	99,512	6,33	
15,650	-0,159	-0,010	-0,035	-0,0038	-2,500E-4	-8,333E-4	99,501	6,33	
15,700	-0,160	-0,010	0,035	-0,0038	-2,500E-4	8,333E-4	99,543	6,34	
15,750	-0,160	-0,005	0,070	-0,0038	-1,250E-4	0,002	99,510	6,33	
15,800	-0,160	0,000	0,052	-0,0038	0,000	0,001	99,516	6,34	
15,850	-0,160	0,000	0,017	-0,0038	0,000	4,167E-4	99,505	6,34	
15,900	-0,160	0,000	0,000	-0,0038	0,000	0,000	99,519	6,33	
15,950	-0,160	0,000	-0,017	-0,0038	0,000	-4,167E-4	99,523	6,34	
16,000	-0,160	0,000	-0,052	-0,0038	0,000	-0,001	99,525	6,34	75,0
16,050	-0,160	-0,005	-0,070	-0,0038	-1,250E-4	-0,002	99,534	6,35	
16,100	-0,160	-0,010	-0,035	-0,0038	-2,500E-4	-8,333E-4	99,505	6,34	
16,150	-0,162	-0,010	0,035	-0,0039	-2,500E-4	8,333E-4	99,525	6,34	
16,200	-0,162	-0,005	0,070	-0,0039	-1,250E-4	0,002	99,527	6,34	
16,250	-0,162	0,000	0,052	-0,0039	0,000	0,001	99,538	6,34	
16,300	-0,162	0,000	0,017	-0,0039	0,000	4,167E-4	99,516	6,34	
16,350	-0,162	0,000	0,000	-0,0039	0,000	0,000	99,521	6,34	
16,400	-0,162	0,000	0,000	-0,0039	0,000	0,000	99,519	6,34	
16,450	-0,162	0,000	-0,017	-0,0039	0,000	-4,167E-4	99,508	6,34	
16,500	-0,162	0,000	-0,070	-0,0039	0,000	-0,002	99,538	6,34	75,0
16,550	-0,162	-0,005	-0,122	-0,0039	-1,250E-4	-0,003	99,514	6,33	
16,600	-0,162	-0,016	-0,105	-0,0039	-3,750E-4	-0,002	99,499	6,34	
16,650	-0,163	-0,021	-0,017	-0,0039	-5,000E-4	-4,167E-4	99,538	6,34	
16,700	-0,165	-0,016	0,052	-0,0039	-3,750E-4	0,001	99,562	6,34	
16,750	-0,165	-0,010	0,035	-0,0039	-2,500E-4	8,333E-4	99,532	6,35	
16,800	-0,165	-0,010	-0,105	-0,0039	-2,500E-4	-0,003	99,508	6,33	
16,850	-0,167	-0,016	-0,332	-0,0040	-3,750E-4	-0,008	99,538	6,34	
16,900	-0,167	-0,042	-0,681	-0,0040	-0,001	-0,016	99,514	6,34	
16,950	-0,168	-0,079	-1,222	-0,0040	-0,002	-0,029	99,591	6,34	
17,000	-0,176	-0,152	-2,164	-0,0042	-0,004	-0,052	99,641	6,34	75,0
17,050	-0,181	-0,272	-3,194	-0,0043	-0,006	-0,076	99,693	6,34	
17,100	-0,199	-0,497	-3,019	-0,0048	-0,012	-0,072	99,929	6,34	
17,150	-0,226	-0,691	-1,100	-0,0054	-0,017	-0,026	100,279	6,34	
17,200	-0,280	-0,639	1,309	-0,0067	-0,015	0,031	101,040	6,35	
17,250	-0,308	-0,461	2,356	-0,0074	-0,011	0,056	101,335	6,34	
17,300	-0,309	-0,335	2,077	-0,0074	-0,008	0,050	101,374	6,35	
17,350	-0,335	-0,288	1,885	-0,0080	-0,007	0,045	101,724	6,34	
17,400	-0,353	-0,188	1,972	-0,0084	-0,005	0,047	101,984	6,35	
17,450	-0,350	-0,042	1,623	-0,0084	-0,001	0,039	101,979	6,35	
17,500	-0,350	0,010	0,768	-0,0084	2,500E-4	0,018	101,894	6,34	75,0
17,550	-0,350	0,000	0,105	-0,0084	0,000	0,003	101,870	6,33	
17,600	-0,350	0,000	-0,070	-0,0084	0,000	-0,002	101,855	6,34	
17,650	-0,350	0,000	-0,122	-0,0084	0,000	-0,003	101,818	6,34	
17,700	-0,350	-0,010	-0,192	-0,0084	-2,500E-4	-0,005	101,809	6,34	
17,750	-0,350	-0,026	-0,157	-0,0084	-6,250E-4	-0,004	101,792	6,34	
17,800	-0,353	-0,031	-0,035	-0,0084	-7,500E-4	-8,333E-4	101,796	6,34	
17,850	-0,355	-0,026	0,035	-0,0085	-6,250E-4	8,333E-4	101,816	6,34	
17,900	-0,355	-0,021	-1,839E-15	-0,0085	-5,000E-4	-4,445E-17	101,781	6,35	
17,950	-0,357	-0,026	-0,052	-0,0085	-6,250E-4	-0,001	101,796	6,34	
18,000	-0,358	-0,031	-0,052	-0,0086	-7,500E-4	-0,001	101,811	6,35	75,0
18,050	-0,360	-0,031	0,000	-0,0086	-7,500E-4	5,963E-17	101,822	6,35	
18,100	-0,361	-0,031	0,052	-0,0086	-7,500E-4	0,001	101,813	6,34	
18,150	-0,363	-0,026	0,070	-0,0087	-6,250E-4	0,002	101,770	6,34	
18,200	-0,364	-0,021	0,035	-0,0087	-5,000E-4	8,333E-4	101,809	6,34	
18,250	-0,364	-0,021	-0,035	-0,0087	-5,000E-4	-8,333E-4	101,774	6,34	
18,300	-0,366	-0,026	-0,052	-0,0087	-6,250E-4	-0,001	101,781	6,34	
18,350	-0,368	-0,031	-5,274E-15	-0,0088	-7,500E-4	7,915E-17	101,783	6,34	
18,400	-0,369	-0,026	0,052	-0,0088	-6,250E-4	0,001	101,816	6,34	
18,450	-0,371	-0,021	0,035	-0,0089	-5,000E-4	8,333E-4	101,776	6,34	
18,500	-0,371	-0,021	-0,017	-0,0089	-5,000E-4	-4,167E-4	101,789	6,34	75,0
18,550	-0,372	-0,026	-0,017	-0,0089	-6,250E-4	-4,167E-4	101,796	6,34	
18,600	-0,374	-0,026	0,017	-0,0089	-6,250E-4	4,167E-4	101,802	6,34	
18,650	-0,375	-0,021	0,035	-0,0090	-5,000E-4	8,333E-4	101,800	6,35	
18,700	-0,375	-0,021	0,017	-0,0090	-5,000E-4	4,167E-4	101,805	6,34	
18,750	-0,377	-0,021	1,249E-15	-0,0090	-5,000E-4	3,036E-17	101,787	6,34	
18,800	-0,379	-0,021	0,000	-0,0090	-5,000E-4	0,000	101,805	6,34	
18,850	-0,379	-0,021	-1,249E-15	-0,0090	-5,000E-4	-3,036E-17	101,789	6,35	
18,900	-0,380	-0,021	0,017	-0,0091	-5,000E-4	4,167E-4	101,750	6,35	
18,950	-0,382	-0,021	0,035	-0,0091	-5,000E-4	8,333E-4	101,798	6,34	
19,000	-0,382	-0,016	0,017	-0,0091	-3,750E-4	4,167E-4	101,785	6,34	75,0
19,050	-0,383	-0,016	-0,017	-0,0091	-3,750E-4	-4,167E-4	101,824	6,35	
19,100	-0,383	-0,021	-0,035	-0,0091	-5,000E-4	-8,333E-4	101,765	6,34	
19,150	-0,385	-0,021	-2,151E-15	-0,0092	-5,000E-4	-1,100E-16	101,778	6,35	
19,200	-0,386	-0,021	0,035	-0,0092	-5,000E-4	8,333E-4	101,781	6,34	
19,250	-0,386	-0,016	0,035	-0,0092	-3,750E-4	8,333E-4	101,811	6,34	
19,300	-0,388	-0,016	0,017	-0,0093	-3,750E-4	4,167E-4	101,842	6,34	
19,350	-0,388	-0,016	-0,017	-0,0093	-3,750E-4	-4,167E-4	101,761	6,34	
19,400	-0,390	-0,016	-0,035	-0,0093	-3,750E-4	-8,333E-4	101,794	6,35	
19,450	-0,390	-0,021	-0,035	-0,0093	-5,000E-4	-8,333E-4	101,802	6,34	
19,500	-0,391	-0,021	9,368E-16	-0,0093	-5,000E-4	-3,632E-17	101,761	6,35	75,0
19,550	-0,393	-0,021	0,035	-0,0094	-5,000E-4	8,333E-4	101,798	6,35	
19,600	-0,393	-0,016	0,035	-0,0094	-3,750E-4	8,333E-4	101,763	6,35	
19,650	-0,394	-0,016	0,017	-0,0094	-3,750E-4	4,167E-4	101,763	6,34	
19,700	-0,394	-0,016	-9,368E-16	-0,0094	-3,750E-4	9,324E-17	101,820	6,34	
19,750	-0,396	-0,016	-2,776E-15	-0,0094	-3,750E-4	-9,324E-17	101,789	6,35	
19,800	-0,396	-0,016	-2,776E-15	-0,0094	-3,750E-4	-9,324E-17	101,800	6,35	
19,850	-0,397	-0,016	0,000	-0,0095	-3,750E-4	1,160E-16	101,774	6,35	
19,900	-0,397	-0,016	-9,021E-16	-0,0095	-3,750E-4	9,324E-17	101,772	6,34	
19,950	-0,399	-0,016	2,776E-15	-0,0095	-3,750E-4	-1,382E-16	101,776	6,35	
20,000	-0,399	-0,016	4,614E-15	-0,0095	-3,750E-4	-9,324E-17	101,785	6,34	75,0
20,050	-0,401	-0,016	9,368E-16	-0,0096	-3,750E-4	1,382E-16	101,833	6,35	
20,100	-0,401	-0,016	0,000	-0,0096	-3,750E-4	1,160E-16	101,783	6,35	
20,150	-0,402	-0,016	-4,614E-15	-0,0096	-3,750E-4	-1,382E-16	101,807	6,35	
20,200	-0,402	-0,016	-4,614E-15	-0,0096	-3,750E-4	-1,382E-16	101,783	6,34	
20,250	-0,404	-0,016	9,021E-16	-0,0096	-3,750E-4	1,382E-16	101,767	6,35	
20,300	-0,404	-0,016	9,021E-16	-0,0096	-3,750E-4	1,382E-16	101,798	6,35	
20,350	-0,405	-0,016	3,712E-15	-0,0097	-3,750E-4	-1,160E-16	101,778	6,34	
20,400	-0,405	-0,016	2,776E-15	-0,0097	-3,750E-4	-1,382E-16	101,822	6,35	
20,450	-0,407	-0,016	-9,368E-16	-0,0097	-3,750E-4	9,324E-17	101,767	6,34	
20,500	-0,407	-0,016	9,368E-16	-0,0097	-3,750E-4	1,382E-16	101,800	6,35	75,0
20,550	-0,408	-0,016	-2,776E-15	-0,0097	-3,750E-4	-9,324E-17	101,796	6,35	
20,600	-0,408	-0,016	-3,712E-15	-0,0097	-3,750E-4	-1,160E-16	101,811	6,35	
20,650	-0,410	-0,016	0,017	-0,0098	-3,750E-4	4,167E-4	101,792	6,35	
20,700	-0,410	-0,016	0,035	-0,0098	-3,750E-4	8,333E-4	101,778	6,35	
20,750	-0,412	-0,010	0,035	-0,0098	-2,500E-4	8,333E-4	101,809	6,35	
20,800	-0,412	-0,010	-3,105E-15	-0,0098	-2,500E-4	-1,588E-16	101,796	6,35	
20,850	-0,412	-0,010	-0,035	-0,0098	-2,500E-4	-8,333E-4	101,774	6,34	
20,900	-0,413	-0,016	-0,035	-0,0099	-3,750E-4	-8,333E-4	101,757	6,35	
20,950	-0,413	-0,016	-0,017	-0,0099	-3,750E-4	-4,167E-4	101,778	6,35	
21,000	-0,415	-0,016	-2,776E-15	-0,0099	-3,750E-4	-9,324E-17	101,772	6,35	74,9
21,050	-0,415	-0,016	-2,776E-15	-0,0099	-3,750E-4	-9,324E-17	101,796	6,36	
21,100	-0,416	-0,016	0,017	-0,0099	-3,750E-4	4,167E-4	101,767	6,35	
21,150	-0,416	-0,016	0,035	-0,0099	-3,750E-4	8,333E-4	101,785	6,35	
21,200	-0,418	-0,010	0,035	-0,0100	-2,500E-4	8,333E-4	101,787	6,35	
21,250	-0,418	-0,010	-2,776E-15	-0,0100	-2,500E-4	-1,512E-16	101,800	6,35	
21,300	-0,418	-0,010	-0,035	-0,0100	-2,500E-4	-8,333E-4	101,789	6,36	
21,350	-0,419	-0,016	-0,017	-0,0100	-3,750E-4	-4,167E-4	101,787	6,35	
21,400	-0,419	-0,016	0,035	-0,0100	-3,750E-4	8,333E-4	101,776	6,35	
21,450	-0,421	-0,010	0,070	-0,0100	-2,500E-4	0,002	101,754	6,35	
21,500	-0,421	-0,005	0,035	-0,0100	-1,250E-4	8,333E-4	101,789	6,35	74,9
21,550	-0,421	-0,005	-0,035	-0,0100	-1,250E-4	-8,333E-4	101,792	6,35	
21,600	-0,421	-0,010	-0,070	-0,0100	-2,500E-4	-0,002	101,781	6,35	
21,650	-0,423	-0,016	-0,035	-0,0101	-3,750E-4	-8,333E-4	101,833	6,35	
21,700	-0,423	-0,016	0,017	-0,0101	-3,750E-4	4,167E-4	101,800	6,35	
21,750	-0,424	-0,010	0,035	-0,0101	-2,500E-4	8,333E-4	101,800	6,35	
21,800	-0,424	-0,010	0,017	-0,0101	-2,500E-4	4,167E-4	101,785	6,35	
21,850	-0,424	-0,010	0,000	-0,0101	-2,500E-4	-5,800E-17	101,774	6,35	
21,900	-0,426	-0,010	6,783E-15	-0,0102	-2,500E-4	4,283E-17	101,778	6,36	
21,950	-0,426	-0,010	-0,017	-0,0102	-2,500E-4	-4,167E-4	101,785	6,34	
22,000	-0,426	-0,010	-0,035	-0,0102	-2,500E-4	-8,333E-4	101,792	6,35	74,9
22,050	-0,427	-0,016	-0,017	-0,0102	-3,750E-4	-4,167E-4	101,789	6,35	
22,100	-0,427	-0,016	0,035	-0,0102	-3,750E-4	8,333E-4	101,794	6,34	
22,150	-0,429	-0,010	0,070	-0,0102	-2,500E-4	0,002	101,763	6,36	
22,200	-0,429	-0,005	0,035	-0,0102	-1,250E-4	8,333E-4	101,785	6,35	
22,250	-0,429	-0,005	-0,035	-0,0102	-1,250E-4	-8,333E-4	101,776	6,35	
22,300	-0,429	-0,010	-0,070	-0,0102	-2,500E-4	-0,002	101,767	6,35	
22,350	-0,430	-0,016	-0,035	-0,0103	-3,750E-4	-8,333E-4	101,763	6,35	
22,400	-0,430	-0,016	0,017	-0,0103	-3,750E-4	4,167E-4	101,785	6,35	
22,450	-0,432	-0,010	0,035	-0,0103	-2,500E-4	8,333E-4	101,763	6,35	
22,500	-0,432	-0,010	9,194E-16	-0,0103	-2,500E-4	1,957E-16	101,774	6,35	74,9
22,550	-0,432	-0,010	-0,035	-0,0103	-2,500E-4	-8,333E-4	101,772	6,35	
22,600	-0,434	-0,016	-0,017	-0,0103	-3,750E-4	-4,167E-4	101,807	6,36	
22,650	-0,434	-0,016	0,035	-0,0103	-3,750E-4	8,333E-4	101,789	6,36	
22,700	-0,435	-0,010	0,070	-0,0104	-2,500E-4	0,002	101,767	6,35	
22,750	-0,435	-0,005	0,035	-0,0104	-1,250E-4	8,333E-4	101,798	6,36	
22,800	-0,435	-0,005	-0,017	-0,0104	-1,250E-4	-4,167E-4	101,796	6,35	
22,850	-0,435	-0,010	-0,035	-0,0104	-2,500E-4	-8,333E-4	101,818	6,35	
22,900	-0,437	-0,010	-0,017	-0,0104	-2,500E-4	-4,167E-4	101,820	6,35	
22,950	-0,437	-0,010	-8,032E-15	-0,0104	-2,500E-4	-1,301E-16	101,781	6,35	
23,000	-0,437	-0,010	6,245E-16	-0,0104	-2,500E-4	-4,283E-17	101,822	6,36	74,9
23,050	-0,438	-0,010	8,032E-15	-0,0105	-2,500E-4	7,264E-17	101,781	6,36	
23,100	-0,438	-0,010	0,000	-0,0105	-2,500E-4	1,155E-16	101,807	6,36	
23,150	-0,438	-0,010	-8,032E-15	-0,0105	-2,500E-4	4,283E-17	101,824	6,36	
23,200	-0,440	-0,010	-6,245E-16	-0,0105	-2,500E-4	-7,264E-17	101,778	6,35	
23,250	-0,440	-0,010	8,032E-15	-0,0105	-2,500E-4	-1,008E-16	101,800	6,36	
23,300	-0,440	-0,010	6,245E-16	-0,0105	-2,500E-4	-4,283E-17	101,776	6,36	
23,350	-0,441	-0,010	-7,407E-15	-0,0105	-2,500E-4	5,800E-17	101,796	6,36	
23,400	-0,441	-0,010	-6,245E-16	-0,0105	-2,500E-4	1,008E-16	101,763	6,35	
23,450	-0,441	-0,010	6,783E-15	-0,0105	-2,500E-4	4,283E-17	101,783	6,36	
23,500	-0,443	-0,010	6,245E-16	-0,0106	-2,500E-4	-4,283E-17	101,805	6,36	74,8
23,550	-0,443	-0,010	-6,783E-15	-0,0106	-2,500E-4	-1,008E-16	101,813	6,35	
23,600	-0,443	-0,010	0,000	-0,0106	-2,500E-4	-5,800E-17	101,761	6,36	
23,650	-0,445	-0,010	6,783E-15	-0,0106	-2,500E-4	4,283E-17	101,761	6,36	
23,700	-0,445	-0,010	-6,245E-16	-0,0106	-2,500E-4	1,008E-16	101,813	6,35	
23,750	-0,445	-0,010	-6,783E-15	-0,0106	-2,500E-4	7,264E-17	101,794	6,36	
23,800	-0,446	-0,010	6,245E-16	-0,0106	-2,500E-4	-4,283E-17	101,794	6,35	
23,850	-0,446	-0,010	7,407E-15	-0,0106	-2,500E-4	-1,155E-16	101,767	6,36	
23,900	-0,446	-0,010	0,017	-0,0106	-2,500E-4	4,167E-4	101,787	6,35	
23,950	-0,448	-0,010	0,035	-0,0107	-2,500E-4	8,333E-4	101,800	6,36	
24,000	-0,448	-0,005	0,017	-0,0107	-1,250E-4	4,167E-4	101,792	6,35	74,8
24,050	-0,448	-0,005	-0,017	-0,0107	-1,250E-4	-4,167E-4	101,796	6,36	
24,100	-0,448	-0,010	-0,017	-0,0107	-2,500E-4	-4,167E-4	101,772	6,35	
24,150	-0,449	-0,010	0,017	-0,0107	-2,500E-4	4,167E-4	101,776	6,36	
24,200	-0,449	-0,005	0,017	-0,0107	-1,250E-4	4,167E-4	101,800	6,36	
24,250	-0,449	-0,005	-0,017	-0,0107	-1,250E-4	-4,167E-4	101,785	6,36	
24,300	-0,449	-0,010	-0,035	-0,0107	-2,500E-4	-8,333E-4	101,792	6,36	
24,350	-0,451	-0,010	-0,017	-0,0108	-2,500E-4	-4,167E-4	101,781	6,36	
24,400	-0,451	-0,010	-6,245E-16	-0,0108	-2,500E-4	1,008E-16	101,774	6,36	
24,450	-0,451	-0,010	-8,032E-15	-0,0108	-2,500E-4	4,283E-17	101,789	6,36	
24,500	-0,452	-0,010	6,245E-16	-0,0108	-2,500E-4	-4,283E-17	101,741	6,36	74,8
24,550	-0,452	-0,010	8,032E-15	-0,0108	-2,500E-4	-1,008E-16	101,767	6,36	
24,600	-0,452	-0,010	0,017	-0,0108	-2,500E-4	4,167E-4	101,776	6,36	
24,650	-0,454	-0,010	0,035	-0,0108	-2,500E-4	8,333E-4	101,774	6,36	
24,700	-0,454	-0,005	0,017	-0,0108	-1,250E-4	4,167E-4	101,807	6,36	
24,750	-0,454	-0,005	-0,017	-0,0108	-1,250E-4	-4,167E-4	101,802	6,36	
24,800	-0,454	-0,010	-0,017	-0,0108	-2,500E-4	-4,167E-4	101,767	6,36	
24,850	-0,456	-0,010	0,017	-0,0109	-2,500E-4	4,167E-4	101,778	6,36	
24,900	-0,456	-0,005	0,017	-0,0109	-1,250E-4	4,167E-4	101,789	6,36	
24,950	-0,456	-0,005	-0,017	-0,0109	-1,250E-4	-4,167E-4	101,809	6,36	
25,000	-0,456	-0,010	-0,035	-0,0109	-2,500E-4	-8,333E-4	101,763	6,36	74,8
25,050	-0,457	-0,010	-0,017	-0,0109	-2,500E-4	-4,167E-4	101,733	6,36	
25,100	-0,457	-0,010	0,000	-0,0109	-2,500E-4	1,155E-16	101,781	6,36	
25,150	-0,457	-0,010	0,017	-0,0109	-2,500E-4	4,167E-4	101,794	6,36	
25,200	-0,459	-0,010	0,035	-0,0109	-2,500E-4	8,333E-4	101,770	6,36	
25,250	-0,459	-0,005	0,017	-0,0109	-1,250E-4	4,167E-4	101,792	6,36	
25,300	-0,459	-0,005	-0,017	-0,0109	-1,250E-4	-4,167E-4	101,809	6,37	
25,350	-0,459	-0,010	-0,035	-0,0109	-2,500E-4	-8,333E-4	101,781	6,36	
25,400	-0,460	-0,010	-0,017	-0,0110	-2,500E-4	-4,167E-4	101,794	6,36	
25,450	-0,460	-0,010	-6,245E-16	-0,0110	-2,500E-4	1,008E-16	101,820	6,36	
25,500	-0,460	-0,010	0,017	-0,0110	-2,500E-4	4,167E-4	101,776	6,36	74,8
25,550	-0,462	-0,010	0,052	-0,0110	-2,500E-4	0,001	101,805	6,36	
25,600	-0,462	-0,005	0,052	-0,0110	-1,250E-4	0,001	101,800	6,36	
25,650	-0,462	0,000	-1,141E-14	-0,0110	0,000	-7,589E-18	101,807	6,36	
25,700	-0,462	-0,005	-0,070	-0,0110	-1,250E-4	-0,002	101,787	6,36	
25,750	-0,462	-0,010	-0,087	-0,0110	-2,500E-4	-0,002	101,770	6,36	
25,800	-0,463	-0,016	-0,035	-0,0111	-3,750E-4	-8,333E-4	101,798	6,36	
25,850	-0,463	-0,016	0,035	-0,0111	-3,750E-4	8,333E-4	101,792	6,37	
25,900	-0,465	-0,010	0,070	-0,0111	-2,500E-4	0,002	101,774	6,36	
25,950	-0,465	-0,005	0,035	-0,0111	-1,250E-4	8,333E-4	101,798	6,36	
26,000	-0,465	-0,005	-0,017	-0,0111	-1,250E-4	-4,167E-4	101,792	6,35	74,8
26,050	-0,465	-0,010	-0,017	-0,0111	-2,500E-4	-4,167E-4	101,802	6,37	
26,100	-0,467	-0,010	0,017	-0,0111	-2,500E-4	4,167E-4	101,802	6,36	
26,150	-0,467	-0,005	0,017	-0,0111	-1,250E-4	4,167E-4	101,796	6,36	
26,200	-0,467	-0,005	-0,017	-0,0111	-1,250E-4	-4,167E-4	101,802	6,37	
26,250	-0,467	-0,010	-0,017	-0,0111	-2,500E-4	-4,167E-4	101,805	6,36	
26,300	-0,468	-0,010	0,017	-0,0112	-2,500E-4	4,167E-4	101,763	6,37	
26,350	-0,468	-0,005	0,017	-0,0112	-1,250E-4	4,167E-4	101,802	6,37	
26,400	-0,468	-0,005	-0,017	-0,0112	-1,250E-4	-4,167E-4	101,802	6,36	
26,450	-0,468	-0,010	-0,017	-0,0112	-2,500E-4	-4,167E-4	101,785	6,36	
26,500	-0,470	-0,010	0,017	-0,0112	-2,500E-4	4,167E-4	101,818	6,36	74,8
26,550	-0,470	-0,005	0,017	-0,0112	-1,250E-4	4,167E-4	101,774	6,37	
26,600	-0,470	-0,005	-0,017	-0,0112	-1,250E-4	-4,167E-4	101,789	6,37	
26,650	-0,470	-0,010	-0,017	-0,0112	-2,500E-4	-4,167E-4	101,761	6,36	
26,700	-0,471	-0,010	0,017	-0,0112	-2,500E-4	4,167E-4	101,796	6,37	
26,750	-0,471	-0,005	0,017	-0,0112	-1,250E-4	4,167E-4	101,789	6,37	
26,800	-0,471	-0,005	-0,017	-0,0112	-1,250E-4	-4,167E-4	101,807	6,37	
26,850	-0,471	-0,010	-0,035	-0,0112	-2,500E-4	-8,333E-4	101,794	6,37	
26,900	-0,473	-0,010	-0,017	-0,0113	-2,500E-4	-4,167E-4	101,761	6,37	
26,950	-0,473	-0,010	-6,245E-16	-0,0113	-2,500E-4	1,008E-16	101,774	6,37	
27,000	-0,473	-0,010	8,032E-15	-0,0113	-2,500E-4	7,264E-17	101,765	6,36	74,8
27,050	-0,474	-0,010	6,245E-16	-0,0113	-2,500E-4	-4,283E-17	101,809	6,36	
27,100	-0,474	-0,010	-7,407E-15	-0,0113	-2,500E-4	-1,155E-16	101,770	6,37	
27,150	-0,474	-0,010	0,017	-0,0113	-2,500E-4	4,167E-4	101,785	6,36	
27,200	-0,476	-0,010	0,052	-0,0114	-2,500E-4	0,001	101,796	6,37	
27,250	-0,476	-0,005	0,070	-0,0114	-1,250E-4	0,002	101,802	6,37	
27,300	-0,476	0,000	0,035	-0,0114	0,000	8,333E-4	101,783	6,37	
27,350	-0,476	0,000	-0,035	-0,0114	0,000	-8,333E-4	101,785	6,36	
27,400	-0,476	-0,005	-0,070	-0,0114	-1,250E-4	-0,002	101,778	6,37	
27,450	-0,476	-0,010	-0,035	-0,0114	-2,500E-4	-8,333E-4	101,809	6,36	
27,500	-0,478	-0,010	0,035	-0,0114	-2,500E-4	8,333E-4	101,807	6,37	74,8
27,550	-0,478	-0,005	0,052	-0,0114	-1,250E-4	0,001	101,778	6,37	
27,600	-0,478	0,000	1,110E-14	-0,0114	0,000	0,000	101,770	6,37	
27,650	-0,478	-0,005	-0,052	-0,0114	-1,250E-4	-0,001	101,781	6,37	
27,700	-0,478	-0,010	-0,035	-0,0114	-2,500E-4	-8,333E-4	101,798	6,37	
27,750	-0,479	-0,010	0,017	-0,0114	-2,500E-4	4,167E-4	101,776	6,37	
27,800	-0,479	-0,005	0,017	-0,0114	-1,250E-4	4,167E-4	101,767	6,36	
27,850	-0,479	-0,005	-0,017	-0,0114	-1,250E-4	-4,167E-4	101,765	6,36	
27,900	-0,479	-0,010	-0,017	-0,0114	-2,500E-4	-4,167E-4	101,778	6,36	
27,950	-0,481	-0,010	0,035	-0,0115	-2,500E-4	8,333E-4	101,770	6,36	
28,000	-0,481	-0,005	0,070	-0,0115	-1,250E-4	0,002	101,822	6,36	74,8
28,050	-0,481	0,000	0,052	-0,0115	0,000	0,001	101,772	6,36	
28,100	-0,481	0,000	0,017	-0,0115	0,000	4,167E-4	101,796	6,36	
28,150	-0,481	0,000	0,000	-0,0115	0,000	0,000	101,754	6,35	
28,200	-0,481	0,000	0,000	-0,0115	0,000	0,000	101,822	6,36	
28,250	-0,481	0,000	0,000	-0,0115	0,000	0,000	101,794	6,36	
28,300	-0,481	0,000	0,000	-0,0115	0,000	0,000	101,776	6,36	
28,350	-0,481	0,000	0,000	-0,0115	0,000	0,000	101,792	6,35	
28,400	-0,481	0,000	-0,017	-0,0115	0,000	-4,167E-4	101,809	6,35	
28,450	-0,481	0,000	-0,052	-0,0115	0,000	-0,001	101,796	6,36	
28,500	-0,481	-0,005	-0,070	-0,0115	-1,250E-4	-0,002	101,802	6,35	74,8
