Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
2,450	-0,066	-0,016	0,000	-0,0016	-3,750E-4	-7,047E-18	99,514	6,43	
2,500	-0,068	-0,016	0,017	-0,0016	-3,750E-4	4,167E-4	99,534	6,43	75,2
2,550	-0,068	-0,016	0,035	-0,0016	-3,750E-4	8,333E-4	99,501	6,43	
2,600	-0,069	-0,010	0,035	-0,0016	-2,500E-4	8,333E-4	99,501	6,42	
2,650	-0,069	-0,010	-1,214E-16	-0,0016	-2,500E-4	-2,711E-18	99,516	6,43	
2,700	-0,069	-0,010	-0,035	-0,0016	-2,500E-4	-8,333E-4	99,523	6,42	
2,750	-0,071	-0,016	-0,017	-0,0017	-3,750E-4	-4,167E-4	99,492	6,42	
2,800	-0,071	-0,016	0,017	-0,0017	-3,750E-4	4,167E-4	99,527	6,41	
2,850	-0,072	-0,010	0,035	-0,0017	-2,500E-4	8,333E-4	99,519	6,42	
2,900	-0,072	-0,010	-1,214E-16	-0,0017	-2,500E-4	-9,758E-18	99,510	6,41	
2,950	-0,072	-0,010	-0,035	-0,0017	-2,500E-4	-8,333E-4	99,530	6,42	
3,000	-0,074	-0,016	-0,017	-0,0018	-3,750E-4	-4,167E-4	99,490	6,42	75,1
3,050	-0,074	-0,016	0,017	-0,0018	-3,750E-4	4,167E-4	99,516	6,41	
3,100	-0,075	-0,010	0,035	-0,0018	-2,500E-4	8,333E-4	99,499	6,41	
3,150	-0,075	-0,010	0,017	-0,0018	-2,500E-4	4,167E-4	99,508	6,41	
3,200	-0,075	-0,010	0,000	-0,0018	-2,500E-4	-2,168E-17	99,545	6,41	
3,250	-0,077	-0,010	6,939E-17	-0,0018	-2,500E-4	-1,247E-17	99,473	6,41	
3,300	-0,077	-0,010	0,000	-0,0018	-2,500E-4	7,047E-18	99,512	6,41	
3,350	-0,077	-0,010	0,000	-0,0018	-2,500E-4	1,409E-17	99,551	6,40	
3,400	-0,079	-0,010	-6,939E-17	-0,0019	-2,500E-4	-1,626E-18	99,499	6,40	
3,450	-0,079	-0,010	0,000	-0,0019	-2,500E-4	-2,168E-17	99,538	6,40	
3,500	-0,079	-0,010	6,939E-17	-0,0019	-2,500E-4	-5,421E-18	99,523	6,40	75,1
3,550	-0,080	-0,010	0,000	-0,0019	-2,500E-4	1,464E-17	99,523	6,40	
3,600	-0,080	-0,010	0,000	-0,0019	-2,500E-4	1,409E-17	99,499	6,40	
3,650	-0,080	-0,010	-6,939E-17	-0,0019	-2,500E-4	1,247E-17	99,490	6,40	
3,700	-0,082	-0,010	0,000	-0,0019	-2,500E-4	0,000	99,486	6,39	
3,750	-0,082	-0,010	-0,017	-0,0019	-2,500E-4	-4,167E-4	99,505	6,39	
3,800	-0,082	-0,010	-0,035	-0,0019	-2,500E-4	-8,333E-4	99,510	6,40	
3,850	-0,083	-0,016	-0,035	-0,0020	-3,750E-4	-8,333E-4	99,503	6,39	
3,900	-0,083	-0,016	-0,017	-0,0020	-3,750E-4	-4,167E-4	99,495	6,39	
3,950	-0,085	-0,016	1,388E-16	-0,0020	-3,750E-4	2,711E-18	99,512	6,39	
4,000	-0,085	-0,016	2,429E-16	-0,0020	-3,750E-4	4,879E-18	99,521	6,38	75,1
4,050	-0,086	-0,016	1,041E-16	-0,0021	-3,750E-4	2,168E-18	99,543	6,38	
4,100	-0,086	-0,016	-2,429E-16	-0,0021	-3,750E-4	-5,421E-18	99,505	6,39	
4,150	-0,088	-0,016	0,017	-0,0021	-3,750E-4	4,167E-4	99,549	6,38	
4,200	-0,088	-0,016	0,035	-0,0021	-3,750E-4	8,333E-4	99,503	6,38	
4,250	-0,090	-0,010	0,035	-0,0021	-2,500E-4	8,333E-4	99,505	6,38	
4,300	-0,090	-0,010	2,429E-16	-0,0021	-2,500E-4	5,421E-18	99,481	6,38	
4,350	-0,090	-0,010	-0,035	-0,0021	-2,500E-4	-8,333E-4	99,495	6,39	
4,400	-0,091	-0,016	-0,035	-0,0022	-3,750E-4	-8,333E-4	99,510	6,37	
4,450	-0,091	-0,016	-0,017	-0,0022	-3,750E-4	-4,167E-4	99,503	6,38	
4,500	-0,093	-0,016	0,017	-0,0022	-3,750E-4	4,167E-4	99,508	6,37	75,1
4,550	-0,093	-0,016	0,035	-0,0022	-3,750E-4	8,333E-4	99,514	6,38	
4,600	-0,094	-0,010	0,035	-0,0023	-2,500E-4	8,333E-4	99,499	6,38	
4,650	-0,094	-0,010	0,000	-0,0023	-2,500E-4	0,000	99,497	6,38	
4,700	-0,094	-0,010	-0,035	-0,0023	-2,500E-4	-8,333E-4	99,573	6,37	
4,750	-0,096	-0,016	-0,017	-0,0023	-3,750E-4	-4,167E-4	99,551	6,37	
4,800	-0,096	-0,016	0,017	-0,0023	-3,750E-4	4,167E-4	99,490	6,38	
4,850	-0,097	-0,010	0,035	-0,0023	-2,500E-4	8,333E-4	99,503	6,38	
4,900	-0,097	-0,010	0,000	-0,0023	-2,500E-4	0,000	99,521	6,38	
4,950	-0,097	-0,010	-0,035	-0,0023	-2,500E-4	-8,333E-4	99,536	6,37	
5,000	-0,099	-0,016	-0,017	-0,0024	-3,750E-4	-4,167E-4	99,497	6,37	75,1
5,050	-0,099	-0,016	0,017	-0,0024	-3,750E-4	4,167E-4	99,514	6,37	
5,100	-0,101	-0,010	0,035	-0,0024	-2,500E-4	8,333E-4	99,490	6,37	
5,150	-0,101	-0,010	0,017	-0,0024	-2,500E-4	4,167E-4	99,510	6,37	
5,200	-0,101	-0,010	1,561E-16	-0,0024	-2,500E-4	3,795E-18	99,514	6,37	
5,250	-0,102	-0,010	1,561E-16	-0,0024	-2,500E-4	3,795E-18	99,492	6,36	
5,300	-0,102	-0,010	-1,561E-16	-0,0024	-2,500E-4	-3,795E-18	99,510	6,36	
5,350	-0,102	-0,010	-1,561E-16	-0,0024	-2,500E-4	-3,795E-18	99,549	6,36	
5,400	-0,104	-0,010	0,000	-0,0025	-2,500E-4	0,000	99,492	6,36	
5,450	-0,104	-0,010	1,561E-16	-0,0025	-2,500E-4	3,795E-18	99,484	6,37	
5,500	-0,104	-0,010	1,561E-16	-0,0025	-2,500E-4	3,795E-18	99,527	6,37	75,1
5,550	-0,105	-0,010	-1,561E-16	-0,0025	-2,500E-4	-3,795E-18	99,514	6,36	
5,600	-0,105	-0,010	-1,561E-16	-0,0025	-2,500E-4	-3,795E-18	99,534	6,37	
5,650	-0,105	-0,010	0,000	-0,0025	-2,500E-4	0,000	99,499	6,35	
5,700	-0,107	-0,010	1,561E-16	-0,0026	-2,500E-4	3,795E-18	99,521	6,36	
5,750	-0,107	-0,010	1,561E-16	-0,0026	-2,500E-4	3,795E-18	99,516	6,36	
5,800	-0,107	-0,010	-1,561E-16	-0,0026	-2,500E-4	-3,795E-18	99,530	6,36	
5,850	-0,108	-0,010	-1,561E-16	-0,0026	-2,500E-4	-3,795E-18	99,516	6,36	
5,900	-0,108	-0,010	0,000	-0,0026	-2,500E-4	-1,464E-17	99,499	6,36	
5,950	-0,108	-0,010	0,017	-0,0026	-2,500E-4	4,167E-4	99,505	6,36	
6,000	-0,110	-0,010	0,035	-0,0026	-2,500E-4	8,333E-4	99,512	6,36	75,1
6,050	-0,110	-0,005	0,017	-0,0026	-1,250E-4	4,167E-4	99,497	6,35	
6,100	-0,110	-0,005	-0,017	-0,0026	-1,250E-4	-4,167E-4	99,516	6,36	
6,150	-0,110	-0,010	-0,035	-0,0026	-2,500E-4	-8,333E-4	99,521	6,36	
6,200	-0,112	-0,010	-0,017	-0,0027	-2,500E-4	-4,167E-4	99,567	6,36	
6,250	-0,112	-0,010	1,561E-16	-0,0027	-2,500E-4	3,795E-18	99,521	6,36	
6,300	-0,112	-0,010	0,017	-0,0027	-2,500E-4	4,167E-4	99,519	6,36	
6,350	-0,113	-0,010	0,035	-0,0027	-2,500E-4	8,333E-4	99,532	6,36	
6,400	-0,113	-0,005	0,017	-0,0027	-1,250E-4	4,167E-4	99,540	6,35	
6,450	-0,113	-0,005	-0,017	-0,0027	-1,250E-4	-4,167E-4	99,490	6,36	
6,500	-0,113	-0,010	-0,017	-0,0027	-2,500E-4	-4,167E-4	99,530	6,36	75,1
6,550	-0,115	-0,010	0,017	-0,0027	-2,500E-4	4,167E-4	99,510	6,36	
6,600	-0,115	-0,005	0,017	-0,0027	-1,250E-4	4,167E-4	99,479	6,35	
6,650	-0,115	-0,005	-0,017	-0,0027	-1,250E-4	-4,167E-4	99,532	6,36	
6,700	-0,115	-0,010	-0,017	-0,0027	-2,500E-4	-4,167E-4	99,519	6,35	
6,750	-0,116	-0,010	0,035	-0,0028	-2,500E-4	8,333E-4	99,505	6,35	
6,800	-0,116	-0,005	0,052	-0,0028	-1,250E-4	0,001	99,505	6,36	
6,850	-0,116	0,000	-7,806E-17	-0,0028	0,000	7,047E-17	99,488	6,35	
6,900	-0,116	-0,005	-0,052	-0,0028	-1,250E-4	-0,001	99,492	6,35	
6,950	-0,116	-0,010	-0,035	-0,0028	-2,500E-4	-8,333E-4	99,551	6,36	
7,000	-0,118	-0,010	0,017	-0,0028	-2,500E-4	4,167E-4	99,516	6,35	75,1
7,050	-0,118	-0,005	0,017	-0,0028	-1,250E-4	4,167E-4	99,492	6,35	
7,100	-0,118	-0,005	-0,017	-0,0028	-1,250E-4	-4,167E-4	99,492	6,36	
7,150	-0,118	-0,010	-0,017	-0,0028	-2,500E-4	-4,167E-4	99,492	6,34	
7,200	-0,119	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,519	6,35	
7,250	-0,119	-0,005	0,052	-0,0029	-1,250E-4	0,001	99,497	6,35	
7,300	-0,119	0,000	-1,475E-16	-0,0029	0,000	-7,589E-17	99,523	6,35	
7,350	-0,119	-0,005	-0,052	-0,0029	-1,250E-4	-0,001	99,505	6,34	
7,400	-0,119	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,556	6,35	
7,450	-0,121	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,510	6,35	
7,500	-0,121	-0,005	0,070	-0,0029	-1,250E-4	0,002	99,499	6,34	75,1
7,550	-0,121	0,000	0,035	-0,0029	0,000	8,333E-4	99,536	6,35	
7,600	-0,121	0,000	-0,035	-0,0029	0,000	-8,333E-4	99,521	6,34	
7,650	-0,121	-0,005	-0,070	-0,0029	-1,250E-4	-0,002	99,499	6,35	
7,700	-0,121	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,481	6,35	
7,750	-0,123	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,514	6,35	
7,800	-0,123	-0,005	0,070	-0,0029	-1,250E-4	0,002	99,503	6,35	
7,850	-0,123	0,000	0,035	-0,0029	0,000	8,333E-4	99,512	6,34	
7,900	-0,123	0,000	-0,035	-0,0029	0,000	-8,333E-4	99,508	6,34	
7,950	-0,123	-0,005	-0,070	-0,0029	-1,250E-4	-0,002	99,503	6,34	
8,000	-0,123	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,510	6,34	75,1
8,050	-0,124	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,505	6,34	
8,100	-0,124	-0,005	0,070	-0,0030	-1,250E-4	0,002	99,501	6,35	
8,150	-0,124	0,000	0,035	-0,0030	0,000	8,333E-4	99,521	6,34	
8,200	-0,124	0,000	-0,035	-0,0030	0,000	-8,333E-4	99,505	6,34	
8,250	-0,124	-0,005	-0,070	-0,0030	-1,250E-4	-0,002	99,471	6,34	
8,300	-0,124	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,503	6,34	
8,350	-0,126	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,497	6,34	
8,400	-0,126	-0,005	0,070	-0,0030	-1,250E-4	0,002	99,497	6,34	
8,450	-0,126	0,000	0,052	-0,0030	0,000	0,001	99,490	6,34	
8,500	-0,126	0,000	1,518E-16	-0,0030	0,000	-2,521E-17	99,497	6,34	75,1
8,550	-0,126	0,000	-0,052	-0,0030	0,000	-0,001	99,484	6,34	
8,600	-0,126	-0,005	-0,070	-0,0030	-1,250E-4	-0,002	99,492	6,34	
8,650	-0,126	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,503	6,34	
8,700	-0,127	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,536	6,34	
8,750	-0,127	-0,005	0,052	-0,0030	-1,250E-4	0,001	99,525	6,34	
8,800	-0,127	0,000	-1,561E-16	-0,0030	0,000	-3,795E-18	99,499	6,33	
8,850	-0,127	-0,005	-0,052	-0,0030	-1,250E-4	-0,001	99,519	6,34	
8,900	-0,127	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,501	6,34	
8,950	-0,129	-0,010	0,035	-0,0031	-2,500E-4	8,333E-4	99,490	6,34	
9,000	-0,129	-0,005	0,052	-0,0031	-1,250E-4	0,001	99,519	6,34	75,1
9,050	-0,129	0,000	-1,561E-16	-0,0031	0,000	6,858E-17	99,508	6,33	
9,100	-0,129	-0,005	-0,052	-0,0031	-1,250E-4	-0,001	99,468	6,33	
9,150	-0,129	-0,010	-0,035	-0,0031	-2,500E-4	-8,333E-4	99,505	6,34	
9,200	-0,130	-0,010	0,035	-0,0031	-2,500E-4	8,333E-4	99,512	6,34	
9,250	-0,130	-0,005	0,070	-0,0031	-1,250E-4	0,002	99,499	6,33	
9,300	-0,130	0,000	0,052	-0,0031	0,000	0,001	99,477	6,33	
9,350	-0,130	0,000	0,017	-0,0031	0,000	4,167E-4	99,540	6,33	
9,400	-0,130	0,000	-0,017	-0,0031	0,000	-4,167E-4	99,532	6,34	
9,450	-0,130	0,000	-0,052	-0,0031	0,000	-0,001	99,554	6,34	
9,500	-0,130	-0,005	-0,070	-0,0031	-1,250E-4	-0,002	99,503	6,34	75,1
9,550	-0,130	-0,010	-0,035	-0,0031	-2,500E-4	-8,333E-4	99,527	6,33	
9,600	-0,132	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,508	6,33	
9,650	-0,132	-0,005	0,052	-0,0032	-1,250E-4	0,001	99,540	6,33	
9,700	-0,132	0,000	-1,561E-16	-0,0032	0,000	-7,617E-17	99,545	6,33	
9,750	-0,132	-0,005	-0,052	-0,0032	-1,250E-4	-0,001	99,464	6,33	
9,800	-0,132	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,510	6,33	
9,850	-0,134	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,501	6,34	
9,900	-0,134	-0,005	0,070	-0,0032	-1,250E-4	0,002	99,519	6,33	
9,950	-0,134	0,000	0,035	-0,0032	0,000	8,333E-4	99,479	6,34	
10,000	-0,134	0,000	-0,035	-0,0032	0,000	-8,333E-4	99,532	6,33	75,1
10,050	-0,134	-0,005	-0,070	-0,0032	-1,250E-4	-0,002	99,523	6,33	
10,100	-0,134	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,530	6,33	
10,150	-0,135	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,521	6,34	
10,200	-0,135	-0,005	0,070	-0,0032	-1,250E-4	0,002	99,488	6,33	
10,250	-0,135	0,000	0,035	-0,0032	0,000	8,333E-4	99,540	6,34	
10,300	-0,135	0,000	-0,035	-0,0032	0,000	-8,333E-4	99,534	6,33	
10,350	-0,135	-0,005	-0,070	-0,0032	-1,250E-4	-0,002	99,516	6,33	
10,400	-0,135	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,510	6,34	
10,450	-0,137	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,527	6,33	
10,500	-0,137	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,505	6,33	75,1
10,550	-0,137	0,000	0,052	-0,0033	0,000	0,001	99,510	6,33	
10,600	-0,137	0,000	-1,518E-16	-0,0033	0,000	-3,727E-18	99,514	6,33	
10,650	-0,137	0,000	-0,052	-0,0033	0,000	-0,001	99,514	6,34	
10,700	-0,137	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,547	6,34	
10,750	-0,137	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,492	6,34	
10,800	-0,138	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,514	6,34	
10,850	-0,138	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,543	6,34	
10,900	-0,138	0,000	0,052	-0,0033	0,000	0,001	99,523	6,33	
10,950	-0,138	0,000	0,017	-0,0033	0,000	4,167E-4	99,505	6,33	
11,000	-0,138	0,000	-0,017	-0,0033	0,000	-4,167E-4	99,488	6,34	75,1
11,050	-0,138	0,000	-0,052	-0,0033	0,000	-0,001	99,497	6,34	
11,100	-0,138	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,488	6,33	
11,150	-0,138	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,540	6,33	
11,200	-0,140	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,532	6,34	
11,250	-0,140	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,534	6,34	
11,300	-0,140	0,000	0,035	-0,0033	0,000	8,333E-4	99,573	6,33	
11,350	-0,140	0,000	-0,035	-0,0033	0,000	-8,333E-4	99,519	6,33	
11,400	-0,140	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,516	6,34	
11,450	-0,140	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,505	6,34	
11,500	-0,141	-0,010	0,035	-0,0034	-2,500E-4	8,333E-4	99,497	6,33	75,1
11,550	-0,141	-0,005	0,070	-0,0034	-1,250E-4	0,002	99,530	6,34	
11,600	-0,141	0,000	0,052	-0,0034	0,000	0,001	99,492	6,34	
11,650	-0,141	0,000	1,518E-16	-0,0034	0,000	3,266E-17	99,514	6,33	
11,700	-0,141	0,000	-0,052	-0,0034	0,000	-0,001	99,492	6,33	
11,750	-0,141	-0,005	-0,070	-0,0034	-1,250E-4	-0,002	99,560	6,34	
11,800	-0,141	-0,010	-0,035	-0,0034	-2,500E-4	-8,333E-4	99,527	6,33	
11,850	-0,143	-0,010	0,035	-0,0034	-2,500E-4	8,333E-4	99,519	6,34	
11,900	-0,143	-0,005	0,070	-0,0034	-1,250E-4	0,002	99,492	6,34	
11,950	-0,143	0,000	0,035	-0,0034	0,000	8,333E-4	99,501	6,34	
12,000	-0,143	0,000	-0,035	-0,0034	0,000	-8,333E-4	99,501	6,34	75,1
12,050	-0,143	-0,005	-0,070	-0,0034	-1,250E-4	-0,002	99,499	6,34	
12,100	-0,143	-0,010	-0,035	-0,0034	-2,500E-4	-8,333E-4	99,503	6,33	
12,150	-0,145	-0,010	0,035	-0,0035	-2,500E-4	8,333E-4	99,525	6,34	
12,200	-0,145	-0,005	0,070	-0,0035	-1,250E-4	0,002	99,492	6,33	
12,250	-0,145	0,000	0,035	-0,0035	0,000	8,333E-4	99,527	6,33	
12,300	-0,145	0,000	-0,035	-0,0035	0,000	-8,333E-4	99,505	6,33	
12,350	-0,145	-0,005	-0,070	-0,0035	-1,250E-4	-0,002	99,530	6,34	
12,400	-0,145	-0,010	-0,035	-0,0035	-2,500E-4	-8,333E-4	99,534	6,33	
12,450	-0,146	-0,010	0,035	-0,0035	-2,500E-4	8,333E-4	99,503	6,33	
12,500	-0,146	-0,005	0,070	-0,0035	-1,250E-4	0,002	99,521	6,34	75,1
12,550	-0,146	0,000	0,035	-0,0035	0,000	8,333E-4	99,540	6,34	
12,600	-0,146	0,000	-0,035	-0,0035	0,000	-8,333E-4	99,527	6,33	
12,650	-0,146	-0,005	-0,070	-0,0035	-1,250E-4	-0,002	99,503	6,34	
12,700	-0,146	-0,010	-0,035	-0,0035	-2,500E-4	-8,333E-4	99,530	6,34	
12,750	-0,148	-0,010	0,035	-0,0035	-2,500E-4	8,333E-4	99,497	6,33	
12,800	-0,148	-0,005	0,070	-0,0035	-1,250E-4	0,002	99,530	6,33	
12,850	-0,148	0,000	0,052	-0,0035	0,000	0,001	99,538	6,33	
12,900	-0,148	0,000	1,518E-16	-0,0035	0,000	3,266E-17	99,499	6,34	
12,950	-0,148	0,000	-0,052	-0,0035	0,000	-0,001	99,484	6,33	
13,000	-0,148	-0,005	-0,070	-0,0035	-1,250E-4	-0,002	99,479	6,33	75,0
13,050	-0,148	-0,010	-0,035	-0,0035	-2,500E-4	-8,333E-4	99,532	6,34	
13,100	-0,149	-0,010	0,035	-0,0036	-2,500E-4	8,333E-4	99,501	6,33	
13,150	-0,149	-0,005	0,052	-0,0036	-1,250E-4	0,001	99,499	6,34	
13,200	-0,149	0,000	-1,561E-16	-0,0036	0,000	-3,795E-18	99,523	6,33	
13,250	-0,149	-0,005	-0,052	-0,0036	-1,250E-4	-0,001	99,492	6,34	
13,300	-0,149	-0,010	-0,035	-0,0036	-2,500E-4	-8,333E-4	99,514	6,33	
13,350	-0,151	-0,010	0,035	-0,0036	-2,500E-4	8,333E-4	99,525	6,34	
13,400	-0,151	-0,005	0,070	-0,0036	-1,250E-4	0,002	99,521	6,33	
13,450	-0,151	0,000	0,052	-0,0036	0,000	0,001	99,510	6,33	
13,500	-0,151	0,000	0,017	-0,0036	0,000	4,167E-4	99,510	6,34	75,0
13,550	-0,151	0,000	-0,017	-0,0036	0,000	-4,167E-4	99,473	6,33	
13,600	-0,151	0,000	-0,052	-0,0036	0,000	-0,001	99,532	6,34	
13,650	-0,151	-0,005	-0,070	-0,0036	-1,250E-4	-0,002	99,501	6,34	
13,700	-0,151	-0,010	-0,035	-0,0036	-2,500E-4	-8,333E-4	99,534	6,33	
13,750	-0,152	-0,010	0,035	-0,0036	-2,500E-4	8,333E-4	99,501	6,33	
13,800	-0,152	-0,005	0,070	-0,0036	-1,250E-4	0,002	99,510	6,33	
13,850	-0,152	0,000	0,052	-0,0036	0,000	0,001	99,527	6,34	
13,900	-0,152	0,000	1,518E-16	-0,0036	0,000	3,659E-18	99,512	6,33	
13,950	-0,152	0,000	-0,052	-0,0036	0,000	-0,001	99,512	6,34	
14,000	-0,152	-0,005	-0,070	-0,0036	-1,250E-4	-0,002	99,508	6,34	75,0
14,050	-0,152	-0,010	-0,035	-0,0036	-2,500E-4	-8,333E-4	99,530	6,34	
14,100	-0,154	-0,010	0,035	-0,0037	-2,500E-4	8,333E-4	99,495	6,34	
14,150	-0,154	-0,005	0,070	-0,0037	-1,250E-4	0,002	99,516	6,34	
