Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
15,300	-0,245	-0,026	-0,349	-0,0058	-6,250E-4	-0,008	101,781	3,99	
15,350	-0,247	-0,052	-0,209	-0,0059	-0,001	-0,005	101,778	3,99	
15,400	-0,251	-0,058	0,070	-0,0060	-0,001	0,002	101,813	4,00	
15,450	-0,254	-0,037	0,209	-0,0061	-8,750E-4	0,005	101,837	3,98	
15,500	-0,254	-0,021	0,122	-0,0061	-5,000E-4	0,003	101,807	3,99	63,3
15,550	-0,254	-0,026	2,776E-16	-0,0061	-6,250E-4	6,505E-17	101,774	3,98	
15,600	-0,258	-0,031	-0,017	-0,0062	-7,500E-4	-4,167E-4	101,809	3,98	
15,650	-0,259	-0,026	-0,017	-0,0062	-6,250E-4	-4,167E-4	101,822	3,98	
15,700	-0,259	-0,026	-0,052	-0,0062	-6,250E-4	-0,001	101,813	3,99	
15,750	-0,261	-0,037	-0,035	-0,0062	-8,750E-4	-8,333E-4	101,807	3,99	
15,800	-0,264	-0,037	0,052	-0,0063	-8,750E-4	0,001	101,800	3,98	
15,850	-0,265	-0,026	0,087	-0,0063	-6,250E-4	0,002	101,824	3,98	
15,900	-0,265	-0,021	0,017	-0,0063	-5,000E-4	4,167E-4	101,824	3,98	
15,950	-0,267	-0,026	-0,052	-0,0064	-6,250E-4	-0,001	101,783	3,98	
16,000	-0,269	-0,031	-0,052	-0,0064	-7,500E-4	-0,001	101,809	3,98	63,3
16,050	-0,270	-0,031	-9,368E-16	-0,0065	-7,500E-4	-8,132E-17	101,857	3,97	
16,100	-0,272	-0,031	0,052	-0,0065	-7,500E-4	0,001	101,805	3,97	
16,150	-0,273	-0,026	0,052	-0,0065	-6,250E-4	0,001	101,813	3,97	
16,200	-0,275	-0,021	1,874E-15	-0,0066	-5,000E-4	7,264E-17	101,813	3,97	
16,250	-0,275	-0,026	-0,052	-0,0066	-6,250E-4	-0,001	101,818	3,97	
16,300	-0,276	-0,031	-0,035	-0,0066	-7,500E-4	-8,333E-4	101,840	3,97	
16,350	-0,280	-0,031	0,035	-0,0067	-7,500E-4	8,333E-4	101,831	3,97	
16,400	-0,280	-0,026	0,070	-0,0067	-6,250E-4	0,002	101,822	3,97	
16,450	-0,281	-0,021	0,052	-0,0067	-5,000E-4	0,001	101,835	3,97	
16,500	-0,283	-0,021	1,249E-15	-0,0068	-5,000E-4	5,855E-17	101,833	3,96	63,3
16,550	-0,283	-0,021	-0,035	-0,0068	-5,000E-4	-8,333E-4	101,853	3,97	
16,600	-0,284	-0,026	-0,017	-0,0068	-6,250E-4	-4,167E-4	101,855	3,96	
16,650	-0,286	-0,026	0,017	-0,0068	-6,250E-4	4,167E-4	101,822	3,97	
16,700	-0,287	-0,021	0,035	-0,0069	-5,000E-4	8,333E-4	101,842	3,96	
16,750	-0,287	-0,021	0,017	-0,0069	-5,000E-4	4,167E-4	101,868	3,97	
16,800	-0,289	-0,021	0,000	-0,0069	-5,000E-4	-5,855E-17	101,872	3,96	
16,850	-0,291	-0,021	-0,017	-0,0069	-5,000E-4	-4,167E-4	101,861	3,96	
16,900	-0,291	-0,021	-0,035	-0,0069	-5,000E-4	-8,333E-4	101,831	3,96	
16,950	-0,292	-0,026	-0,017	-0,0070	-6,250E-4	-4,167E-4	101,855	3,96	
17,000	-0,294	-0,026	0,035	-0,0070	-6,250E-4	8,333E-4	101,864	3,96	63,3
17,050	-0,295	-0,021	0,070	-0,0071	-5,000E-4	0,002	101,864	3,96	
17,100	-0,295	-0,016	0,035	-0,0071	-3,750E-4	8,333E-4	101,879	3,96	
17,150	-0,297	-0,016	-0,017	-0,0071	-3,750E-4	-4,167E-4	101,846	3,97	
17,200	-0,297	-0,021	-0,017	-0,0071	-5,000E-4	-4,167E-4	101,844	3,96	
17,250	-0,298	-0,021	0,035	-0,0071	-5,000E-4	8,333E-4	101,835	3,96	
17,300	-0,300	-0,016	0,070	-0,0072	-3,750E-4	0,002	101,861	3,96	
17,350	-0,300	-0,010	0,035	-0,0072	-2,500E-4	8,333E-4	101,857	3,97	
17,400	-0,300	-0,010	-0,035	-0,0072	-2,500E-4	-8,333E-4	101,853	3,96	
17,450	-0,302	-0,016	-0,070	-0,0072	-3,750E-4	-0,002	101,846	3,96	
17,500	-0,302	-0,021	-0,052	-0,0072	-5,000E-4	-0,001	101,842	3,97	63,3
17,550	-0,303	-0,021	3,469E-17	-0,0072	-5,000E-4	5,746E-17	101,861	3,96	
17,600	-0,305	-0,021	0,035	-0,0073	-5,000E-4	8,333E-4	101,820	3,97	
17,650	-0,305	-0,016	0,035	-0,0073	-3,750E-4	8,333E-4	101,866	3,96	
17,700	-0,306	-0,016	0,017	-0,0073	-3,750E-4	4,167E-4	101,866	3,97	
17,750	-0,306	-0,016	9,368E-16	-0,0073	-3,750E-4	5,096E-17	101,868	3,97	
17,800	-0,308	-0,016	0,000	-0,0074	-3,750E-4	0,000	101,875	3,97	
17,850	-0,308	-0,016	-9,368E-16	-0,0074	-3,750E-4	-8,023E-17	101,864	3,97	
17,900	-0,309	-0,016	-9,368E-16	-0,0074	-3,750E-4	-2,223E-17	101,868	3,97	
17,950	-0,309	-0,016	9,368E-16	-0,0074	-3,750E-4	8,023E-17	101,853	3,97	
18,000	-0,311	-0,016	9,368E-16	-0,0074	-3,750E-4	5,096E-17	101,870	3,97	63,3
18,050	-0,311	-0,016	0,000	-0,0074	-3,750E-4	-2,873E-17	101,859	3,97	
18,100	-0,313	-0,016	0,017	-0,0075	-3,750E-4	4,167E-4	101,848	3,98	
18,150	-0,313	-0,016	0,052	-0,0075	-3,750E-4	0,001	101,857	3,98	
18,200	-0,314	-0,010	0,070	-0,0075	-2,500E-4	0,002	101,866	3,98	
18,250	-0,314	-0,005	0,017	-0,0075	-1,250E-4	4,167E-4	101,859	3,99	
18,300	-0,314	-0,005	-0,070	-0,0075	-1,250E-4	-0,002	101,844	3,99	
18,350	-0,314	-0,016	-0,087	-0,0075	-3,750E-4	-0,002	101,846	3,99	
18,400	-0,316	-0,021	-0,017	-0,0075	-5,000E-4	-4,167E-4	101,879	3,98	
18,450	-0,317	-0,016	0,052	-0,0076	-3,750E-4	0,001	101,868	3,98	
18,500	-0,317	-0,010	0,035	-0,0076	-2,500E-4	8,333E-4	101,853	3,98	63,2
18,550	-0,317	-0,010	-0,017	-0,0076	-2,500E-4	-4,167E-4	101,859	3,98	
18,600	-0,319	-0,016	-0,017	-0,0076	-3,750E-4	-4,167E-4	101,868	3,99	
18,650	-0,319	-0,016	0,017	-0,0076	-3,750E-4	4,167E-4	101,879	3,99	
18,700	-0,320	-0,010	0,035	-0,0077	-2,500E-4	8,333E-4	101,870	3,98	
18,750	-0,320	-0,010	6,072E-16	-0,0077	-2,500E-4	-7,210E-17	101,864	3,99	
18,800	-0,320	-0,010	-0,035	-0,0077	-2,500E-4	-8,333E-4	101,881	3,99	
18,850	-0,322	-0,016	-0,017	-0,0077	-3,750E-4	-4,167E-4	101,857	3,99	
18,900	-0,322	-0,016	0,017	-0,0077	-3,750E-4	4,167E-4	101,890	3,99	
18,950	-0,324	-0,010	0,035	-0,0077	-2,500E-4	8,333E-4	101,855	3,99	
19,000	-0,324	-0,010	0,017	-0,0077	-2,500E-4	4,167E-4	101,872	4,00	63,2
19,050	-0,324	-0,010	6,245E-16	-0,0077	-2,500E-4	-7,210E-17	101,844	4,00	
19,100	-0,325	-0,010	-6,245E-16	-0,0078	-2,500E-4	-7,264E-17	101,864	4,00	
19,150	-0,325	-0,010	-0,017	-0,0078	-2,500E-4	-4,167E-4	101,888	4,00	
19,200	-0,325	-0,010	-0,035	-0,0078	-2,500E-4	-8,333E-4	101,844	3,99	
19,250	-0,327	-0,016	-0,017	-0,0078	-3,750E-4	-4,167E-4	101,892	4,00	
19,300	-0,327	-0,016	0,017	-0,0078	-3,750E-4	4,167E-4	101,868	4,00	
19,350	-0,328	-0,010	0,035	-0,0078	-2,500E-4	8,333E-4	101,842	4,00	
19,400	-0,328	-0,010	-6,072E-16	-0,0078	-2,500E-4	1,588E-16	101,861	4,00	
19,450	-0,328	-0,010	-0,035	-0,0078	-2,500E-4	-8,333E-4	101,840	4,00	
19,500	-0,330	-0,016	-0,017	-0,0079	-3,750E-4	-4,167E-4	101,853	4,00	63,2
19,550	-0,330	-0,016	0,035	-0,0079	-3,750E-4	8,333E-4	101,848	4,00	
19,600	-0,331	-0,010	0,070	-0,0079	-2,500E-4	0,002	101,875	4,01	
19,650	-0,331	-0,005	0,017	-0,0079	-1,250E-4	4,167E-4	101,872	4,01	
19,700	-0,331	-0,005	-0,070	-0,0079	-1,250E-4	-0,002	101,872	4,00	
19,750	-0,331	-0,016	-0,105	-0,0079	-3,750E-4	-0,002	101,879	4,00	
19,800	-0,333	-0,021	-0,052	-0,0080	-5,000E-4	-0,001	101,881	4,00	
19,850	-0,335	-0,021	0,035	-0,0080	-5,000E-4	8,333E-4	101,859	4,02	
19,900	-0,335	-0,016	0,087	-0,0080	-3,750E-4	0,002	101,888	4,01	
19,950	-0,336	-0,010	0,087	-0,0080	-2,500E-4	0,002	101,853	4,01	
20,000	-0,336	-0,005	0,035	-0,0080	-1,250E-4	8,333E-4	101,879	4,01	63,2
20,050	-0,336	-0,005	-0,017	-0,0080	-1,250E-4	-4,167E-4	101,857	4,01	
20,100	-0,336	-0,010	-0,035	-0,0080	-2,500E-4	-8,333E-4	101,842	4,01	
20,150	-0,338	-0,010	-0,017	-0,0081	-2,500E-4	-4,167E-4	101,857	4,02	
20,200	-0,338	-0,010	-6,245E-16	-0,0081	-2,500E-4	1,008E-16	101,846	4,02	
20,250	-0,338	-0,010	0,017	-0,0081	-2,500E-4	4,167E-4	101,881	4,02	
20,300	-0,339	-0,010	0,035	-0,0081	-2,500E-4	8,333E-4	101,835	4,01	
20,350	-0,339	-0,005	0,017	-0,0081	-1,250E-4	4,167E-4	101,859	4,02	
20,400	-0,339	-0,005	-0,035	-0,0081	-1,250E-4	-8,333E-4	101,872	4,02	
20,450	-0,339	-0,010	-0,070	-0,0081	-2,500E-4	-0,002	101,844	4,01	
20,500	-0,341	-0,016	-0,035	-0,0081	-3,750E-4	-8,333E-4	101,905	4,02	63,2
20,550	-0,341	-0,016	0,017	-0,0081	-3,750E-4	4,167E-4	101,870	4,02	
20,600	-0,342	-0,010	0,035	-0,0082	-2,500E-4	8,333E-4	101,840	4,02	
20,650	-0,342	-0,010	0,017	-0,0082	-2,500E-4	4,167E-4	101,872	4,02	
20,700	-0,342	-0,010	-6,245E-16	-0,0082	-2,500E-4	-7,264E-17	101,886	4,02	
20,750	-0,344	-0,010	6,245E-16	-0,0082	-2,500E-4	7,264E-17	101,861	4,02	
20,800	-0,344	-0,010	6,245E-16	-0,0082	-2,500E-4	1,301E-16	101,851	4,03	
20,850	-0,344	-0,010	0,017	-0,0082	-2,500E-4	4,167E-4	101,844	4,02	
20,900	-0,346	-0,010	0,035	-0,0083	-2,500E-4	8,333E-4	101,864	4,02	
20,950	-0,346	-0,005	0,017	-0,0083	-1,250E-4	4,167E-4	101,868	4,03	
21,000	-0,346	-0,005	-0,035	-0,0083	-1,250E-4	-8,333E-4	101,855	4,02	63,1
21,050	-0,346	-0,010	-0,070	-0,0083	-2,500E-4	-0,002	101,861	4,02	
21,100	-0,347	-0,016	-0,035	-0,0083	-3,750E-4	-8,333E-4	101,859	4,03	
21,150	-0,347	-0,016	0,017	-0,0083	-3,750E-4	4,167E-4	101,844	4,02	
21,200	-0,349	-0,010	0,035	-0,0083	-2,500E-4	8,333E-4	101,905	4,03	
21,250	-0,349	-0,010	9,368E-16	-0,0083	-2,500E-4	-1,512E-16	101,890	4,03	
21,300	-0,349	-0,010	-0,035	-0,0083	-2,500E-4	-8,333E-4	101,877	4,03	
21,350	-0,350	-0,016	-0,017	-0,0084	-3,750E-4	-4,167E-4	101,857	4,03	
21,400	-0,350	-0,016	0,035	-0,0084	-3,750E-4	8,333E-4	101,859	4,03	
21,450	-0,352	-0,010	0,070	-0,0084	-2,500E-4	0,002	101,875	4,02	
21,500	-0,352	-0,005	0,035	-0,0084	-1,250E-4	8,333E-4	101,837	4,03	63,1
21,550	-0,352	-0,005	-0,035	-0,0084	-1,250E-4	-8,333E-4	101,864	4,02	
21,600	-0,352	-0,010	-0,070	-0,0084	-2,500E-4	-0,002	101,890	4,03	
21,650	-0,353	-0,016	-0,035	-0,0084	-3,750E-4	-8,333E-4	101,870	4,04	
21,700	-0,353	-0,016	0,035	-0,0084	-3,750E-4	8,333E-4	101,875	4,03	
21,750	-0,355	-0,010	0,070	-0,0085	-2,500E-4	0,002	101,861	4,03	
21,800	-0,355	-0,005	0,035	-0,0085	-1,250E-4	8,333E-4	101,835	4,03	
21,850	-0,355	-0,005	-0,017	-0,0085	-1,250E-4	-4,167E-4	101,848	4,03	
21,900	-0,355	-0,010	-0,035	-0,0085	-2,500E-4	-8,333E-4	101,857	4,03	
21,950	-0,357	-0,010	-0,017	-0,0085	-2,500E-4	-4,167E-4	101,859	4,03	
22,000	-0,357	-0,010	-0,017	-0,0085	-2,500E-4	-4,167E-4	101,857	4,03	63,1
22,050	-0,357	-0,010	-0,035	-0,0085	-2,500E-4	-8,333E-4	101,866	4,04	
22,100	-0,358	-0,016	-0,017	-0,0085	-3,750E-4	-4,167E-4	101,851	4,04	
22,150	-0,358	-0,016	0,035	-0,0085	-3,750E-4	8,333E-4	101,899	4,03	
22,200	-0,360	-0,010	0,070	-0,0086	-2,500E-4	0,002	101,910	4,03	
22,250	-0,360	-0,005	0,035	-0,0086	-1,250E-4	8,333E-4	101,890	4,04	
22,300	-0,360	-0,005	-0,017	-0,0086	-1,250E-4	-4,167E-4	101,888	4,04	
22,350	-0,360	-0,010	-0,035	-0,0086	-2,500E-4	-8,333E-4	101,875	4,04	
22,400	-0,361	-0,010	-0,017	-0,0086	-2,500E-4	-4,167E-4	101,879	4,04	
22,450	-0,361	-0,010	-6,245E-16	-0,0086	-2,500E-4	-1,301E-16	101,890	4,04	
22,500	-0,361	-0,010	0,017	-0,0086	-2,500E-4	4,167E-4	101,872	4,04	63,1
22,550	-0,363	-0,010	0,035	-0,0087	-2,500E-4	8,333E-4	101,886	4,04	
22,600	-0,363	-0,005	0,017	-0,0087	-1,250E-4	4,167E-4	101,861	4,04	
22,650	-0,363	-0,005	-0,017	-0,0087	-1,250E-4	-4,167E-4	101,844	4,04	
22,700	-0,363	-0,010	-0,035	-0,0087	-2,500E-4	-8,333E-4	101,881	4,04	
22,750	-0,364	-0,010	-0,017	-0,0087	-2,500E-4	-4,167E-4	101,870	4,04	
22,800	-0,364	-0,010	6,245E-16	-0,0087	-2,500E-4	-1,008E-16	101,851	4,05	
22,850	-0,364	-0,010	0,017	-0,0087	-2,500E-4	4,167E-4	101,866	4,04	
22,900	-0,366	-0,010	0,035	-0,0087	-2,500E-4	8,333E-4	101,855	4,05	
22,950	-0,366	-0,005	0,017	-0,0087	-1,250E-4	4,167E-4	101,837	4,05	
23,000	-0,366	-0,005	-0,035	-0,0087	-1,250E-4	-8,333E-4	101,831	4,05	63,1
23,050	-0,366	-0,010	-0,070	-0,0087	-2,500E-4	-0,002	101,840	4,04	
23,100	-0,368	-0,016	-0,035	-0,0088	-3,750E-4	-8,333E-4	101,855	4,05	
23,150	-0,368	-0,016	0,035	-0,0088	-3,750E-4	8,333E-4	101,870	4,05	
23,200	-0,369	-0,010	0,070	-0,0088	-2,500E-4	0,002	101,859	4,04	
23,250	-0,369	-0,005	0,035	-0,0088	-1,250E-4	8,333E-4	101,881	4,05	
23,300	-0,369	-0,005	-0,017	-0,0088	-1,250E-4	-4,167E-4	101,877	4,05	
23,350	-0,369	-0,010	-0,035	-0,0088	-2,500E-4	-8,333E-4	101,877	4,06	
23,400	-0,371	-0,010	-0,017	-0,0088	-2,500E-4	-4,167E-4	101,848	4,05	
23,450	-0,371	-0,010	-6,245E-16	-0,0088	-2,500E-4	-1,301E-16	101,857	4,05	
23,500	-0,371	-0,010	6,245E-16	-0,0088	-2,500E-4	-4,283E-17	101,848	4,05	63,1
23,550	-0,372	-0,010	6,245E-16	-0,0089	-2,500E-4	7,264E-17	101,868	4,05	
23,600	-0,372	-0,010	0,000	-0,0089	-2,500E-4	1,155E-16	101,896	4,05	
23,650	-0,372	-0,010	-6,245E-16	-0,0089	-2,500E-4	4,283E-17	101,866	4,05	
23,700	-0,374	-0,010	-6,245E-16	-0,0089	-2,500E-4	-7,264E-17	101,848	4,05	
23,750	-0,374	-0,010	6,245E-16	-0,0089	-2,500E-4	-1,008E-16	101,886	4,06	
23,800	-0,374	-0,010	0,017	-0,0089	-2,500E-4	4,167E-4	101,879	4,06	
23,850	-0,375	-0,010	0,035	-0,0090	-2,500E-4	8,333E-4	101,851	4,05	
23,900	-0,375	-0,005	0,017	-0,0090	-1,250E-4	4,167E-4	101,835	4,05	
23,950	-0,375	-0,005	-0,017	-0,0090	-1,250E-4	-4,167E-4	101,877	4,05	
24,000	-0,375	-0,010	-0,017	-0,0090	-2,500E-4	-4,167E-4	101,833	4,06	63,1
24,050	-0,377	-0,010	0,017	-0,0090	-2,500E-4	4,167E-4	101,864	4,06	
24,100	-0,377	-0,005	0,017	-0,0090	-1,250E-4	4,167E-4	101,864	4,06	
24,150	-0,377	-0,005	-0,035	-0,0090	-1,250E-4	-8,333E-4	101,848	4,06	
24,200	-0,377	-0,010	-0,070	-0,0090	-2,500E-4	-0,002	101,844	4,05	
24,250	-0,379	-0,016	-0,035	-0,0090	-3,750E-4	-8,333E-4	101,870	4,05	
24,300	-0,379	-0,016	0,035	-0,0090	-3,750E-4	8,333E-4	101,868	4,06	
24,350	-0,380	-0,010	0,070	-0,0091	-2,500E-4	0,002	101,888	4,06	
24,400	-0,380	-0,005	0,035	-0,0091	-1,250E-4	8,333E-4	101,864	4,05	
24,450	-0,380	-0,005	-0,017	-0,0091	-1,250E-4	-4,167E-4	101,881	4,05	
24,500	-0,380	-0,010	-0,035	-0,0091	-2,500E-4	-8,333E-4	101,894	4,06	63,1
24,550	-0,382	-0,010	-0,017	-0,0091	-2,500E-4	-4,167E-4	101,868	4,06	
24,600	-0,382	-0,010	0,000	-0,0091	-2,500E-4	1,155E-16	101,859	4,06	
24,650	-0,382	-0,010	0,017	-0,0091	-2,500E-4	4,167E-4	101,846	4,07	
24,700	-0,383	-0,010	0,035	-0,0091	-2,500E-4	8,333E-4	101,916	4,06	
24,750	-0,383	-0,005	0,017	-0,0091	-1,250E-4	4,167E-4	101,868	4,06	
24,800	-0,383	-0,005	-0,017	-0,0091	-1,250E-4	-4,167E-4	101,853	4,06	
24,850	-0,383	-0,010	-0,035	-0,0091	-2,500E-4	-8,333E-4	101,837	4,06	
24,900	-0,385	-0,010	-0,017	-0,0092	-2,500E-4	-4,167E-4	101,859	4,06	
24,950	-0,385	-0,010	-6,245E-16	-0,0092	-2,500E-4	1,008E-16	101,875	4,05	
25,000	-0,385	-0,010	0,017	-0,0092	-2,500E-4	4,167E-4	101,861	4,06	63,1
25,050	-0,386	-0,010	0,035	-0,0092	-2,500E-4	8,333E-4	101,835	4,05	
25,100	-0,386	-0,005	0,017	-0,0092	-1,250E-4	4,167E-4	101,864	4,06	
25,150	-0,386	-0,005	-0,035	-0,0092	-1,250E-4	-8,333E-4	101,844	4,06	
25,200	-0,386	-0,010	-0,070	-0,0092	-2,500E-4	-0,002	101,851	4,06	
25,250	-0,388	-0,016	-0,035	-0,0093	-3,750E-4	-8,333E-4	101,868	4,05	
25,300	-0,388	-0,016	0,035	-0,0093	-3,750E-4	8,333E-4	101,872	4,06	
25,350	-0,390	-0,010	0,070	-0,0093	-2,500E-4	0,002	101,840	4,06	
25,400	-0,390	-0,005	0,035	-0,0093	-1,250E-4	8,333E-4	101,870	4,06	
25,450	-0,390	-0,005	-0,017	-0,0093	-1,250E-4	-4,167E-4	101,870	4,06	
25,500	-0,390	-0,010	-0,017	-0,0093	-2,500E-4	-4,167E-4	101,881	4,06	63,1
25,550	-0,391	-0,010	0,017	-0,0093	-2,500E-4	4,167E-4	101,870	4,07	
25,600	-0,391	-0,005	0,017	-0,0093	-1,250E-4	4,167E-4	101,866	4,06	
25,650	-0,391	-0,005	-0,017	-0,0093	-1,250E-4	-4,167E-4	101,866	4,06	
25,700	-0,391	-0,010	-0,017	-0,0093	-2,500E-4	-4,167E-4	101,881	4,06	
25,750	-0,393	-0,010	0,017	-0,0094	-2,500E-4	4,167E-4	101,853	4,06	
25,800	-0,393	-0,005	0,017	-0,0094	-1,250E-4	4,167E-4	101,855	4,06	
25,850	-0,393	-0,005	-0,017	-0,0094	-1,250E-4	-4,167E-4	101,853	4,06	
25,900	-0,393	-0,010	-0,035	-0,0094	-2,500E-4	-8,333E-4	101,883	4,06	
25,950	-0,394	-0,010	-0,017	-0,0094	-2,500E-4	-4,167E-4	101,842	4,06	
26,000	-0,394	-0,010	6,245E-16	-0,0094	-2,500E-4	1,301E-16	101,905	4,06	63,0
26,050	-0,394	-0,010	0,017	-0,0094	-2,500E-4	4,167E-4	101,879	4,06	
26,100	-0,396	-0,010	0,035	-0,0094	-2,500E-4	8,333E-4	101,827	4,06	
26,150	-0,396	-0,005	0,017	-0,0094	-1,250E-4	4,167E-4	101,875	4,07	
26,200	-0,396	-0,005	-0,035	-0,0094	-1,250E-4	-8,333E-4	101,866	4,06	
26,250	-0,396	-0,010	-0,070	-0,0094	-2,500E-4	-0,002	101,781	4,06	
26,300	-0,397	-0,016	-0,035	-0,0095	-3,750E-4	-8,333E-4	101,875	4,07	
26,350	-0,397	-0,016	0,035	-0,0095	-3,750E-4	8,333E-4	101,861	4,05	
26,400	-0,399	-0,010	0,070	-0,0095	-2,500E-4	0,002	101,837	4,06	
26,450	-0,399	-0,005	0,035	-0,0095	-1,250E-4	8,333E-4	101,848	4,06	
26,500	-0,399	-0,005	-0,017	-0,0095	-1,250E-4	-4,167E-4	101,851	4,06	63,0
26,550	-0,399	-0,010	-0,017	-0,0095	-2,500E-4	-4,167E-4	101,848	4,06	
26,600	-0,401	-0,010	0,017	-0,0096	-2,500E-4	4,167E-4	101,859	4,06	
26,650	-0,401	-0,005	0,017	-0,0096	-1,250E-4	4,167E-4	101,829	4,07	
26,700	-0,401	-0,005	-0,035	-0,0096	-1,250E-4	-8,333E-4	101,848	4,06	
26,750	-0,401	-0,010	-0,070	-0,0096	-2,500E-4	-0,002	101,864	4,06	
26,800	-0,402	-0,016	-0,035	-0,0096	-3,750E-4	-8,333E-4	101,853	4,07	
26,850	-0,402	-0,016	0,035	-0,0096	-3,750E-4	8,333E-4	101,829	4,06	
26,900	-0,404	-0,010	0,070	-0,0096	-2,500E-4	0,002	101,872	4,06	
26,950	-0,404	-0,005	0,035	-0,0096	-1,250E-4	8,333E-4	101,851	4,07	
27,000	-0,404	-0,005	-0,017	-0,0096	-1,250E-4	-4,167E-4	101,868	4,07	63,0
27,050	-0,404	-0,010	-0,017	-0,0096	-2,500E-4	-4,167E-4	101,870	4,07	
27,100	-0,405	-0,010	0,017	-0,0097	-2,500E-4	4,167E-4	101,855	4,07	
27,150	-0,405	-0,005	0,017	-0,0097	-1,250E-4	4,167E-4	101,851	4,06	
27,200	-0,405	-0,005	-0,017	-0,0097	-1,250E-4	-4,167E-4	101,859	4,07	
27,250	-0,405	-0,010	-0,035	-0,0097	-2,500E-4	-8,333E-4	101,846	4,07	
27,300	-0,407	-0,010	-0,017	-0,0097	-2,500E-4	-4,167E-4	101,870	4,06	
27,350	-0,407	-0,010	0,000	-0,0097	-2,500E-4	1,155E-16	101,844	4,07	
27,400	-0,407	-0,010	-6,245E-16	-0,0097	-2,500E-4	4,283E-17	101,853	4,07	
27,450	-0,408	-0,010	-6,245E-16	-0,0097	-2,500E-4	-7,264E-17	101,886	4,06	
27,500	-0,408	-0,010	6,245E-16	-0,0097	-2,500E-4	-1,008E-16	101,851	4,08	63,0
27,550	-0,408	-0,010	0,017	-0,0097	-2,500E-4	4,167E-4	101,879	4,07	
27,600	-0,410	-0,010	0,035	-0,0098	-2,500E-4	8,333E-4	101,866	4,07	
27,650	-0,410	-0,005	0,017	-0,0098	-1,250E-4	4,167E-4	101,870	4,07	
27,700	-0,410	-0,005	-0,035	-0,0098	-1,250E-4	-8,333E-4	101,875	4,07	
27,750	-0,410	-0,010	-0,070	-0,0098	-2,500E-4	-0,002	101,888	4,07	
27,800	-0,412	-0,016	-0,035	-0,0098	-3,750E-4	-8,333E-4	101,868	4,07	
27,850	-0,412	-0,016	0,035	-0,0098	-3,750E-4	8,333E-4	101,859	4,08	
27,900	-0,413	-0,010	0,070	-0,0099	-2,500E-4	0,002	101,842	4,07	
27,950	-0,413	-0,005	0,035	-0,0099	-1,250E-4	8,333E-4	101,840	4,07	
28,000	-0,413	-0,005	-0,017	-0,0099	-1,250E-4	-4,167E-4	101,883	4,07	63,0
28,050	-0,413	-0,010	-0,035	-0,0099	-2,500E-4	-8,333E-4	101,848	4,06	
28,100	-0,415	-0,010	-0,017	-0,0099	-2,500E-4	-4,167E-4	101,877	4,07	
28,150	-0,415	-0,010	-6,245E-16	-0,0099	-2,500E-4	-1,301E-16	101,872	4,07	
28,200	-0,415	-0,010	-6,245E-16	-0,0099	-2,500E-4	-7,264E-17	101,827	4,07	
28,250	-0,416	-0,010	6,245E-16	-0,0099	-2,500E-4	7,264E-17	101,872	4,08	
28,300	-0,416	-0,010	6,245E-16	-0,0099	-2,500E-4	1,301E-16	101,859	4,08	
28,350	-0,416	-0,010	0,017	-0,0099	-2,500E-4	4,167E-4	101,870	4,07	
28,400	-0,418	-0,010	0,035	-0,0100	-2,500E-4	8,333E-4	101,861	4,07	
28,450	-0,418	-0,005	0,017	-0,0100	-1,250E-4	4,167E-4	101,907	4,08	
28,500	-0,418	-0,005	-0,017	-0,0100	-1,250E-4	-4,167E-4	101,835	4,08	63,0
28,550	-0,418	-0,010	-0,035	-0,0100	-2,500E-4	-8,333E-4	101,861	4,08	
28,600	-0,419	-0,010	-0,017	-0,0100	-2,500E-4	-4,167E-4	101,861	4,07	
28,650	-0,419	-0,010	-6,245E-16	-0,0100	-2,500E-4	1,008E-16	101,861	4,08	
28,700	-0,419	-0,010	-6,245E-16	-0,0100	-2,500E-4	4,283E-17	101,859	4,07	
28,750	-0,421	-0,010	6,245E-16	-0,0100	-2,500E-4	-4,283E-17	101,851	4,07	
28,800	-0,421	-0,010	6,245E-16	-0,0100	-2,500E-4	-1,008E-16	101,857	4,08	
28,850	-0,421	-0,010	0,017	-0,0100	-2,500E-4	4,167E-4	101,864	4,08	
28,900	-0,423	-0,010	0,035	-0,0101	-2,500E-4	8,333E-4	101,879	4,08	
28,950	-0,423	-0,005	0,017	-0,0101	-1,250E-4	4,167E-4	101,861	4,08	
29,000	-0,423	-0,005	-0,017	-0,0101	-1,250E-4	-4,167E-4	101,857	4,08	63,0
29,050	-0,423	-0,010	-0,017	-0,0101	-2,500E-4	-4,167E-4	101,864	4,08	
29,100	-0,424	-0,010	0,017	-0,0101	-2,500E-4	4,167E-4	101,831	4,09	
29,150	-0,424	-0,005	0,017	-0,0101	-1,250E-4	4,167E-4	101,857	4,08	
29,200	-0,424	-0,005	-0,017	-0,0101	-1,250E-4	-4,167E-4	101,870	4,08	
29,250	-0,424	-0,010	-0,035	-0,0101	-2,500E-4	-8,333E-4	101,866	4,08	
29,300	-0,426	-0,010	-0,017	-0,0102	-2,500E-4	-4,167E-4	101,861	4,08	
