Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
1,450	-0,024	-0,016	-0,035	-5,6250E-4	-3,750E-4	-8,333E-4	99,486	4,66	
1,500	-0,024	-0,016	-0,017	-5,6250E-4	-3,750E-4	-4,167E-4	99,460	4,66	63,5
1,550	-0,025	-0,016	0,017	-6,0000E-4	-3,750E-4	4,167E-4	99,468	4,65	
1,600	-0,025	-0,016	0,035	-6,0000E-4	-3,750E-4	8,333E-4	99,473	4,65	
1,650	-0,027	-0,010	0,035	-6,3750E-4	-2,500E-4	8,333E-4	99,479	4,64	
1,700	-0,027	-0,010	0,017	-6,3750E-4	-2,500E-4	4,167E-4	99,479	4,64	
1,750	-0,027	-0,010	0,017	-6,3750E-4	-2,500E-4	4,167E-4	99,457	4,63	
1,800	-0,028	-0,010	0,035	-6,7500E-4	-2,500E-4	8,333E-4	99,488	4,63	
1,850	-0,028	-0,005	0,017	-6,7500E-4	-1,250E-4	4,167E-4	99,468	4,62	
1,900	-0,028	-0,005	-0,017	-6,7500E-4	-1,250E-4	-4,167E-4	99,488	4,61	
1,950	-0,028	-0,010	-0,035	-6,7500E-4	-2,500E-4	-8,333E-4	99,512	4,61	
2,000	-0,030	-0,010	-0,017	-7,1250E-4	-2,500E-4	-4,167E-4	99,422	4,60	63,5
2,050	-0,030	-0,010	-5,204E-17	-7,1250E-4	-2,500E-4	6,505E-18	99,488	4,59	
2,100	-0,030	-0,010	1,735E-17	-7,1250E-4	-2,500E-4	4,879E-18	99,475	4,59	
2,150	-0,031	-0,010	6,939E-17	-7,5000E-4	-2,500E-4	-1,626E-18	99,532	4,58	
2,200	-0,031	-0,010	8,674E-17	-7,5000E-4	-2,500E-4	-5,421E-18	99,497	4,58	
2,250	-0,031	-0,010	8,674E-17	-7,5000E-4	-2,500E-4	-1,626E-18	99,497	4,57	
2,300	-0,033	-0,010	-8,674E-17	-7,8750E-4	-2,500E-4	1,626E-18	99,499	4,57	
2,350	-0,033	-0,010	-8,674E-17	-7,8750E-4	-2,500E-4	5,421E-18	99,516	4,56	
2,400	-0,033	-0,010	0,017	-7,8750E-4	-2,500E-4	4,167E-4	99,503	4,55	
2,450	-0,035	-0,010	0,052	-8,2500E-4	-2,500E-4	0,001	99,497	4,56	
2,500	-0,035	-0,005	0,052	-8,2500E-4	-1,250E-4	0,001	99,481	4,54	63,5
2,550	-0,035	0,000	-3,469E-17	-8,2500E-4	0,000	-8,132E-19	99,466	4,54	
2,600	-0,035	-0,005	-0,052	-8,2500E-4	-1,250E-4	-0,001	99,530	4,54	
2,650	-0,035	-0,010	-0,035	-8,2500E-4	-2,500E-4	-8,333E-4	99,514	4,53	
2,700	-0,036	-0,010	0,035	-8,6250E-4	-2,500E-4	8,333E-4	99,460	4,53	
2,750	-0,036	-0,005	0,052	-8,6250E-4	-1,250E-4	0,001	99,446	4,51	
2,800	-0,036	0,000	-3,469E-17	-8,6250E-4	0,000	-8,132E-19	99,479	4,52	
2,850	-0,036	-0,005	-0,052	-8,6250E-4	-1,250E-4	-0,001	99,457	4,51	
2,900	-0,036	-0,010	-0,052	-8,6250E-4	-2,500E-4	-0,001	99,473	4,51	
2,950	-0,038	-0,010	-0,017	-9,0000E-4	-2,500E-4	-4,167E-4	99,499	4,51	
3,000	-0,038	-0,010	6,939E-17	-9,0000E-4	-2,500E-4	-5,421E-18	99,481	4,50	63,5
3,050	-0,038	-0,010	0,017	-9,0000E-4	-2,500E-4	4,167E-4	99,499	4,51	
3,100	-0,039	-0,010	0,052	-9,3750E-4	-2,500E-4	0,001	99,479	4,49	
3,150	-0,039	-0,005	0,052	-9,3750E-4	-1,250E-4	0,001	99,477	4,49	
3,200	-0,039	0,000	0,000	-9,3750E-4	0,000	0,000	99,508	4,49	
3,250	-0,039	-0,005	-0,052	-9,3750E-4	-1,250E-4	-0,001	99,477	4,48	
3,300	-0,039	-0,010	-0,035	-9,3750E-4	-2,500E-4	-8,333E-4	99,484	4,48	
3,350	-0,041	-0,010	0,035	-9,7500E-4	-2,500E-4	8,333E-4	99,503	4,47	
3,400	-0,041	-0,005	0,070	-9,7500E-4	-1,250E-4	0,002	99,488	4,46	
3,450	-0,041	0,000	0,052	-9,7500E-4	0,000	0,001	99,484	4,46	
3,500	-0,041	0,000	3,686E-17	-9,7500E-4	0,000	8,809E-19	99,501	4,47	63,5
3,550	-0,041	0,000	-0,052	-9,7500E-4	0,000	-0,001	99,536	4,46	
3,600	-0,041	-0,005	-0,070	-9,7500E-4	-1,250E-4	-0,002	99,473	4,45	
3,650	-0,041	-0,010	-0,035	-9,7500E-4	-2,500E-4	-8,333E-4	99,497	4,45	
3,700	-0,042	-0,010	0,035	-0,0010	-2,500E-4	8,333E-4	99,501	4,45	
3,750	-0,042	-0,005	0,052	-0,0010	-1,250E-4	0,001	99,508	4,44	
3,800	-0,042	0,000	1,995E-16	-0,0010	0,000	-8,132E-19	99,492	4,44	
3,850	-0,042	-0,005	-0,052	-0,0010	-1,250E-4	-0,001	99,451	4,43	
3,900	-0,042	-0,010	-0,035	-0,0010	-2,500E-4	-8,333E-4	99,503	4,42	
3,950	-0,044	-0,010	0,035	-0,0010	-2,500E-4	8,333E-4	99,512	4,43	
4,000	-0,044	-0,005	0,070	-0,0010	-1,250E-4	0,002	99,490	4,42	63,5
4,050	-0,044	0,000	0,052	-0,0010	0,000	0,001	99,512	4,42	
4,100	-0,044	0,000	0,017	-0,0010	0,000	4,167E-4	99,505	4,42	
4,150	-0,044	0,000	-0,017	-0,0010	0,000	-4,167E-4	99,475	4,42	
4,200	-0,044	0,000	-0,052	-0,0010	0,000	-0,001	99,497	4,41	
4,250	-0,044	-0,005	-0,070	-0,0010	-1,250E-4	-0,002	99,499	4,40	
4,300	-0,044	-0,010	-0,035	-0,0010	-2,500E-4	-8,333E-4	99,497	4,41	
4,350	-0,046	-0,010	0,035	-0,0011	-2,500E-4	8,333E-4	99,481	4,41	
4,400	-0,046	-0,005	0,070	-0,0011	-1,250E-4	0,002	99,488	4,41	
4,450	-0,046	0,000	0,052	-0,0011	0,000	0,001	99,464	4,40	
4,500	-0,046	0,000	0,017	-0,0011	0,000	4,167E-4	99,484	4,40	63,5
4,550	-0,046	0,000	0,000	-0,0011	0,000	0,000	99,499	4,40	
4,600	-0,046	0,000	-0,017	-0,0011	0,000	-4,167E-4	99,436	4,39	
4,650	-0,046	0,000	-0,052	-0,0011	0,000	-0,001	99,466	4,39	
4,700	-0,046	-0,005	-0,070	-0,0011	-1,250E-4	-0,002	99,495	4,39	
4,750	-0,046	-0,010	-0,035	-0,0011	-2,500E-4	-8,333E-4	99,481	4,39	
4,800	-0,047	-0,010	0,035	-0,0011	-2,500E-4	8,333E-4	99,488	4,39	
4,850	-0,047	-0,005	0,070	-0,0011	-1,250E-4	0,002	99,490	4,38	
4,900	-0,047	0,000	0,052	-0,0011	0,000	0,001	99,499	4,38	
4,950	-0,047	0,000	0,017	-0,0011	0,000	4,167E-4	99,492	4,37	
5,000	-0,047	0,000	0,000	-0,0011	0,000	0,000	99,477	4,37	63,5
5,050	-0,047	0,000	-0,017	-0,0011	0,000	-4,167E-4	99,505	4,37	
5,100	-0,047	0,000	-0,052	-0,0011	0,000	-0,001	99,486	4,37	
5,150	-0,047	-0,005	-0,070	-0,0011	-1,250E-4	-0,002	99,484	4,37	
5,200	-0,047	-0,010	-0,035	-0,0011	-2,500E-4	-8,333E-4	99,488	4,37	
5,250	-0,049	-0,010	0,035	-0,0012	-2,500E-4	8,333E-4	99,490	4,36	
5,300	-0,049	-0,005	0,070	-0,0012	-1,250E-4	0,002	99,523	4,37	
5,350	-0,049	0,000	0,052	-0,0012	0,000	0,001	99,486	4,36	
5,400	-0,049	0,000	0,017	-0,0012	0,000	4,167E-4	99,501	4,36	
5,450	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,505	4,36	
5,500	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,501	4,35	63,5
5,550	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,468	4,35	
5,600	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,490	4,35	
5,650	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,503	4,35	
5,700	-0,049	0,000	0,000	-0,0012	0,000	0,000	99,501	4,35	
5,750	-0,049	0,000	-0,017	-0,0012	0,000	-4,167E-4	99,492	4,35	
5,800	-0,049	0,000	-0,052	-0,0012	0,000	-0,001	99,503	4,35	
5,850	-0,049	-0,005	-0,070	-0,0012	-1,250E-4	-0,002	99,473	4,34	
5,900	-0,049	-0,010	-0,035	-0,0012	-2,500E-4	-8,333E-4	99,473	4,35	
5,950	-0,050	-0,010	0,035	-0,0012	-2,500E-4	8,333E-4	99,495	4,34	
6,000	-0,050	-0,005	0,070	-0,0012	-1,250E-4	0,002	99,481	4,34	63,5
6,050	-0,050	0,000	0,052	-0,0012	0,000	0,001	99,497	4,35	
6,100	-0,050	0,000	0,017	-0,0012	0,000	4,167E-4	99,479	4,34	
6,150	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,473	4,34	
6,200	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,492	4,34	
6,250	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,510	4,34	
6,300	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,490	4,34	
6,350	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,460	4,34	
6,400	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,497	4,33	
6,450	-0,050	0,000	0,000	-0,0012	0,000	0,000	99,527	4,33	
6,500	-0,050	0,000	-0,017	-0,0012	0,000	-4,167E-4	99,495	4,33	63,5
6,550	-0,050	0,000	-0,052	-0,0012	0,000	-0,001	99,497	4,33	
6,600	-0,050	-0,005	-0,070	-0,0012	-1,250E-4	-0,002	99,505	4,33	
6,650	-0,050	-0,010	-0,035	-0,0012	-2,500E-4	-8,333E-4	99,481	4,33	
6,700	-0,052	-0,010	0,035	-0,0012	-2,500E-4	8,333E-4	99,473	4,33	
6,750	-0,052	-0,005	0,070	-0,0012	-1,250E-4	0,002	99,477	4,33	
6,800	-0,052	0,000	0,052	-0,0012	0,000	0,001	99,473	4,32	
6,850	-0,052	0,000	0,017	-0,0012	0,000	4,167E-4	99,495	4,32	
6,900	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,503	4,31	
6,950	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,490	4,31	
7,000	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,523	4,31	63,5
7,050	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,479	4,31	
7,100	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,475	4,31	
7,150	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,484	4,31	
7,200	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,497	4,31	
7,250	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,510	4,30	
7,300	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,516	4,30	
7,350	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,460	4,29	
7,400	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,510	4,29	
7,450	-0,052	0,000	0,000	-0,0012	0,000	0,000	99,499	4,29	
7,500	-0,052	0,000	-0,017	-0,0012	0,000	-4,167E-4	99,479	4,29	63,5
7,550	-0,052	0,000	-0,052	-0,0012	0,000	-0,001	99,479	4,29	
7,600	-0,052	-0,005	-0,070	-0,0012	-1,250E-4	-0,002	99,477	4,28	
7,650	-0,052	-0,010	-0,035	-0,0012	-2,500E-4	-8,333E-4	99,484	4,28	
7,700	-0,053	-0,010	0,035	-0,0013	-2,500E-4	8,333E-4	99,510	4,28	
7,750	-0,053	-0,005	0,070	-0,0013	-1,250E-4	0,002	99,488	4,27	
7,800	-0,053	0,000	0,052	-0,0013	0,000	0,001	99,521	4,28	
7,850	-0,053	0,000	0,017	-0,0013	0,000	4,167E-4	99,532	4,27	
7,900	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,471	4,27	
7,950	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,499	4,27	
8,000	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,512	4,27	63,4
8,050	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,492	4,26	
8,100	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,479	4,26	
8,150	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,481	4,24	
8,200	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,497	4,24	
8,250	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,495	4,24	
8,300	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,514	4,24	
8,350	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,495	4,24	
8,400	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,484	4,22	
8,450	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,516	4,23	
8,500	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,514	4,22	63,4
8,550	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,495	4,22	
8,600	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,492	4,22	
8,650	-0,053	0,000	0,000	-0,0013	0,000	0,000	99,481	4,21	
8,700	-0,053	0,000	-0,017	-0,0013	0,000	-4,167E-4	99,481	4,21	
8,750	-0,053	0,000	-0,052	-0,0013	0,000	-0,001	99,554	4,20	
8,800	-0,053	-0,005	-0,070	-0,0013	-1,250E-4	-0,002	99,527	4,21	
8,850	-0,053	-0,010	-0,035	-0,0013	-2,500E-4	-8,333E-4	99,477	4,20	
8,900	-0,055	-0,010	0,035	-0,0013	-2,500E-4	8,333E-4	99,527	4,20	
8,950	-0,055	-0,005	0,070	-0,0013	-1,250E-4	0,002	99,490	4,19	
9,000	-0,055	0,000	0,052	-0,0013	0,000	0,001	99,462	4,19	63,4
9,050	-0,055	0,000	0,017	-0,0013	0,000	4,167E-4	99,519	4,19	
9,100	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,499	4,18	
9,150	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,516	4,18	
9,200	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,510	4,17	
9,250	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,475	4,17	
9,300	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,473	4,17	
9,350	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,475	4,17	
9,400	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,468	4,17	
9,450	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,510	4,15	
9,500	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,477	4,15	63,4
9,550	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,473	4,16	
9,600	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,492	4,15	
9,650	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,519	4,15	
9,700	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,468	4,15	
9,750	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,503	4,14	
9,800	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,530	4,14	
9,850	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,499	4,14	
9,900	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,490	4,14	
9,950	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,519	4,13	
10,000	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,488	4,12	63,4
10,050	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,490	4,13	
10,100	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,510	4,12	
10,150	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,501	4,12	
10,200	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,508	4,12	
10,250	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,481	4,12	
10,300	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,505	4,12	
10,350	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,519	4,11	
10,400	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,495	4,11	
10,450	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,501	4,10	
10,500	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,464	4,11	63,4
10,550	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,499	4,09	
10,600	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,505	4,10	
10,650	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,492	4,10	
10,700	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,464	4,09	
10,750	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,508	4,09	
10,800	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,479	4,09	
10,850	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,512	4,09	
10,900	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,512	4,08	
10,950	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,475	4,09	
11,000	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,490	4,08	63,4
11,050	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,527	4,08	
11,100	-0,055	0,000	0,000	-0,0013	0,000	0,000	99,519	4,07	
11,150	-0,055	0,000	-0,017	-0,0013	0,000	-4,167E-4	99,488	4,07	
11,200	-0,055	0,000	-0,052	-0,0013	0,000	-0,001	99,486	4,08	
11,250	-0,055	-0,005	-0,070	-0,0013	-1,250E-4	-0,002	99,503	4,07	
11,300	-0,055	-0,010	-0,035	-0,0013	-2,500E-4	-8,333E-4	99,503	4,07	
11,350	-0,057	-0,010	0,035	-0,0013	-2,500E-4	8,333E-4	99,490	4,07	
11,400	-0,057	-0,005	0,070	-0,0013	-1,250E-4	0,002	99,488	4,07	
11,450	-0,057	0,000	0,052	-0,0013	0,000	0,001	99,499	4,07	
11,500	-0,057	0,000	0,017	-0,0013	0,000	4,167E-4	99,503	4,06	63,4
11,550	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,462	4,06	
11,600	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,503	4,06	
11,650	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,521	4,06	
11,700	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,516	4,06	
11,750	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,468	4,05	
11,800	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,497	4,05	
11,850	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,495	4,06	
11,900	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,514	4,05	
11,950	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,508	4,04	
12,000	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,481	4,05	63,3
12,050	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,486	4,05	
12,100	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,492	4,05	
12,150	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,479	4,04	
12,200	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,464	4,05	
12,250	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,497	4,04	
12,300	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,495	4,04	
12,350	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,488	4,04	
12,400	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,492	4,03	
12,450	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,464	4,04	
12,500	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,525	4,03	63,3
12,550	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,479	4,04	
12,600	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,468	4,03	
12,650	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,532	4,03	
12,700	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,488	4,03	
12,750	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,505	4,03	
12,800	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,514	4,03	
12,850	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,466	4,03	
12,900	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,519	4,03	
12,950	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,492	4,03	
13,000	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,501	4,03	63,3
13,050	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,512	4,03	
13,100	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,497	4,03	
13,150	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,505	4,02	
13,200	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,519	4,02	
13,250	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,512	4,03	
13,300	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,490	4,03	
13,350	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,484	4,03	
13,400	-0,057	0,000	0,000	-0,0013	0,000	0,000	99,492	4,02	
13,450	-0,057	0,000	-0,017	-0,0013	0,000	-4,167E-4	99,499	4,02	
13,500	-0,057	0,000	-0,052	-0,0013	0,000	-0,001	99,527	4,02	63,3
13,550	-0,057	-0,005	-0,070	-0,0013	-1,250E-4	-0,002	99,479	4,02	
13,600	-0,057	-0,010	-0,035	-0,0013	-2,500E-4	-8,333E-4	99,481	4,02	
13,650	-0,058	-0,010	0,035	-0,0014	-2,500E-4	8,333E-4	99,497	4,02	
13,700	-0,058	-0,005	0,070	-0,0014	-1,250E-4	0,002	99,492	4,02	
13,750	-0,058	0,000	0,052	-0,0014	0,000	0,001	99,490	4,02	
13,800	-0,058	0,000	0,017	-0,0014	0,000	4,167E-4	99,492	4,03	
13,850	-0,058	0,000	0,000	-0,0014	0,000	0,000	99,497	4,02	
13,900	-0,058	0,000	0,017	-0,0014	0,000	4,167E-4	99,501	4,02	
13,950	-0,058	0,000	0,035	-0,0014	0,000	8,333E-4	99,514	4,02	
14,000	-0,058	0,005	0,017	-0,0014	1,250E-4	4,167E-4	99,499	4,02	63,3
14,050	-0,058	0,005	-0,035	-0,0014	1,250E-4	-8,333E-4	99,503	4,02	
14,100	-0,057	0,000	-0,070	-0,0013	0,000	-0,002	99,484	4,01	
14,150	-0,058	-0,005	-0,035	-0,0014	-1,250E-4	-8,333E-4	99,468	4,02	
14,200	-0,058	-0,005	0,035	-0,0014	-1,250E-4	8,333E-4	99,503	4,02	
14,250	-0,058	0,000	0,087	-0,0014	0,000	0,002	99,510	4,01	
14,300	-0,058	0,005	0,070	-0,0014	1,250E-4	0,002	99,525	4,01	
14,350	-0,058	0,010	-0,035	-0,0014	2,500E-4	-8,333E-4	99,490	4,01	
14,400	-0,057	0,005	-0,157	-0,0013	1,250E-4	-0,004	99,453	4,02	
14,450	-0,057	-0,010	-0,175	-0,0013	-2,500E-4	-0,004	99,451	4,01	
14,500	-0,058	-0,021	-0,052	-0,0014	-5,000E-4	-0,001	99,481	4,01	63,3
14,550	-0,060	-0,016	-0,262	-0,0014	-3,750E-4	-0,006	99,497	4,01	
14,600	-0,060	-0,005	-1,082	-0,0014	-1,250E-4	-0,026	99,514	4,02	
14,650	-0,060	-0,105	-1,798	-0,0014	-0,003	-0,043	99,527	4,01	
14,700	-0,060	-0,257	-1,326	-0,0014	-0,006	-0,032	99,512	4,01	
14,750	-0,091	-0,304	-0,279	-0,0022	-0,007	-0,007	100,104	4,01	
14,800	-0,105	-0,204	-0,977	-0,0025	-0,005	-0,023	100,069	4,01	
14,850	-0,105	-0,241	-3,299	-0,0025	-0,006	-0,079	100,028	4,00	
14,900	-0,107	-0,613	-3,927	-0,0026	-0,015	-0,094	100,126	4,00	
14,950	-0,162	-0,885	-0,681	-0,0039	-0,021	-0,016	100,758	4,00	
15,000	-0,232	-0,738	3,787	-0,0055	-0,018	0,090	101,660	4,00	63,3
15,050	-0,245	-0,319	5,271	-0,0058	-0,008	0,126	101,945	4,00	
15,100	-0,245	-0,042	3,526	-0,0058	-1,000E-3	0,084	101,894	3,99	
15,150	-0,245	0,000	1,187	-0,0058	0,000	0,028	101,886	4,00	
15,200	-0,245	0,000	0,035	-0,0058	0,000	8,333E-4	101,844	3,99	
15,250	-0,245	-0,005	-0,262	-0,0058	-1,250E-4	-0,006	101,807	3,99	
