Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
2,350	-0,057	-0,021	0,017	-0,0013	-5,000E-4	4,167E-4	99,569	10,12	
2,400	-0,058	-0,021	0,035	-0,0014	-5,000E-4	8,333E-4	99,521	10,12	
2,450	-0,058	-0,016	0,017	-0,0014	-3,750E-4	4,167E-4	99,503	10,13	
2,500	-0,060	-0,016	-0,017	-0,0014	-3,750E-4	-4,167E-4	99,530	10,12	86,9
2,550	-0,060	-0,021	-0,035	-0,0014	-5,000E-4	-8,333E-4	99,538	10,12	
2,600	-0,061	-0,021	4,163E-16	-0,0015	-5,000E-4	1,301E-17	99,527	10,12	
2,650	-0,063	-0,021	0,035	-0,0015	-5,000E-4	8,333E-4	99,540	10,12	
2,700	-0,063	-0,016	0,035	-0,0015	-3,750E-4	8,333E-4	99,521	10,13	
2,750	-0,064	-0,016	0,017	-0,0015	-3,750E-4	4,167E-4	99,545	10,13	
2,800	-0,064	-0,016	-2,082E-16	-0,0015	-3,750E-4	0,000	99,466	10,13	
2,850	-0,066	-0,016	0,000	-0,0016	-3,750E-4	-5,421E-19	99,505	10,13	
2,900	-0,066	-0,016	-1,388E-16	-0,0016	-3,750E-4	-9,216E-18	99,512	10,13	
2,950	-0,068	-0,016	0,000	-0,0016	-3,750E-4	0,000	99,510	10,13	
3,000	-0,068	-0,016	1,388E-16	-0,0016	-3,750E-4	1,735E-17	99,497	10,14	86,9
3,050	-0,069	-0,016	0,000	-0,0016	-3,750E-4	0,000	99,508	10,14	
3,100	-0,069	-0,016	0,000	-0,0016	-3,750E-4	-1,518E-17	99,523	10,14	
3,150	-0,071	-0,016	-1,388E-16	-0,0017	-3,750E-4	-9,216E-18	99,551	10,14	
3,200	-0,071	-0,016	0,000	-0,0017	-3,750E-4	7,047E-18	99,512	10,14	
3,250	-0,072	-0,016	1,388E-16	-0,0017	-3,750E-4	9,758E-18	99,523	10,14	
3,300	-0,072	-0,016	0,000	-0,0017	-3,750E-4	-7,047E-18	99,516	10,15	
3,350	-0,074	-0,016	0,000	-0,0018	-3,750E-4	-5,421E-19	99,501	10,14	
3,400	-0,074	-0,016	-1,388E-16	-0,0018	-3,750E-4	1,952E-17	99,527	10,15	
3,450	-0,075	-0,016	0,000	-0,0018	-3,750E-4	7,047E-18	99,495	10,14	
3,500	-0,075	-0,016	1,388E-16	-0,0018	-3,750E-4	-1,193E-17	99,516	10,14	86,9
3,550	-0,077	-0,016	0,000	-0,0018	-3,750E-4	-7,047E-18	99,536	10,15	
3,600	-0,077	-0,016	0,000	-0,0018	-3,750E-4	-5,421E-19	99,484	10,15	
3,650	-0,079	-0,016	0,017	-0,0019	-3,750E-4	4,167E-4	99,543	10,15	
3,700	-0,079	-0,016	0,035	-0,0019	-3,750E-4	8,333E-4	99,534	10,15	
3,750	-0,080	-0,010	0,035	-0,0019	-2,500E-4	8,333E-4	99,554	10,15	
3,800	-0,080	-0,010	-5,204E-17	-0,0019	-2,500E-4	2,819E-17	99,532	10,15	
3,850	-0,080	-0,010	-0,035	-0,0019	-2,500E-4	-8,333E-4	99,532	10,16	
3,900	-0,082	-0,016	-0,017	-0,0019	-3,750E-4	-4,167E-4	99,530	10,16	
3,950	-0,082	-0,016	0,017	-0,0019	-3,750E-4	4,167E-4	99,514	10,16	
4,000	-0,083	-0,010	0,035	-0,0020	-2,500E-4	8,333E-4	99,527	10,16	86,8
4,050	-0,083	-0,010	1,041E-16	-0,0020	-2,500E-4	-4,879E-18	99,510	10,16	
4,100	-0,083	-0,010	-0,035	-0,0020	-2,500E-4	-8,333E-4	99,503	10,17	
4,150	-0,085	-0,016	-0,017	-0,0020	-3,750E-4	-4,167E-4	99,508	10,16	
4,200	-0,085	-0,016	0,017	-0,0020	-3,750E-4	4,167E-4	99,523	10,17	
4,250	-0,086	-0,010	0,035	-0,0021	-2,500E-4	8,333E-4	99,532	10,16	
4,300	-0,086	-0,010	0,017	-0,0021	-2,500E-4	4,167E-4	99,512	10,17	
4,350	-0,086	-0,010	-1,561E-16	-0,0021	-2,500E-4	-3,795E-18	99,538	10,17	
4,400	-0,088	-0,010	-1,561E-16	-0,0021	-2,500E-4	-3,795E-18	99,534	10,17	
4,450	-0,088	-0,010	0,000	-0,0021	-2,500E-4	0,000	99,551	10,17	
4,500	-0,088	-0,010	1,561E-16	-0,0021	-2,500E-4	3,795E-18	99,554	10,18	86,8
4,550	-0,090	-0,010	1,561E-16	-0,0021	-2,500E-4	3,795E-18	99,508	10,18	
4,600	-0,090	-0,010	0,000	-0,0021	-2,500E-4	0,000	99,497	10,18	
4,650	-0,090	-0,010	0,000	-0,0021	-2,500E-4	0,000	99,519	10,18	
4,700	-0,091	-0,010	0,000	-0,0022	-2,500E-4	0,000	99,512	10,18	
4,750	-0,091	-0,010	-0,017	-0,0022	-2,500E-4	-4,167E-4	99,514	10,18	
4,800	-0,091	-0,010	-0,035	-0,0022	-2,500E-4	-8,333E-4	99,519	10,18	
4,850	-0,093	-0,016	-0,017	-0,0022	-3,750E-4	-4,167E-4	99,532	10,19	
4,900	-0,093	-0,016	0,035	-0,0022	-3,750E-4	8,333E-4	99,527	10,18	
4,950	-0,094	-0,010	0,070	-0,0023	-2,500E-4	0,002	99,486	10,18	
5,000	-0,094	-0,005	0,035	-0,0023	-1,250E-4	8,333E-4	99,530	10,19	86,9
5,050	-0,094	-0,005	-0,017	-0,0023	-1,250E-4	-4,167E-4	99,508	10,20	
5,100	-0,094	-0,010	-0,035	-0,0023	-2,500E-4	-8,333E-4	99,527	10,19	
5,150	-0,096	-0,010	-0,017	-0,0023	-2,500E-4	-4,167E-4	99,545	10,19	
5,200	-0,096	-0,010	1,561E-16	-0,0023	-2,500E-4	3,795E-18	99,545	10,20	
5,250	-0,096	-0,010	1,561E-16	-0,0023	-2,500E-4	3,795E-18	99,549	10,20	
5,300	-0,097	-0,010	-1,561E-16	-0,0023	-2,500E-4	-3,795E-18	99,549	10,19	
5,350	-0,097	-0,010	-1,561E-16	-0,0023	-2,500E-4	-3,795E-18	99,525	10,20	
5,400	-0,097	-0,010	0,017	-0,0023	-2,500E-4	4,167E-4	99,547	10,20	
5,450	-0,099	-0,010	0,035	-0,0024	-2,500E-4	8,333E-4	99,527	10,20	
5,500	-0,099	-0,005	0,017	-0,0024	-1,250E-4	4,167E-4	99,543	10,21	86,9
5,550	-0,099	-0,005	-0,017	-0,0024	-1,250E-4	-4,167E-4	99,499	10,21	
5,600	-0,099	-0,010	-0,035	-0,0024	-2,500E-4	-8,333E-4	99,523	10,21	
5,650	-0,101	-0,010	-0,017	-0,0024	-2,500E-4	-4,167E-4	99,510	10,21	
5,700	-0,101	-0,010	1,561E-16	-0,0024	-2,500E-4	3,795E-18	99,540	10,21	
5,750	-0,101	-0,010	0,017	-0,0024	-2,500E-4	4,167E-4	99,516	10,22	
5,800	-0,102	-0,010	0,035	-0,0024	-2,500E-4	8,333E-4	99,554	10,22	
5,850	-0,102	-0,005	0,017	-0,0024	-1,250E-4	4,167E-4	99,534	10,22	
5,900	-0,102	-0,005	-0,017	-0,0024	-1,250E-4	-4,167E-4	99,519	10,21	
5,950	-0,102	-0,010	-0,035	-0,0024	-2,500E-4	-8,333E-4	99,534	10,22	
6,000	-0,104	-0,010	-0,017	-0,0025	-2,500E-4	-4,167E-4	99,543	10,22	86,9
6,050	-0,104	-0,010	-1,561E-16	-0,0025	-2,500E-4	-3,795E-18	99,514	10,22	
6,100	-0,104	-0,010	0,017	-0,0025	-2,500E-4	4,167E-4	99,484	10,22	
6,150	-0,105	-0,010	0,035	-0,0025	-2,500E-4	8,333E-4	99,519	10,23	
6,200	-0,105	-0,005	0,017	-0,0025	-1,250E-4	4,167E-4	99,519	10,23	
6,250	-0,105	-0,005	-0,017	-0,0025	-1,250E-4	-4,167E-4	99,532	10,23	
6,300	-0,105	-0,010	-0,017	-0,0025	-2,500E-4	-4,167E-4	99,530	10,23	
6,350	-0,107	-0,010	0,017	-0,0026	-2,500E-4	4,167E-4	99,519	10,23	
6,400	-0,107	-0,005	0,017	-0,0026	-1,250E-4	4,167E-4	99,508	10,23	
6,450	-0,107	-0,005	-0,017	-0,0026	-1,250E-4	-4,167E-4	99,521	10,23	
6,500	-0,107	-0,010	-0,017	-0,0026	-2,500E-4	-4,167E-4	99,508	10,24	86,9
6,550	-0,108	-0,010	0,017	-0,0026	-2,500E-4	4,167E-4	99,521	10,24	
6,600	-0,108	-0,005	0,017	-0,0026	-1,250E-4	4,167E-4	99,560	10,24	
6,650	-0,108	-0,005	-0,017	-0,0026	-1,250E-4	-4,167E-4	99,512	10,24	
6,700	-0,108	-0,010	-0,017	-0,0026	-2,500E-4	-4,167E-4	99,532	10,23	
6,750	-0,110	-0,010	0,017	-0,0026	-2,500E-4	4,167E-4	99,512	10,24	
6,800	-0,110	-0,005	0,017	-0,0026	-1,250E-4	4,167E-4	99,519	10,25	
6,850	-0,110	-0,005	-0,017	-0,0026	-1,250E-4	-4,167E-4	99,554	10,25	
6,900	-0,110	-0,010	-0,017	-0,0026	-2,500E-4	-4,167E-4	99,514	10,25	
6,950	-0,112	-0,010	0,017	-0,0027	-2,500E-4	4,167E-4	99,532	10,25	
7,000	-0,112	-0,005	0,017	-0,0027	-1,250E-4	4,167E-4	99,549	10,25	86,9
7,050	-0,112	-0,005	-0,017	-0,0027	-1,250E-4	-4,167E-4	99,514	10,25	
7,100	-0,112	-0,010	-0,017	-0,0027	-2,500E-4	-4,167E-4	99,492	10,25	
7,150	-0,113	-0,010	0,017	-0,0027	-2,500E-4	4,167E-4	99,558	10,25	
7,200	-0,113	-0,005	0,017	-0,0027	-1,250E-4	4,167E-4	99,536	10,26	
7,250	-0,113	-0,005	-0,017	-0,0027	-1,250E-4	-4,167E-4	99,530	10,26	
7,300	-0,113	-0,010	-0,035	-0,0027	-2,500E-4	-8,333E-4	99,543	10,26	
7,350	-0,115	-0,010	-0,017	-0,0027	-2,500E-4	-4,167E-4	99,538	10,26	
7,400	-0,115	-0,010	0,000	-0,0027	-2,500E-4	0,000	99,530	10,26	
7,450	-0,115	-0,010	0,017	-0,0027	-2,500E-4	4,167E-4	99,486	10,26	
7,500	-0,116	-0,010	0,035	-0,0028	-2,500E-4	8,333E-4	99,525	10,26	86,9
7,550	-0,116	-0,005	0,017	-0,0028	-1,250E-4	4,167E-4	99,503	10,27	
7,600	-0,116	-0,005	-0,017	-0,0028	-1,250E-4	-4,167E-4	99,540	10,27	
7,650	-0,116	-0,010	-0,017	-0,0028	-2,500E-4	-4,167E-4	99,523	10,26	
7,700	-0,118	-0,010	0,035	-0,0028	-2,500E-4	8,333E-4	99,514	10,26	
7,750	-0,118	-0,005	0,052	-0,0028	-1,250E-4	0,001	99,484	10,27	
7,800	-0,118	0,000	-1,475E-16	-0,0028	0,000	-3,524E-18	99,514	10,27	
7,850	-0,118	-0,005	-0,052	-0,0028	-1,250E-4	-0,001	99,534	10,27	
7,900	-0,118	-0,010	-0,035	-0,0028	-2,500E-4	-8,333E-4	99,514	10,27	
7,950	-0,119	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,551	10,27	
8,000	-0,119	-0,005	0,070	-0,0029	-1,250E-4	0,002	99,532	10,27	86,9
8,050	-0,119	0,000	0,035	-0,0029	0,000	8,333E-4	99,516	10,27	
8,100	-0,119	0,000	-0,035	-0,0029	0,000	-8,333E-4	99,505	10,27	
8,150	-0,119	-0,005	-0,070	-0,0029	-1,250E-4	-0,002	99,534	10,27	
8,200	-0,119	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,536	10,27	
8,250	-0,121	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,495	10,27	
8,300	-0,121	-0,005	0,052	-0,0029	-1,250E-4	0,001	99,534	10,27	
8,350	-0,121	0,000	3,123E-16	-0,0029	0,000	7,318E-18	99,527	10,28	
8,400	-0,121	-0,005	-0,052	-0,0029	-1,250E-4	-0,001	99,523	10,28	
8,450	-0,121	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,543	10,28	
8,500	-0,123	-0,010	0,035	-0,0029	-2,500E-4	8,333E-4	99,505	10,27	86,8
8,550	-0,123	-0,005	0,070	-0,0029	-1,250E-4	0,002	99,532	10,28	
8,600	-0,123	0,000	0,035	-0,0029	0,000	8,333E-4	99,510	10,28	
8,650	-0,123	0,000	-0,035	-0,0029	0,000	-8,333E-4	99,516	10,28	
8,700	-0,123	-0,005	-0,070	-0,0029	-1,250E-4	-0,002	99,519	10,28	
8,750	-0,123	-0,010	-0,035	-0,0029	-2,500E-4	-8,333E-4	99,510	10,28	
8,800	-0,124	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,551	10,28	
8,850	-0,124	-0,005	0,070	-0,0030	-1,250E-4	0,002	99,503	10,28	
8,900	-0,124	0,000	0,035	-0,0030	0,000	8,333E-4	99,512	10,29	
8,950	-0,124	0,000	-0,035	-0,0030	0,000	-8,333E-4	99,497	10,29	
9,000	-0,124	-0,005	-0,070	-0,0030	-1,250E-4	-0,002	99,508	10,29	86,8
9,050	-0,124	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,508	10,29	
9,100	-0,126	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,477	10,29	
9,150	-0,126	-0,005	0,052	-0,0030	-1,250E-4	0,001	99,521	10,29	
9,200	-0,126	0,000	1,561E-16	-0,0030	0,000	-7,969E-17	99,525	10,29	
9,250	-0,126	-0,005	-0,052	-0,0030	-1,250E-4	-0,001	99,547	10,29	
9,300	-0,126	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,554	10,29	
9,350	-0,127	-0,010	0,035	-0,0030	-2,500E-4	8,333E-4	99,536	10,29	
9,400	-0,127	-0,005	0,052	-0,0030	-1,250E-4	0,001	99,543	10,30	
9,450	-0,127	0,000	-1,561E-16	-0,0030	0,000	-3,795E-18	99,545	10,29	
9,500	-0,127	-0,005	-0,052	-0,0030	-1,250E-4	-0,001	99,514	10,29	86,7
9,550	-0,127	-0,010	-0,035	-0,0030	-2,500E-4	-8,333E-4	99,536	10,29	
9,600	-0,129	-0,010	0,035	-0,0031	-2,500E-4	8,333E-4	99,549	10,29	
9,650	-0,129	-0,005	0,070	-0,0031	-1,250E-4	0,002	99,516	10,29	
9,700	-0,129	0,000	0,035	-0,0031	0,000	8,333E-4	99,521	10,30	
9,750	-0,129	0,000	-0,035	-0,0031	0,000	-8,333E-4	99,525	10,30	
9,800	-0,129	-0,005	-0,070	-0,0031	-1,250E-4	-0,002	99,495	10,30	
9,850	-0,129	-0,010	-0,035	-0,0031	-2,500E-4	-8,333E-4	99,523	10,30	
9,900	-0,130	-0,010	0,035	-0,0031	-2,500E-4	8,333E-4	99,495	10,29	
9,950	-0,130	-0,005	0,070	-0,0031	-1,250E-4	0,002	99,554	10,30	
10,000	-0,130	0,000	0,035	-0,0031	0,000	8,333E-4	99,525	10,30	86,6
10,050	-0,130	0,000	-0,035	-0,0031	0,000	-8,333E-4	99,534	10,30	
10,100	-0,130	-0,005	-0,070	-0,0031	-1,250E-4	-0,002	99,521	10,30	
10,150	-0,130	-0,010	-0,035	-0,0031	-2,500E-4	-8,333E-4	99,514	10,30	
10,200	-0,132	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,501	10,30	
10,250	-0,132	-0,005	0,070	-0,0032	-1,250E-4	0,002	99,538	10,31	
10,300	-0,132	0,000	0,035	-0,0032	0,000	8,333E-4	99,536	10,30	
10,350	-0,132	0,000	-0,035	-0,0032	0,000	-8,333E-4	99,534	10,30	
10,400	-0,132	-0,005	-0,070	-0,0032	-1,250E-4	-0,002	99,490	10,31	
10,450	-0,132	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,514	10,31	
10,500	-0,134	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,536	10,31	86,6
10,550	-0,134	-0,005	0,070	-0,0032	-1,250E-4	0,002	99,554	10,31	
10,600	-0,134	0,000	0,035	-0,0032	0,000	8,333E-4	99,497	10,31	
10,650	-0,134	0,000	-0,035	-0,0032	0,000	-8,333E-4	99,499	10,31	
10,700	-0,134	-0,005	-0,070	-0,0032	-1,250E-4	-0,002	99,569	10,31	
10,750	-0,134	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,532	10,30	
10,800	-0,135	-0,010	0,035	-0,0032	-2,500E-4	8,333E-4	99,503	10,31	
10,850	-0,135	-0,005	0,070	-0,0032	-1,250E-4	0,002	99,536	10,31	
10,900	-0,135	0,000	0,035	-0,0032	0,000	8,333E-4	99,508	10,32	
10,950	-0,135	0,000	-0,035	-0,0032	0,000	-8,333E-4	99,530	10,31	
11,000	-0,135	-0,005	-0,070	-0,0032	-1,250E-4	-0,002	99,508	10,32	86,6
11,050	-0,135	-0,010	-0,035	-0,0032	-2,500E-4	-8,333E-4	99,512	10,31	
11,100	-0,137	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,543	10,32	
11,150	-0,137	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,543	10,31	
11,200	-0,137	0,000	0,052	-0,0033	0,000	0,001	99,543	10,31	
11,250	-0,137	0,000	0,017	-0,0033	0,000	4,167E-4	99,495	10,31	
11,300	-0,137	0,000	-0,017	-0,0033	0,000	-4,167E-4	99,497	10,32	
11,350	-0,137	0,000	-0,052	-0,0033	0,000	-0,001	99,519	10,32	
11,400	-0,137	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,540	10,32	
11,450	-0,137	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,508	10,32	
11,500	-0,138	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,499	10,32	86,6
11,550	-0,138	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,490	10,32	
11,600	-0,138	0,000	0,052	-0,0033	0,000	0,001	99,514	10,32	
11,650	-0,138	0,000	0,017	-0,0033	0,000	4,167E-4	99,523	10,32	
11,700	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,527	10,33	
11,750	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,534	10,32	
11,800	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,534	10,32	
11,850	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,519	10,32	
11,900	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,479	10,32	
11,950	-0,138	0,000	0,000	-0,0033	0,000	0,000	99,508	10,33	
12,000	-0,138	0,000	-0,017	-0,0033	0,000	-4,167E-4	99,525	10,33	86,6
12,050	-0,138	0,000	-0,052	-0,0033	0,000	-0,001	99,538	10,32	
12,100	-0,138	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,523	10,32	
12,150	-0,138	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,486	10,33	
12,200	-0,140	-0,010	0,035	-0,0033	-2,500E-4	8,333E-4	99,560	10,33	
12,250	-0,140	-0,005	0,070	-0,0033	-1,250E-4	0,002	99,479	10,32	
12,300	-0,140	0,000	0,052	-0,0033	0,000	0,001	99,514	10,33	
12,350	-0,140	0,000	0,017	-0,0033	0,000	4,167E-4	99,519	10,33	
12,400	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,519	10,32	
12,450	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,486	10,33	
12,500	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,525	10,33	86,6
12,550	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,536	10,33	
12,600	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,525	10,33	
12,650	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,510	10,34	
12,700	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,530	10,33	
12,750	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,521	10,33	
12,800	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,525	10,34	
12,850	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,510	10,33	
12,900	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,554	10,34	
12,950	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,527	10,34	
13,000	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,488	10,34	86,6
13,050	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,521	10,34	
13,100	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,538	10,34	
13,150	-0,140	0,000	0,000	-0,0033	0,000	0,000	99,543	10,33	
13,200	-0,140	0,000	-0,017	-0,0033	0,000	-4,167E-4	99,525	10,34	
13,250	-0,140	0,000	-0,052	-0,0033	0,000	-0,001	99,530	10,35	
13,300	-0,140	-0,005	-0,070	-0,0033	-1,250E-4	-0,002	99,521	10,34	
13,350	-0,140	-0,010	-0,035	-0,0033	-2,500E-4	-8,333E-4	99,519	10,34	
13,400	-0,141	-0,010	0,035	-0,0034	-2,500E-4	8,333E-4	99,554	10,34	
13,450	-0,141	-0,005	0,070	-0,0034	-1,250E-4	0,002	99,525	10,35	
13,500	-0,141	0,000	0,052	-0,0034	0,000	0,001	99,543	10,35	86,6
13,550	-0,141	0,000	0,017	-0,0034	0,000	4,167E-4	99,562	10,35	
13,600	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,519	10,35	
13,650	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,501	10,34	
13,700	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,562	10,34	
13,750	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,519	10,34	
13,800	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,510	10,34	
13,850	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,534	10,34	
13,900	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,512	10,34	
13,950	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,551	10,34	
14,000	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,549	10,34	86,7
14,050	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,510	10,34	
14,100	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,532	10,33	
14,150	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,536	10,34	
14,200	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,519	10,33	
14,250	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,532	10,33	
14,300	-0,141	0,000	0,000	-0,0034	0,000	0,000	99,530	10,33	
14,350	-0,141	0,000	-0,017	-0,0034	0,000	-4,167E-4	99,457	10,32	
