Time (s) Run #1	Angle (rad) Run #1	Angular Velocity (rad/s) Run #1	Angular Acceleration (rad/s²) Run #1	Position (m) Run #1	Velocity (m/s) Run #1	Acceleration (m/s²) Run #1	Absolute Pressure (kPa) Run #1	Temperature, Ch P2 (°C) Run #1	Temperature, Ch P3 (°C) Run #1
3,150	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,479	6,96	
3,200	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,514	6,96	
3,250	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,468	6,96	
3,300	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,464	6,96	
3,350	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,475	6,96	
3,400	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,499	6,95	
3,450	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,508	6,96	
3,500	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,499	6,96	81,3
3,550	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,484	6,96	
3,600	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,486	6,96	
3,650	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,460	6,97	
3,700	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,475	6,96	
3,750	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,466	6,96	
3,800	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,505	6,96	
3,850	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,514	6,95	
3,900	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,499	6,96	
3,950	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,477	6,96	
4,000	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,457	6,97	81,3
4,050	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,481	6,96	
4,100	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,479	6,97	
4,150	-0,005	0,000	0,000	-1,1250E-4	0,000	0,000	99,492	6,97	
4,200	-0,005	0,000	-0,017	-1,1250E-4	0,000	-4,167E-4	99,486	6,97	
4,250	-0,005	0,000	-0,052	-1,1250E-4	0,000	-0,001	99,468	6,97	
4,300	-0,005	-0,005	-0,070	-1,1250E-4	-1,250E-4	-0,002	99,490	6,96	
4,350	-0,005	-0,010	-0,035	-1,1250E-4	-2,500E-4	-8,333E-4	99,484	6,97	
4,400	-0,006	-0,010	0,035	-1,5000E-4	-2,500E-4	8,333E-4	99,497	6,96	
4,450	-0,006	-0,005	0,070	-1,5000E-4	-1,250E-4	0,002	99,449	6,97	
4,500	-0,006	0,000	0,052	-1,5000E-4	0,000	0,001	99,497	6,97	81,2
4,550	-0,006	0,000	0,017	-1,5000E-4	0,000	4,167E-4	99,497	6,97	
4,600	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,490	6,97	
4,650	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,501	6,97	
4,700	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,440	6,97	
4,750	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,486	6,97	
4,800	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,471	6,97	
4,850	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,473	6,97	
4,900	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,499	6,97	
4,950	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,508	6,97	
5,000	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,457	6,98	81,2
5,050	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,510	6,97	
5,100	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,484	6,97	
5,150	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,479	6,98	
5,200	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,462	6,97	
5,250	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,516	6,97	
5,300	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,481	6,97	
5,350	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,481	6,97	
5,400	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,466	6,97	
5,450	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,505	6,96	
5,500	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,512	6,97	81,2
5,550	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,486	6,97	
5,600	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,479	6,97	
5,650	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,473	6,97	
5,700	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,495	6,96	
5,750	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,479	6,96	
5,800	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,449	6,96	
5,850	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,486	6,96	
5,900	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,488	6,96	
5,950	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,481	6,96	
6,000	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,481	6,96	81,2
6,050	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,503	6,96	
6,100	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,475	6,96	
6,150	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,484	6,96	
6,200	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,486	6,95	
6,250	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,503	6,95	
6,300	-0,006	0,000	0,000	-1,5000E-4	0,000	0,000	99,497	6,95	
6,350	-0,006	0,000	-0,017	-1,5000E-4	0,000	-4,167E-4	99,471	6,95	
6,400	-0,006	0,000	-0,052	-1,5000E-4	0,000	-0,001	99,501	6,95	
6,450	-0,006	-0,005	-0,070	-1,5000E-4	-1,250E-4	-0,002	99,495	6,95	
6,500	-0,006	-0,010	-0,035	-1,5000E-4	-2,500E-4	-8,333E-4	99,471	6,95	81,2
6,550	-0,008	-0,010	0,035	-1,8750E-4	-2,500E-4	8,333E-4	99,453	6,94	
6,600	-0,008	-0,005	0,070	-1,8750E-4	-1,250E-4	0,002	99,473	6,93	
6,650	-0,008	0,000	0,052	-1,8750E-4	0,000	0,001	99,449	6,93	
6,700	-0,008	0,000	0,017	-1,8750E-4	0,000	4,167E-4	99,475	6,95	
6,750	-0,008	0,000	0,000	-1,8750E-4	0,000	0,000	99,471	6,94	
6,800	-0,008	0,000	0,000	-1,8750E-4	0,000	0,000	99,499	6,94	
6,850	-0,008	0,000	0,000	-1,8750E-4	0,000	0,000	99,481	6,93	
6,900	-0,008	0,000	0,000	-1,8750E-4	0,000	0,000	99,488	6,93	
6,950	-0,008	0,000	0,000	-1,8750E-4	0,000	0,000	99,462	6,93	
7,000	-0,008	0,000	-0,017	-1,8750E-4	0,000	-4,167E-4	99,495	6,94	81,2
7,050	-0,008	0,000	-0,052	-1,8750E-4	0,000	-0,001	99,462	6,93	
7,100	-0,008	-0,005	-0,070	-1,8750E-4	-1,250E-4	-0,002	99,471	6,93	
7,150	-0,008	-0,010	-0,035	-1,8750E-4	-2,500E-4	-8,333E-4	99,473	6,93	
7,200	-0,009	-0,010	0,035	-2,2500E-4	-2,500E-4	8,333E-4	99,477	6,93	
7,250	-0,009	-0,005	0,070	-2,2500E-4	-1,250E-4	0,002	99,490	6,93	
7,300	-0,009	0,000	0,052	-2,2500E-4	0,000	0,001	99,490	6,93	
7,350	-0,009	0,000	0,017	-2,2500E-4	0,000	4,167E-4	99,464	6,93	
7,400	-0,009	0,000	0,000	-2,2500E-4	0,000	0,000	99,477	6,92	
7,450	-0,009	0,000	-0,052	-2,2500E-4	0,000	-0,001	99,475	6,93	
7,500	-0,009	0,000	-0,175	-2,2500E-4	0,000	-0,004	99,486	6,92	81,2
7,550	-0,009	-0,016	-0,244	-2,2500E-4	-3,750E-4	-0,006	99,473	6,92	
7,600	-0,009	-0,037	-0,192	-2,2500E-4	-8,750E-4	-0,005	99,497	6,92	
7,650	-0,014	-0,037	-0,611	-3,3750E-4	-8,750E-4	-0,015	99,508	6,92	
7,700	-0,016	-0,037	-2,461	-3,7500E-4	-8,750E-4	-0,059	99,497	6,91	
7,750	-0,014	-0,199	-5,079	-3,3750E-4	-0,005	-0,121	99,484	6,91	
7,800	-0,020	-0,613	-5,760	-4,8750E-4	-0,015	-0,138	99,831	6,91	
7,850	-0,069	-0,984	-2,583	-0,0017	-0,023	-0,062	100,397	6,91	
7,900	-0,145	-0,979	2,566	-0,0035	-0,023	0,061	101,311	6,91	
7,950	-0,185	-0,607	5,655	-0,0044	-0,014	0,135	101,733	6,91	
8,000	-0,198	-0,220	5,114	-0,0047	-0,005	0,122	101,857	6,90	81,2
8,050	-0,198	-0,047	2,740	-0,0047	-0,001	0,065	101,861	6,91	
8,100	-0,198	-0,005	0,908	-0,0047	-1,250E-4	0,022	101,831	6,90	
8,150	-0,199	0,000	0,209	-0,0048	0,000	0,005	101,798	6,90	
8,200	-0,198	0,005	3,548E-15	-0,0047	1,250E-4	-3,262E-17	101,776	6,89	
8,250	-0,198	0,005	-0,122	-0,0047	1,250E-4	-0,003	101,735	6,89	
8,300	-0,198	-0,010	-0,192	-0,0047	-2,500E-4	-0,005	101,711	6,90	
8,350	-0,198	-0,021	-0,175	-0,0047	-5,000E-4	-0,004	101,695	6,89	
8,400	-0,201	-0,026	-0,122	-0,0048	-6,250E-4	-0,003	101,717	6,89	
8,450	-0,201	-0,031	-0,087	-0,0048	-7,500E-4	-0,002	101,717	6,89	
8,500	-0,203	-0,037	-0,017	-0,0048	-8,750E-4	-4,167E-4	101,704	6,90	81,2
8,550	-0,206	-0,037	0,070	-0,0049	-8,750E-4	0,002	101,687	6,89	
8,600	-0,207	-0,026	0,087	-0,0050	-6,250E-4	0,002	101,719	6,89	
8,650	-0,207	-0,021	0,035	-0,0050	-5,000E-4	8,333E-4	101,674	6,89	
8,700	-0,209	-0,026	-0,017	-0,0050	-6,250E-4	-4,167E-4	101,689	6,89	
8,750	-0,210	-0,026	-0,017	-0,0050	-6,250E-4	-4,167E-4	101,654	6,88	
8,800	-0,212	-0,026	-3,712E-15	-0,0051	-6,250E-4	-2,927E-17	101,693	6,88	
8,850	-0,212	-0,026	4,510E-15	-0,0051	-6,250E-4	-1,084E-17	101,726	6,88	
8,900	-0,215	-0,026	3,712E-15	-0,0051	-6,250E-4	2,927E-17	101,728	6,88	
8,950	-0,215	-0,026	-4,510E-15	-0,0051	-6,250E-4	3,903E-17	101,682	6,88	
9,000	-0,217	-0,026	0,017	-0,0052	-6,250E-4	4,167E-4	101,717	6,88	81,2
9,050	-0,218	-0,026	0,035	-0,0052	-6,250E-4	8,333E-4	101,682	6,88	
9,100	-0,220	-0,021	0,017	-0,0053	-5,000E-4	4,167E-4	101,691	6,88	
9,150	-0,220	-0,021	-0,017	-0,0053	-5,000E-4	-4,167E-4	101,724	6,88	
9,200	-0,221	-0,026	-0,017	-0,0053	-6,250E-4	-4,167E-4	101,700	6,88	
9,250	-0,223	-0,026	0,017	-0,0053	-6,250E-4	4,167E-4	101,737	6,86	
9,300	-0,225	-0,021	0,017	-0,0054	-5,000E-4	4,167E-4	101,702	6,87	
9,350	-0,225	-0,021	-0,017	-0,0054	-5,000E-4	-4,167E-4	101,695	6,87	
9,400	-0,226	-0,026	-0,017	-0,0054	-6,250E-4	-4,167E-4	101,704	6,87	
9,450	-0,228	-0,026	0,017	-0,0054	-6,250E-4	4,167E-4	101,735	6,87	
9,500	-0,229	-0,021	0,035	-0,0055	-5,000E-4	8,333E-4	101,676	6,86	81,1
9,550	-0,229	-0,021	0,017	-0,0055	-5,000E-4	4,167E-4	101,682	6,87	
9,600	-0,231	-0,021	0,017	-0,0055	-5,000E-4	4,167E-4	101,693	6,86	
9,650	-0,232	-0,021	0,035	-0,0056	-5,000E-4	8,333E-4	101,700	6,86	
9,700	-0,232	-0,016	0,035	-0,0056	-3,750E-4	8,333E-4	101,702	6,86	
9,750	-0,234	-0,016	0,017	-0,0056	-3,750E-4	4,167E-4	101,671	6,86	
9,800	-0,234	-0,016	-0,017	-0,0056	-3,750E-4	-4,167E-4	101,678	6,86	
9,850	-0,236	-0,016	-0,035	-0,0056	-3,750E-4	-8,333E-4	101,687	6,86	
9,900	-0,236	-0,021	-0,035	-0,0056	-5,000E-4	-8,333E-4	101,715	6,86	
9,950	-0,237	-0,021	3,851E-15	-0,0057	-5,000E-4	-2,548E-17	101,698	6,86	
10,000	-0,239	-0,021	0,035	-0,0057	-5,000E-4	8,333E-4	101,678	6,86	81,1
10,050	-0,239	-0,016	0,035	-0,0057	-3,750E-4	8,333E-4	101,713	6,85	
10,100	-0,240	-0,016	0,017	-0,0057	-3,750E-4	4,167E-4	101,706	6,85	
10,150	-0,240	-0,016	-3,712E-15	-0,0057	-3,750E-4	5,800E-17	101,717	6,86	
10,200	-0,242	-0,016	3,712E-15	-0,0058	-3,750E-4	2,873E-17	101,717	6,86	
10,250	-0,242	-0,016	4,163E-15	-0,0058	-3,750E-4	1,084E-17	101,704	6,85	
10,300	-0,243	-0,016	-3,712E-15	-0,0058	-3,750E-4	0,000	101,698	6,85	
10,350	-0,243	-0,016	-4,163E-15	-0,0058	-3,750E-4	1,789E-17	101,689	6,85	
10,400	-0,245	-0,016	3,712E-15	-0,0059	-3,750E-4	0,000	101,706	6,86	
10,450	-0,245	-0,016	3,712E-15	-0,0059	-3,750E-4	-5,746E-17	101,693	6,85	
10,500	-0,247	-0,016	-3,261E-15	-0,0059	-3,750E-4	1,084E-17	101,704	6,85	81,1
10,550	-0,247	-0,016	-3,712E-15	-0,0059	-3,750E-4	5,746E-17	101,687	6,85	
10,600	-0,248	-0,016	0,017	-0,0059	-3,750E-4	4,167E-4	101,702	6,85	
10,650	-0,248	-0,016	0,035	-0,0059	-3,750E-4	8,333E-4	101,674	6,85	
10,700	-0,250	-0,010	0,035	-0,0060	-2,500E-4	8,333E-4	101,676	6,85	
10,750	-0,250	-0,010	-4,684E-16	-0,0060	-2,500E-4	3,957E-17	101,704	6,86	
10,800	-0,250	-0,010	-0,035	-0,0060	-2,500E-4	-8,333E-4	101,680	6,85	
10,850	-0,251	-0,016	-0,017	-0,0060	-3,750E-4	-4,167E-4	101,649	6,84	
10,900	-0,251	-0,016	0,017	-0,0060	-3,750E-4	4,167E-4	101,680	6,84	
10,950	-0,253	-0,010	0,035	-0,0060	-2,500E-4	8,333E-4	101,717	6,84	
11,000	-0,253	-0,010	4,510E-16	-0,0060	-2,500E-4	4,012E-17	101,715	6,84	81,0
11,050	-0,253	-0,010	-0,035	-0,0060	-2,500E-4	-8,333E-4	101,660	6,84	
11,100	-0,254	-0,016	-0,035	-0,0061	-3,750E-4	-8,333E-4	101,674	6,84	
11,150	-0,254	-0,016	-0,017	-0,0061	-3,750E-4	-4,167E-4	101,689	6,84	
11,200	-0,256	-0,016	0,000	-0,0061	-3,750E-4	0,000	101,658	6,84	
11,250	-0,256	-0,016	4,857E-16	-0,0061	-3,750E-4	3,957E-17	101,693	6,84	
11,300	-0,258	-0,016	0,017	-0,0062	-3,750E-4	4,167E-4	101,654	6,84	
11,350	-0,258	-0,016	0,052	-0,0062	-3,750E-4	0,001	101,700	6,84	
11,400	-0,259	-0,010	0,070	-0,0062	-2,500E-4	0,002	101,724	6,84	
11,450	-0,259	-0,005	0,035	-0,0062	-1,250E-4	8,333E-4	101,693	6,84	
11,500	-0,259	-0,005	-0,035	-0,0062	-1,250E-4	-8,333E-4	101,711	6,84	81,0
11,550	-0,259	-0,010	-0,070	-0,0062	-2,500E-4	-0,002	101,687	6,84	
11,600	-0,261	-0,016	-0,035	-0,0062	-3,750E-4	-8,333E-4	101,671	6,84	
11,650	-0,261	-0,016	0,017	-0,0062	-3,750E-4	4,167E-4	101,700	6,84	
11,700	-0,262	-0,010	0,035	-0,0063	-2,500E-4	8,333E-4	101,636	6,84	
11,750	-0,262	-0,010	0,017	-0,0063	-2,500E-4	4,167E-4	101,680	6,83	
11,800	-0,262	-0,010	0,000	-0,0063	-2,500E-4	2,873E-17	101,671	6,83	
11,850	-0,264	-0,010	-3,123E-16	-0,0063	-2,500E-4	5,042E-17	101,704	6,83	
11,900	-0,264	-0,010	-0,017	-0,0063	-2,500E-4	-4,167E-4	101,669	6,83	
11,950	-0,264	-0,010	-0,035	-0,0063	-2,500E-4	-8,333E-4	101,669	6,83	
12,000	-0,265	-0,016	-0,017	-0,0063	-3,750E-4	-4,167E-4	101,674	6,83	80,9
12,050	-0,265	-0,016	0,035	-0,0063	-3,750E-4	8,333E-4	101,680	6,83	
12,100	-0,267	-0,010	0,070	-0,0064	-2,500E-4	0,002	101,730	6,83	
12,150	-0,267	-0,005	0,035	-0,0064	-1,250E-4	8,333E-4	101,715	6,84	
12,200	-0,267	-0,005	-0,035	-0,0064	-1,250E-4	-8,333E-4	101,676	6,83	
12,250	-0,267	-0,010	-0,070	-0,0064	-2,500E-4	-0,002	101,671	6,83	
12,300	-0,269	-0,016	-0,035	-0,0064	-3,750E-4	-8,333E-4	101,689	6,83	
12,350	-0,269	-0,016	0,035	-0,0064	-3,750E-4	8,333E-4	101,678	6,83	
12,400	-0,270	-0,010	0,070	-0,0065	-2,500E-4	0,002	101,684	6,83	
12,450	-0,270	-0,005	0,035	-0,0065	-1,250E-4	8,333E-4	101,674	6,82	
12,500	-0,270	-0,005	-0,017	-0,0065	-1,250E-4	-4,167E-4	101,678	6,83	80,9
12,550	-0,270	-0,010	-0,035	-0,0065	-2,500E-4	-8,333E-4	101,687	6,83	
12,600	-0,272	-0,010	-0,017	-0,0065	-2,500E-4	-4,167E-4	101,706	6,83	
12,650	-0,272	-0,010	0,000	-0,0065	-2,500E-4	0,000	101,674	6,83	
12,700	-0,272	-0,010	0,017	-0,0065	-2,500E-4	4,167E-4	101,691	6,83	
12,750	-0,273	-0,010	0,035	-0,0065	-2,500E-4	8,333E-4	101,680	6,82	
12,800	-0,273	-0,005	0,017	-0,0065	-1,250E-4	4,167E-4	101,680	6,83	
12,850	-0,273	-0,005	-0,017	-0,0065	-1,250E-4	-4,167E-4	101,713	6,83	
12,900	-0,273	-0,010	-0,035	-0,0065	-2,500E-4	-8,333E-4	101,715	6,83	
12,950	-0,275	-0,010	-0,017	-0,0066	-2,500E-4	-4,167E-4	101,689	6,83	
13,000	-0,275	-0,010	3,123E-16	-0,0066	-2,500E-4	7,047E-18	101,693	6,83	80,8
13,050	-0,275	-0,010	0,017	-0,0066	-2,500E-4	4,167E-4	101,674	6,83	
13,100	-0,276	-0,010	0,035	-0,0066	-2,500E-4	8,333E-4	101,693	6,83	
13,150	-0,276	-0,005	0,017	-0,0066	-1,250E-4	4,167E-4	101,676	6,83	
13,200	-0,276	-0,005	-0,017	-0,0066	-1,250E-4	-4,167E-4	101,674	6,82	
13,250	-0,276	-0,010	-0,017	-0,0066	-2,500E-4	-4,167E-4	101,684	6,83	
13,300	-0,278	-0,010	0,017	-0,0066	-2,500E-4	4,167E-4	101,693	6,82	
13,350	-0,278	-0,005	0,017	-0,0066	-1,250E-4	4,167E-4	101,715	6,82	
13,400	-0,278	-0,005	-0,017	-0,0066	-1,250E-4	-4,167E-4	101,700	6,82	
13,450	-0,278	-0,010	-0,035	-0,0066	-2,500E-4	-8,333E-4	101,708	6,82	
13,500	-0,280	-0,010	-0,017	-0,0067	-2,500E-4	-4,167E-4	101,656	6,83	80,8
13,550	-0,280	-0,010	0,000	-0,0067	-2,500E-4	-2,873E-17	101,698	6,82	
13,600	-0,280	-0,010	0,017	-0,0067	-2,500E-4	4,167E-4	101,682	6,82	
13,650	-0,281	-0,010	0,035	-0,0067	-2,500E-4	8,333E-4	101,639	6,82	
13,700	-0,281	-0,005	0,017	-0,0067	-1,250E-4	4,167E-4	101,676	6,82	
13,750	-0,281	-0,005	-0,017	-0,0067	-1,250E-4	-4,167E-4	101,667	6,82	
13,800	-0,281	-0,010	-0,017	-0,0067	-2,500E-4	-4,167E-4	101,702	6,82	
13,850	-0,283	-0,010	0,017	-0,0068	-2,500E-4	4,167E-4	101,689	6,82	
13,900	-0,283	-0,005	0,017	-0,0068	-1,250E-4	4,167E-4	101,691	6,82	
13,950	-0,283	-0,005	-0,017	-0,0068	-1,250E-4	-4,167E-4	101,687	6,82	
14,000	-0,283	-0,010	-0,017	-0,0068	-2,500E-4	-4,167E-4	101,700	6,83	80,7
14,050	-0,284	-0,010	0,017	-0,0068	-2,500E-4	4,167E-4	101,652	6,82	
14,100	-0,284	-0,005	0,017	-0,0068	-1,250E-4	4,167E-4	101,695	6,82	
14,150	-0,284	-0,005	-0,017	-0,0068	-1,250E-4	-4,167E-4	101,676	6,82	
14,200	-0,284	-0,010	-0,017	-0,0068	-2,500E-4	-4,167E-4	101,700	6,83	
14,250	-0,286	-0,010	0,017	-0,0068	-2,500E-4	4,167E-4	101,674	6,81	
14,300	-0,286	-0,005	0,017	-0,0068	-1,250E-4	4,167E-4	101,671	6,82	
14,350	-0,286	-0,005	-0,017	-0,0068	-1,250E-4	-4,167E-4	101,684	6,82	
14,400	-0,286	-0,010	-0,017	-0,0068	-2,500E-4	-4,167E-4	101,695	6,82	
14,450	-0,287	-0,010	0,035	-0,0069	-2,500E-4	8,333E-4	101,702	6,82	
14,500	-0,287	-0,005	0,052	-0,0069	-1,250E-4	0,001	101,671	6,82	80,7
14,550	-0,287	0,000	0,000	-0,0069	0,000	2,900E-17	101,695	6,82	
14,600	-0,287	-0,005	-0,052	-0,0069	-1,250E-4	-0,001	101,700	6,82	
